,AUD_CAD,AUD_CHF,AUD_HKD,AUD_JPY,AUD_NZD,AUD_SGD,AUD_USD,CAD_CHF,CAD_HKD,CAD_JPY,CAD_SGD,CHF_HKD,CHF_JPY,EUR_AUD,EUR_CAD,EUR_CHF,EUR_GBP,EUR_HKD,EUR_JPY,EUR_NZD,EUR_SGD,EUR_USD,GBP_AUD,GBP_CAD,GBP_CHF,GBP_HKD,GBP_JPY,GBP_NZD,GBP_SGD,GBP_USD,HKD_JPY,NZD_CAD,NZD_CHF,NZD_HKD,NZD_JPY,NZD_SGD,NZD_USD,SGD_CHF,SGD_HKD,SGD_JPY,USD_CAD,USD_CHF,USD_HKD,USD_JPY,USD_SGD
2008-01-01,-0.49,0.09,0.12,0.06,-0.09,0.12,-0.04,0.58,0.61,0.58,0.61,0.03,-0.03,-0.11,-0.62,-0.01,-0.05,0.0,-0.05,-0.25,0.0,0.0,-0.04,-0.54,0.05,0.08,0.03,-0.18,0.08,0.08,-0.05,-0.34,0.23,0.0,0.21,0.0,0.25,-0.03,0.0,-0.05,-0.61,-0.03,0.0,-0.03,0.0
2008-01-02,0.97,-0.35,0.99,-0.95,-0.22,0.75,0.85,-1.32,0.01,-1.89,-0.22,1.35,-0.57,0.01,0.98,-0.38,1.13,0.99,-0.94,-0.09,0.75,0.85,-1.12,-0.17,-1.49,-0.15,-2.05,-1.22,-0.39,-0.29,-1.93,1.07,-0.27,0.0,-0.86,0.0,0.96,-1.1,0.0,-1.69,0.12,-1.2,0.14,-1.79,-0.1
2008-01-03,-0.79,-1.15,-0.44,-0.67,0.24,-0.61,-0.38,-0.36,0.35,0.1,0.19,0.72,0.45,0.61,-0.17,-0.52,0.73,0.18,-0.06,0.83,0.02,0.25,-0.12,-0.91,-1.26,-0.56,-0.8,0.08,-0.73,-0.5,-0.24,-0.99,-1.36,0.0,-0.88,0.0,-0.58,-0.55,0.0,-0.07,-0.42,-0.78,-0.07,-0.3,-0.24
2008-01-04,0.4,-1.15,-0.97,-1.56,-0.37,-0.98,-0.92,-1.55,-1.37,-1.97,-1.37,0.18,-0.43,0.88,1.28,-0.27,-0.2,-0.11,-0.71,0.52,-0.11,-0.05,1.08,1.51,-0.08,0.1,-0.5,0.72,0.1,0.15,-0.61,0.77,-0.8,0.0,-1.22,0.0,-0.57,-0.17,0.0,-0.6,1.35,-0.23,-0.05,-0.66,-0.06
2008-01-07,0.37,0.94,0.16,0.75,-0.19,0.26,0.14,0.57,-0.21,0.37,-0.11,-0.78,-0.18,-0.48,-0.11,0.43,-0.14,-0.32,0.24,-0.67,-0.22,-0.35,-0.34,0.03,0.6,-0.17,0.43,-0.52,-0.07,-0.2,0.59,0.56,1.14,0.0,0.94,0.0,0.33,0.68,0.0,0.49,0.23,0.81,0.02,0.62,0.12
2008-01-08,0.82,0.31,0.67,0.41,0.68,0.5,0.67,-0.51,-0.15,-0.43,-0.32,0.36,0.09,-0.58,0.24,-0.27,-0.08,0.09,-0.18,0.1,-0.08,0.08,-0.51,0.32,-0.19,0.16,-0.1,0.17,-0.01,0.15,-0.26,0.14,-0.37,0.0,-0.27,0.0,-0.01,-0.2,0.0,-0.09,0.15,-0.36,0.01,-0.26,-0.18
2008-01-09,0.87,0.86,0.56,1.55,-0.05,0.36,0.5,-0.01,-0.3,0.69,-0.5,-0.29,0.69,-0.83,0.03,0.04,0.4,-0.26,0.73,-0.83,-0.46,-0.33,-1.23,-0.37,-0.38,-0.67,0.31,-1.22,-0.87,-0.74,0.97,0.86,0.87,0.0,1.57,0.0,0.49,0.49,0.0,1.18,0.37,0.36,0.07,1.05,-0.13
2008-01-10,1.39,0.21,1.34,0.73,-0.18,1.36,1.38,-1.17,-0.05,-0.65,-0.02,1.13,0.54,-0.4,0.99,-0.21,0.87,0.93,0.35,-0.6,0.96,0.98,-1.23,0.14,-1.02,0.09,-0.49,-1.42,0.12,0.15,-0.57,1.59,0.41,0.0,0.95,0.0,1.59,-1.14,0.0,-0.6,-0.0,-1.17,-0.05,-0.63,-0.03
2008-01-11,0.36,-0.67,-0.46,-0.92,-0.17,-0.26,-0.49,-1.03,-0.81,-1.28,-0.61,0.21,-0.26,0.33,0.66,-0.36,0.05,-0.15,-0.65,0.13,0.06,-0.18,0.25,0.61,-0.44,-0.21,-0.7,0.07,-0.0,-0.24,-0.47,0.54,-0.49,0.0,-0.76,0.0,-0.34,-0.42,0.0,-0.68,0.85,-0.18,0.03,-0.45,0.24
2008-01-14,0.92,0.46,1.17,0.66,-0.22,0.83,1.18,-0.45,0.24,-0.16,-0.09,0.7,0.26,-0.56,0.32,-0.14,0.68,0.58,0.16,-0.8,0.24,0.59,-1.27,-0.36,-0.81,-0.12,-0.53,-1.49,-0.45,-0.11,-0.42,1.15,0.7,0.0,0.97,0.0,1.4,-0.36,0.0,-0.09,-0.25,-0.71,-0.02,-0.43,-0.34
