,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2017-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03,0.95,0.85,0.91,1.06,0.93,0.87,1.1,0.98,0.74,0.87
2017-01-04,0.81,1.01,0.72,0.73,0.81,0.92,0.83,0.83,0.69,0.93
2017-01-05,0.76,0.81,0.87,0.8,1.01,1.11,1.29,0.82,0.82,1.12
2017-01-06,0.79,1.06,0.75,0.75,0.95,0.98,1.26,0.94,0.84,0.98
2017-01-09,0.99,0.76,0.7,0.73,1.49,0.84,1.12,0.97,0.75,0.83
2017-01-10,0.67,0.62,0.69,0.71,0.86,0.67,0.78,1.01,0.56,0.67
2017-01-11,1.08,1.01,0.97,1.06,1.24,1.47,1.4,1.16,0.93,1.48
2017-01-12,0.88,1.12,0.78,0.84,1.29,1.03,1.16,1.05,0.91,1.03
2017-01-13,0.7,0.63,0.66,0.64,0.88,0.71,0.84,0.77,0.67,0.71
2017-01-16,0.61,0.64,0.57,0.57,1.02,0.56,0.84,0.89,0.53,0.56
2017-01-17,0.96,0.96,0.96,0.88,2.52,1.42,1.08,1.1,0.89,1.42
2017-01-18,0.84,1.41,0.81,0.78,1.11,1.08,1.34,0.91,0.81,1.08
2017-01-19,0.98,0.98,0.76,0.8,0.83,0.77,1.02,1.02,0.68,0.77
2017-01-20,0.72,0.66,0.64,0.63,0.72,0.8,0.77,1.04,0.61,0.8
2017-01-23,0.76,0.82,0.64,0.63,1.03,0.79,1.31,0.79,0.66,0.8
2017-01-24,0.77,1.39,0.72,0.66,1.09,0.77,1.17,0.92,0.7,0.78
2017-01-25,1.17,0.85,0.72,0.68,1.07,0.77,0.86,0.97,0.72,0.77
2017-01-26,0.69,0.78,0.87,0.77,0.86,0.89,1.1,0.94,0.81,0.89
2017-01-27,0.75,0.63,0.6,0.61,0.75,0.61,0.84,0.74,0.68,0.61
2017-01-30,0.76,0.79,0.9,1.01,1.35,0.82,1.29,0.81,0.89,0.83
2017-01-31,0.81,0.85,0.75,0.86,1.17,1.07,1.17,0.8,0.77,1.07
