,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2017-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03,0.49,0.3,-0.24,-0.51,-0.23,0.17,-0.28,-0.03,0.17,0.16
2017-01-04,0.35,0.41,0.06,0.23,0.11,-0.64,-0.18,0.17,0.17,-0.66
2017-01-05,-0.01,-0.2,0.43,0.4,0.02,-0.83,0.96,0.0,0.06,-0.84
2017-01-06,0.05,0.62,-0.19,-0.03,-0.49,0.7,-0.84,-0.39,-0.13,0.71
2017-01-09,0.58,-0.01,-0.07,0.14,-1.09,-0.3,0.63,0.5,-0.1,-0.29
2017-01-10,0.26,-0.06,-0.15,-0.19,0.18,0.09,0.09,-0.37,0.07,0.07
2017-01-11,0.65,-0.01,-0.16,-0.17,-0.12,-0.46,-0.11,0.58,0.26,-0.45
2017-01-12,0.39,0.06,0.1,0.07,-0.69,-0.24,0.39,0.44,-0.27,-0.25
2017-01-13,0.07,0.06,0.03,0.12,0.02,-0.21,0.01,0.35,-0.25,-0.2
2017-01-16,-0.04,-0.31,-0.13,-0.03,0.45,0.02,0.15,-0.03,-0.09,0.02
2017-01-17,0.08,-0.11,-0.11,-0.07,2.04,-1.27,0.28,0.52,-0.09,-1.26
2017-01-18,0.13,-0.92,0.38,0.17,-0.35,1.01,-0.96,-0.39,-0.08,1.02
2017-01-19,0.54,-0.67,-0.14,0.08,0.46,-0.28,-0.48,0.73,0.02,-0.26
2017-01-20,-0.15,-0.13,0.35,0.3,0.2,-0.1,0.16,-0.46,-0.06,-0.1
2017-01-23,-0.34,-0.03,-0.14,-0.08,0.72,-0.71,1.12,0.26,-0.08,-0.72
2017-01-24,0.1,0.84,-0.35,-0.2,0.03,0.15,-0.95,0.34,-0.1,0.16
2017-01-25,-0.53,0.38,-0.22,-0.21,0.6,-0.39,0.1,0.41,0.25,-0.38
2017-01-26,-0.01,0.3,0.4,-0.2,0.14,0.49,-0.75,-0.3,-0.56,0.5
2017-01-27,0.3,-0.38,0.22,0.3,-0.36,0.08,-0.42,0.44,-0.28,0.11
2017-01-30,-0.19,0.07,0.12,-0.37,-1.0,-0.08,0.85,0.11,0.56,-0.08
2017-01-31,-0.16,0.15,0.06,0.46,0.27,-0.61,0.35,-0.2,0.28,-0.6
2017-02-01,0.12,-0.02,-0.26,-0.15,0.8,0.13,-0.31,-0.36,-0.11,0.15
2017-02-02,0.98,0.12,-0.02,-0.17,-1.22,-0.07,0.34,0.07,0.04,-0.07
2017-02-03,0.27,-0.08,-0.15,0.16,-0.48,-0.08,0.12,0.34,0.03,-0.11
2017-02-06,-0.21,-0.46,0.12,-0.39,-0.16,0.01,0.74,0.25,0.1,0.01
2017-02-07,-0.06,-0.48,-0.31,-0.28,0.78,0.41,-0.24,0.11,-0.34,0.41
2017-02-08,0.12,0.2,0.19,0.05,0.16,-0.15,0.32,-0.72,-0.02,-0.14
2017-02-09,0.17,0.46,-0.32,0.02,0.09,0.5,-0.81,-0.76,0.17,0.48
2017-02-10,0.64,0.4,-0.19,-0.27,-0.21,-0.12,-0.09,0.09,-0.13,-0.12
2017-02-13,-0.44,0.29,-0.13,-0.18,0.6,0.13,-0.03,-0.27,-0.11,0.15
2017-02-14,0.44,0.08,0.02,-0.13,-0.44,0.07,-0.43,-0.03,0.34,0.08
2017-02-15,0.5,-0.27,-0.1,0.05,-0.26,-0.2,-0.12,0.64,-0.02,-0.21
2017-02-16,-0.48,-0.19,0.66,0.49,-0.02,-0.28,0.6,-0.39,-0.11,-0.27
2017-02-17,-0.15,0.08,-0.34,-0.32,-0.41,0.25,0.7,-0.2,0.11,0.28
2017-02-20,0.16,-0.1,-0.01,0.0,0.45,-0.04,-0.26,-0.14,-0.0,-0.05
2017-02-21,0.13,-0.0,-0.44,-0.49,0.41,0.31,-0.24,-0.12,0.13,0.32
2017-02-22,0.25,-0.34,-0.24,0.05,-0.37,-0.15,0.2,0.3,0.45,-0.16
2017-02-23,-0.2,0.08,0.01,-0.14,0.52,-0.4,0.26,0.22,0.07,-0.42
2017-02-24,-0.47,0.25,0.03,-0.04,-0.66,0.14,0.62,-0.31,0.28,0.16
2017-02-27,0.05,-0.51,-0.05,0.41,-0.08,0.16,-0.35,0.03,0.17,0.17
