,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02,0.84,0.76,-0.53,-0.31,-0.15,-0.14,-0.89,0.57,0.0,-0.14
2013-01-03,0.11,0.2,-0.56,-0.65,-0.5,0.51,0.64,-0.29,0.02,0.51
2013-01-04,0.19,0.1,0.29,0.21,-0.22,0.04,-1.13,0.53,-0.06,0.04
2013-01-07,0.04,-0.18,0.15,0.09,0.03,-0.25,0.16,0.61,-0.41,-0.25
2013-01-08,0.01,-0.05,-0.31,-0.27,-0.38,0.02,0.97,-0.04,0.01,0.03
2013-01-09,0.21,-0.01,-0.05,-0.05,-0.13,0.09,-0.96,0.5,0.3,0.1
2013-01-10,0.33,-0.06,0.79,1.2,0.45,-0.54,-1.7,0.24,-0.14,-0.55
2013-01-11,-0.41,0.07,0.32,0.84,-0.01,0.22,-0.27,-0.99,-0.0,0.23
2013-01-14,0.24,0.15,-1.06,0.26,-0.29,0.08,-0.14,0.63,0.05,0.09
2013-01-15,0.15,0.11,-1.03,-0.47,0.07,0.17,1.01,-0.29,0.12,0.16
2013-01-16,0.04,-0.23,0.08,-0.16,-0.43,-0.04,0.48,0.13,0.16,-0.03
2013-01-17,-0.04,0.26,0.03,0.95,0.13,0.22,-1.65,-0.39,0.26,0.22
2013-01-18,-0.07,-0.38,0.12,-0.16,-0.55,0.3,0.05,0.46,-0.07,0.3
2013-01-21,0.04,-0.16,0.24,-0.04,-0.2,-0.07,0.54,-0.14,-0.15,-0.06
2013-01-22,0.22,-0.19,0.09,-0.23,-0.24,-0.31,0.81,0.35,-0.21,-0.3
2013-01-23,-0.06,-0.76,0.04,0.03,0.11,0.08,0.18,0.25,0.07,0.07
2013-01-24,-0.66,0.05,0.49,0.92,0.04,0.41,-1.72,-0.18,0.23,0.42
2013-01-25,-0.22,-0.28,0.39,0.8,0.15,0.07,-0.6,0.02,-0.42,0.08
2013-01-28,0.08,0.1,0.15,-0.02,-0.41,0.02,0.3,-0.14,-0.15,0.07
2013-01-29,0.23,0.21,0.21,-0.08,0.1,-0.4,-0.23,0.35,-0.0,-0.38
2013-01-30,-0.66,-0.09,1.23,0.58,0.22,-0.03,-0.49,-0.5,-0.23,-0.04
2013-01-31,0.02,0.4,0.04,0.02,0.34,-0.03,-0.83,0.32,-0.21,-0.07
2013-02-01,-0.06,0.21,0.36,0.64,-1.03,0.12,-1.22,0.99,-0.15,0.13
2013-02-04,0.2,-0.16,0.08,-1.04,0.54,0.1,0.55,-0.55,0.21,0.07
2013-02-05,-0.37,0.51,0.14,0.71,-0.57,0.13,-1.36,0.33,0.33,0.15
2013-02-06,-0.52,0.23,0.0,-0.28,0.25,0.24,0.25,-0.43,0.02,0.23
2013-02-07,-0.09,0.08,-0.67,-0.7,0.71,0.31,0.31,-0.54,0.26,0.32
2013-02-08,0.2,-0.66,-0.11,-0.47,0.41,-0.21,0.96,0.16,-0.07,-0.2
2013-02-11,-0.19,0.19,0.15,0.72,-0.58,0.42,-1.46,0.26,0.07,0.42
2013-02-12,0.18,-0.07,0.04,0.05,-0.33,-0.35,0.64,0.3,-0.11,-0.35
2013-02-13,0.6,-0.04,-0.06,-0.11,-0.95,-0.1,0.02,0.6,0.11,-0.08
2013-02-14,-0.1,0.09,-0.49,-0.73,-0.33,0.04,0.62,0.69,0.2,0.01
2013-02-15,-0.3,-0.32,0.19,0.27,0.45,0.28,-0.46,-0.46,0.07,0.28
2013-02-18,0.27,-0.26,0.01,0.12,-0.18,0.11,-0.21,0.2,-0.17,0.11
2013-02-19,0.38,-0.24,-0.06,0.14,-0.45,-0.16,0.28,0.06,0.22,-0.16
2013-02-20,-0.46,0.04,0.09,-0.26,-0.75,0.62,0.63,-0.85,0.33,0.62
2013-02-21,0.02,-0.07,-0.33,-0.64,0.28,0.12,0.67,-0.09,-0.1,0.14
2013-02-22,0.75,-0.4,0.11,-0.04,-0.72,-0.07,-0.42,0.49,0.35,-0.06
2013-02-25,-0.58,-0.49,-0.38,-1.37,0.55,-0.08,3.11,-0.57,-0.12,-0.08
2013-02-26,-0.13,0.17,0.18,0.16,-0.11,0.15,-0.02,-0.84,0.25,0.18
2013-02-27,-0.17,0.18,0.1,0.47,0.07,-0.16,-0.49,0.17,0.02,-0.18
2013-02-28,0.18,-0.5,-0.51,-0.35,0.38,0.37,-0.05,-0.04,0.17,0.34
2013-03-01,0.18,0.73,-0.42,-0.01,-0.61,0.31,-0.93,0.3,0.14,0.31
2013-03-04,-0.19,-0.11,0.05,-0.02,0.4,-0.14,0.07,0.48,-0.41,-0.13
2013-03-05,0.5,-0.13,-0.17,0.05,-0.09,-0.17,0.06,0.3,-0.18,-0.17
2013-03-06,0.21,-0.06,-0.44,-0.24,-0.32,0.48,-0.44,0.12,0.22,0.48
2013-03-07,0.18,0.08,0.51,1.0,-0.23,-0.21,-1.09,-0.22,0.17,-0.2
2013-03-08,0.18,0.65,-0.49,-0.34,-0.12,0.52,-0.85,-0.3,0.24,0.53
2013-03-11,0.52,0.03,0.32,0.21,-0.34,-0.3,-0.63,0.79,-0.29,-0.3
2013-03-12,0.41,-0.03,-0.05,-0.16,-0.14,-0.05,0.17,-0.2,0.11,-0.06
2013-03-13,0.03,0.1,-0.32,-0.31,0.45,0.28,0.26,-0.86,0.07,0.31
2013-03-14,0.5,0.16,0.2,-0.04,0.77,-0.41,-0.41,0.08,-0.44,-0.42
2013-03-15,-0.15,-0.11,0.57,0.18,-0.19,-0.47,0.55,0.29,-0.24,-0.43
2013-03-18,0.48,0.0,-0.24,0.4,-0.13,-0.04,-1.0,0.47,0.07,-0.02
2013-03-19,-0.14,-0.31,0.1,-0.43,0.15,0.2,0.26,-0.07,0.05,0.2
2013-03-20,0.15,0.13,0.25,0.49,0.04,0.04,-0.95,-0.22,0.03,0.05
2013-03-21,0.3,-0.25,-0.49,-0.64,0.19,-0.35,0.94,0.86,-0.2,-0.35
2013-03-22,-0.28,-0.11,0.34,0.44,0.09,-0.35,0.19,0.21,-0.21,-0.33
2013-03-25,0.29,0.27,-0.5,-0.76,-0.38,0.08,0.34,0.1,0.5,0.06
2013-03-26,0.07,0.44,-0.09,-0.06,-0.24,-0.11,-0.46,0.43,0.14,-0.13
2013-03-27,-0.17,0.26,-0.41,-0.44,0.04,0.21,0.25,-0.1,0.09,0.26
2013-03-28,-0.47,-0.16,0.32,0.16,0.31,-0.14,0.21,-0.11,0.03,-0.15
2013-03-29,0.05,-0.14,0.05,0.02,0.05,-0.01,-0.07,0.04,0.02,0.0
2013-04-01,-0.23,-0.16,0.17,0.11,0.01,-0.26,0.97,-0.17,-0.17,-0.26
2013-04-02,0.33,0.27,-0.21,-0.19,-0.87,0.06,-0.19,0.66,0.1,0.05
2013-04-03,-0.03,-0.14,0.27,0.09,0.04,-0.15,0.32,-0.14,-0.09,-0.16
2013-04-04,-0.07,0.39,0.82,0.94,0.96,0.17,-3.75,0.28,0.08,0.19
2013-04-05,-0.5,-0.47,0.66,0.54,0.81,0.04,-1.35,0.14,0.06,0.07
2013-04-08,0.48,0.19,0.04,0.32,-0.38,0.04,-1.28,0.61,-0.04,0.02
2013-04-09,0.44,-0.35,-0.07,0.25,0.11,-0.38,0.0,0.48,-0.12,-0.38
2013-04-10,0.5,0.16,-0.08,-0.18,0.0,-0.06,-0.91,0.57,0.05,-0.07
2013-04-11,-0.2,0.19,-0.01,0.03,0.15,-0.2,-0.11,0.52,-0.15,-0.22
2013-04-12,-0.42,-0.38,0.37,0.07,-0.34,-0.05,1.38,-0.6,-0.0,-0.04
2013-04-15,-1.49,-0.66,0.05,-0.11,0.14,0.54,2.18,-1.58,0.39,0.55
2013-04-16,0.34,0.03,0.58,0.72,0.08,-0.48,-1.37,0.65,-0.08,-0.48
