,AUD_CAD,AUD_CHF,AUD_HKD,AUD_JPY,AUD_NZD,AUD_SGD,AUD_USD,CAD_CHF,CAD_HKD,CAD_JPY,CAD_SGD,CHF_HKD,CHF_JPY,EUR_AUD,EUR_CAD,EUR_CHF,EUR_GBP,EUR_HKD,EUR_JPY,EUR_NZD,EUR_SGD,EUR_USD,GBP_AUD,GBP_CAD,GBP_CHF,GBP_HKD,GBP_JPY,GBP_NZD,GBP_SGD,GBP_USD,HKD_JPY,NZD_CAD,NZD_CHF,NZD_HKD,NZD_JPY,NZD_SGD,NZD_USD,SGD_CHF,SGD_HKD,SGD_JPY,USD_CAD,USD_CHF,USD_HKD,USD_JPY,USD_SGD
2020-01-01,0.98108,0.67937,5.96873,79.436,1.06881,1.01807,0.76991,0.69308,6.08405,80.998,1.03729,8.78171,116.891,1.5931,1.56184,1.0824,0.89837,9.50336,126.574,1.70255,1.62078,1.22581,1.77229,1.73931,1.20495,10.57711,140.828,1.89538,1.80392,1.3644,13.31142,0.91767,0.63589,5.58411,74.335,0.95212,0.7203,0.66787,5.86386,78.061,1.27434,0.88287,7.75253,103.201,1.32214
2020-01-02,0.90917,0.67874,5.45417,76.033,1.04312,0.94268,0.70014,0.74666,5.99742,83.621,1.03662,8.0331,112.009,1.59906,1.4535,1.0855,0.8482,8.71922,121.537,1.66779,1.50721,1.11934,1.88482,1.71405,1.27964,10.27866,143.302,1.96718,1.77648,1.31949,13.9389,0.8719,0.65064,5.22971,72.915,0.90385,0.67134,0.72022,5.78672,80.644,1.29885,0.96969,7.79065,108.572,1.34656
2020-01-03,0.90492,0.67729,5.42223,75.457,1.04306,0.93941,0.69663,0.74811,5.99071,83.349,1.03849,8.00854,111.41,1.60196,1.44978,1.08461,0.8516,8.68573,120.865,1.671,1.50543,1.11592,1.88174,1.70293,1.27378,10.20216,141.954,1.96285,1.76783,1.31079,13.91196,0.86765,0.64921,5.19879,72.35,0.90073,0.66783,0.72033,5.77148,80.3,1.29893,0.97185,7.78357,108.287,1.34861
2020-01-06,0.90068,0.67304,5.39649,75.026,1.04158,0.93672,0.69413,0.74722,5.98946,83.325,1.03984,8.01769,111.508,1.61058,1.45093,1.08422,0.85178,8.69142,120.913,1.67808,1.50884,1.11817,1.89077,1.70315,1.27261,10.20151,141.89,1.96913,1.77102,1.3125,13.90838,0.86472,0.64626,5.17952,72.046,0.89938,0.66639,0.71849,5.76038,80.114,1.29759,0.9695,7.77474,108.132,1.34969
2020-01-07,0.89623,0.66916,5.36607,74.827,1.0374,0.93179,0.69027,0.74662,5.9853,83.468,1.0392,8.01508,111.808,1.61909,1.45087,1.08323,0.84977,8.68353,121.113,1.67918,1.50768,1.11693,1.90528,1.70716,1.27522,10.22251,142.589,1.97659,1.77444,1.31498,13.94632,0.86415,0.64529,5.17286,72.144,0.89809,0.66543,0.71847,5.76072,80.339,1.29893,0.96987,7.77427,108.426,1.34959
2020-01-08,0.8938,0.66671,5.34092,74.558,1.03368,0.92753,0.68668,0.74617,5.97532,83.437,1.03768,8.00727,111.84,1.62174,1.44907,1.08113,0.84874,8.65618,120.91,1.67641,1.50394,1.11311,1.9099,1.70733,1.27353,10.20075,142.379,1.97375,1.77151,1.31176,13.96831,0.86459,0.64499,5.16817,72.127,0.89765,0.66449,0.71885,5.75731,80.402,1.30155,0.97115,7.77687,108.621,1.3509
2020-01-09,0.89586,0.66803,5.3341,75.017,1.03519,0.92727,0.6864,0.74557,5.95223,83.752,1.03494,7.98409,112.319,1.61856,1.45009,1.08124,0.84959,8.63087,121.384,1.67524,1.50087,1.11061,1.90482,1.70589,1.27316,10.16138,142.971,1.97217,1.76658,1.30751,14.06522,0.86529,0.64543,5.15269,72.501,0.89587,0.66303,0.72046,5.75257,80.887,1.30561,0.97325,7.77144,109.302,1.35096
2020-01-10,0.89837,0.66948,5.34389,75.345,1.03858,0.9287,0.68801,0.74596,5.95017,83.919,1.03394,7.97743,112.515,1.6153,1.45011,1.08155,0.85027,8.62905,121.683,1.67772,1.4995,1.11099,1.8989,1.70579,1.27221,10.14923,143.129,1.9722,1.76334,1.30674,14.10245,0.86482,0.64454,5.14467,72.533,0.89418,0.6624,0.72117,5.75321,81.124,1.30534,0.97362,7.76619,109.527,1.34996
2020-01-13,0.9014,0.67124,5.36404,75.743,1.04066,0.93018,0.69043,0.7444,5.95154,84.049,1.03213,7.99429,112.9,1.61159,1.45242,1.08136,0.85508,8.64637,122.097,1.67724,1.49906,1.11287,1.88484,1.69878,1.26533,10.10662,142.728,1.96274,1.75302,1.30079,14.12462,0.86596,0.64502,5.15601,72.811,0.89397,0.66358,0.72142,5.76542,81.432,1.30543,0.97183,7.76963,109.733,1.3475
2020-01-14,0.90127,0.66882,5.36463,75.917,1.04238,0.92943,0.68995,0.74194,5.9529,84.225,1.03127,8.02308,113.484,1.61275,1.45392,1.07889,0.8564,8.65149,122.442,1.68118,1.4992,1.11279,1.88303,1.69778,1.25956,10.10666,142.97,1.96297,1.75087,1.29989,14.14763,0.86494,0.6417,5.14729,72.833,0.89188,0.66209,0.71954,5.77199,81.682,1.30613,0.96903,7.77452,110.002,1.34686
2020-01-15,0.90074,0.6662,5.36355,75.86,1.04367,0.9292,0.69007,0.73949,5.95392,84.193,1.03144,8.05056,113.846,1.61457,1.45469,1.07584,0.85532,8.65998,122.466,1.68536,1.5004,1.114,1.88733,1.70067,1.25781,10.12347,143.138,1.96982,1.75391,1.30218,14.14033,0.86336,0.63842,5.13797,72.654,0.89019,0.66093,0.71706,5.77241,81.629,1.30546,0.96565,7.77445,109.923,1.3468
2020-01-16,0.9005,0.66588,5.3675,75.992,1.04121,0.9298,0.69061,0.73913,5.95887,84.357,1.03238,8.06291,114.139,1.61402,1.45363,1.07461,0.85344,8.66337,122.656,1.68079,1.50079,1.11466,1.89147,1.70299,1.25909,10.14698,143.684,1.96801,1.75823,1.30564,14.15735,0.86523,0.63963,5.15608,72.967,0.89302,0.66343,0.71603,5.77252,81.72,1.30434,0.96391,7.77157,110.025,1.34639
2020-01-17,0.89923,0.66566,5.35184,75.891,1.03943,0.92778,0.68884,0.74062,5.95166,84.397,1.03194,8.03788,113.983,1.61397,1.45078,1.07416,0.85155,8.63564,122.458,1.67741,1.49723,1.1114,1.89441,1.70396,1.26142,10.14127,143.794,1.96959,1.75817,1.30531,14.1778,0.8652,0.64052,5.14903,73.008,0.8927,0.66272,0.71748,5.76798,81.785,1.30541,0.96674,7.77009,110.164,1.34698
2020-01-20,0.89741,0.6655,5.339,75.704,1.03953,0.9258,0.68726,0.7416,5.95036,84.364,1.03175,8.02304,113.762,1.61401,1.44815,1.07411,0.85344,8.61684,122.195,1.67804,1.49425,1.10918,1.89136,1.69712,1.25834,10.0959,143.144,1.96627,1.75091,1.29949,14.17774,0.86309,0.64014,5.13501,72.811,0.89047,0.66099,0.71866,5.76664,81.76,1.30563,0.96832,7.7685,110.142,1.34718
2020-01-21,0.89597,0.66431,5.33029,75.465,1.03892,0.92518,0.68601,0.74137,5.9488,84.225,1.03256,8.02707,113.62,1.61677,1.44897,1.07406,0.85122,8.61998,122.03,1.68006,1.49592,1.10939,1.89912,1.70196,1.26155,10.12835,143.397,1.97347,1.7573,1.30347,14.15776,0.86242,0.63924,5.12998,72.624,0.89054,0.66018,0.71804,5.76264,81.583,1.30611,0.96806,7.77087,110.011,1.34841
2020-01-22,0.89662,0.6632,5.31727,75.204,1.03768,0.92344,0.68431,0.73966,5.9328,83.889,1.02992,8.01721,113.358,1.62023,1.4526,1.07498,0.84646,8.61656,121.814,1.68104,1.49574,1.10872,1.91344,1.71637,1.26886,10.17601,143.911,1.98581,1.76692,1.3094,14.1425,0.86407,0.63923,5.12498,72.479,0.88993,0.65955,0.71835,5.75775,81.431,1.30991,0.96933,7.77076,109.908,1.34958
2020-01-23,0.90016,0.66348,5.32458,75.075,1.03738,0.92466,0.68506,0.73712,5.9154,83.435,1.02754,8.0248,113.176,1.61713,1.45525,1.07251,0.8435,8.60671,121.358,1.67682,1.49527,1.10737,1.91706,1.72515,1.27131,10.20454,143.922,1.9882,1.77244,1.31293,14.10426,0.86741,0.6397,5.13275,72.325,0.89186,0.66042,0.7173,5.75634,81.177,1.31398,0.96851,7.77223,109.614,1.35021
2020-01-24,0.89787,0.66325,5.3139,74.788,1.03381,0.92369,0.68368,0.73856,5.9167,83.281,1.02861,8.01134,112.773,1.61471,1.45004,1.07114,0.84222,8.58132,120.806,1.66964,1.49188,1.10407,1.91604,1.72134,1.27165,10.1877,143.432,1.98167,1.77095,1.31071,14.07499,0.86868,0.64168,5.14026,72.356,0.89349,0.66133,0.71795,5.75238,80.964,1.31364,0.97019,7.77272,109.399,1.35116
