,AUD_CAD,AUD_CHF,AUD_HKD,AUD_JPY,AUD_NZD,AUD_SGD,AUD_USD,CAD_CHF,CAD_HKD,CAD_JPY,CAD_SGD,CHF_HKD,CHF_JPY,EUR_AUD,EUR_CAD,EUR_CHF,EUR_GBP,EUR_HKD,EUR_JPY,EUR_NZD,EUR_SGD,EUR_USD,GBP_AUD,GBP_CAD,GBP_CHF,GBP_HKD,GBP_JPY,GBP_NZD,GBP_SGD,GBP_USD,HKD_JPY,NZD_CAD,NZD_CHF,NZD_HKD,NZD_JPY,NZD_SGD,NZD_USD,SGD_CHF,SGD_HKD,SGD_JPY,USD_CAD,USD_CHF,USD_HKD,USD_JPY,USD_SGD
2021-01-01,0.92151,0.66258,5.66115,83.577,1.06166,0.97996,0.72601,0.71919,6.14556,90.721,1.06394,8.54378,126.111,1.56265,1.43986,1.03564,0.83936,8.84742,130.606,1.65941,1.53168,1.1347,1.86145,1.71528,1.23295,10.5366,155.527,1.97609,1.82357,1.35116,14.76081,0.86781,0.62399,5.33159,78.698,0.92297,0.68371,0.6762,5.77593,85.249,1.26883,0.91267,7.7976,115.099,1.35009
2021-01-04,0.97972,0.67807,5.96114,79.256,1.06956,1.01498,0.76887,0.69231,6.08582,80.903,1.03614,8.79143,116.887,1.59402,1.56143,1.08071,0.89958,9.50398,126.362,1.70542,1.61762,1.22583,1.77126,1.73401,1.20138,10.55826,140.448,1.8955,1.79842,1.36177,13.29397,0.91569,0.63377,5.57252,74.075,0.94867,0.71874,0.66831,5.87224,78.09,1.27394,0.88188,7.75307,103.069,1.32028
2021-01-05,0.98193,0.67882,5.98287,79.399,1.0693,1.01777,0.77162,0.69142,6.06912,80.867,1.03669,8.81376,116.961,1.59079,1.56172,1.08017,0.90302,9.51808,126.298,1.70164,1.61911,1.22759,1.76258,1.73047,1.19585,10.54309,139.901,1.88543,1.79316,1.35982,13.27372,0.91824,0.6345,5.59231,74.228,0.95125,0.72126,0.66704,5.87788,78.049,1.27238,0.87969,7.75334,102.914,1.31908
2021-01-06,0.98598,0.68361,6.03136,80.035,1.0696,1.02517,0.7779,0.69303,6.11455,81.21,1.03963,8.82349,117.132,1.58246,1.56108,1.08173,0.90455,9.54447,126.671,1.69242,1.62243,1.23103,1.75008,1.72558,1.19569,10.55234,140.13,1.87196,1.79358,1.36102,13.27899,0.92197,0.63928,5.64133,74.846,0.95884,0.72761,0.66667,5.88242,78.112,1.26759,0.87871,7.75314,102.955,1.31805
2021-01-07,0.98715,0.68622,6.03112,80.475,1.06978,1.02788,0.77786,0.69549,6.1091,81.556,1.04204,8.79183,117.316,1.58105,1.55948,1.08464,0.90492,9.53364,127.209,1.69163,1.62447,1.22963,1.7471,1.72395,1.19804,10.53311,140.536,1.86908,1.79547,1.3585,13.34153,0.92257,0.64133,5.63676,75.224,0.96061,0.72706,0.66742,5.86622,78.286,1.26914,0.88191,7.75336,103.444,1.32173
2021-01-08,0.98546,0.68755,6.02018,80.653,1.07123,1.02876,0.77632,0.69752,6.10839,81.836,1.04402,8.75919,117.338,1.57702,1.55414,1.08409,0.90236,9.49404,127.19,1.68963,1.62263,1.22429,1.74828,1.72251,1.20175,10.52818,141.007,1.87334,1.79832,1.35771,13.3952,0.91977,0.64158,5.6174,75.258,0.96004,0.72438,0.66826,5.85215,78.394,1.26955,0.88527,7.75503,103.862,1.32505
2021-01-11,0.98423,0.68585,5.9875,80.379,1.07305,1.02597,0.77204,0.69642,6.07977,81.624,1.04173,8.73079,117.194,1.57787,1.55382,1.08242,0.90069,9.44776,126.822,1.6931,1.61887,1.21824,1.75199,1.72512,1.20137,10.49085,140.818,1.88086,1.79733,1.35265,13.42427,0.91757,0.63926,5.58016,74.91,0.95615,0.71949,0.66859,5.83654,78.33,1.2756,0.88824,7.75527,104.114,1.32877
2021-01-12,0.98603,0.68716,5.99686,80.436,1.07536,1.02621,0.77334,0.69723,6.0826,81.606,1.04111,8.72654,117.074,1.57452,1.55194,1.08196,0.89613,9.44286,126.682,1.6927,1.6158,1.21765,1.75823,1.73276,1.20761,10.5376,141.354,1.89028,1.8034,1.35882,13.41204,0.91694,0.63901,5.57806,74.809,0.95425,0.7193,0.66958,5.84296,78.386,1.27493,0.88865,7.75504,104.019,1.32723
2021-01-13,0.98511,0.68768,6.01137,80.499,1.0763,1.02714,0.77524,0.69811,6.10118,81.714,1.0429,8.74183,117.058,1.57143,1.54776,1.08052,0.8916,9.44582,126.471,1.69187,1.61414,1.2182,1.76211,1.73514,1.21189,10.58735,141.829,1.8968,1.80996,1.36543,13.38701,0.91522,0.63878,5.58491,74.768,0.95424,0.72025,0.66944,5.85215,78.367,1.27091,0.887,7.75408,103.792,1.32498
2021-01-14,0.98293,0.68888,6.01809,80.56,1.07766,1.02867,0.77616,0.70081,6.12057,81.967,1.04628,8.72769,116.984,1.56648,1.53962,1.0794,0.88936,9.42039,126.271,1.68802,1.61113,1.21497,1.76066,1.73111,1.21325,10.59474,141.917,1.89723,1.81115,1.36643,13.39591,0.9122,0.6395,5.58564,74.785,0.95489,0.72039,0.66991,5.84869,78.354,1.26683,0.8884,7.75348,103.864,1.3257
