,AUD_CAD,AUD_CHF,AUD_HKD,AUD_JPY,AUD_NZD,AUD_SGD,AUD_USD,CAD_CHF,CAD_HKD,CAD_JPY,CAD_SGD,CHF_HKD,CHF_JPY,EUR_AUD,EUR_CAD,EUR_CHF,EUR_GBP,EUR_HKD,EUR_JPY,EUR_NZD,EUR_SGD,EUR_USD,GBP_AUD,GBP_CAD,GBP_CHF,GBP_HKD,GBP_JPY,GBP_NZD,GBP_SGD,GBP_USD,HKD_JPY,NZD_CAD,NZD_CHF,NZD_HKD,NZD_JPY,NZD_SGD,NZD_USD,SGD_CHF,SGD_HKD,SGD_JPY,USD_CAD,USD_CHF,USD_HKD,USD_JPY,USD_SGD
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04,-0.1,-0.77,-0.49,-0.53,-0.28,-0.57,-0.49,-0.71,-0.42,-0.45,-0.49,0.28,0.29,0.6,0.53,-0.17,0.71,0.12,0.11,0.33,0.05,0.1,-0.11,-0.14,-0.82,-0.59,-0.58,-0.38,-0.65,-0.59,0.0,0.24,-0.55,-0.28,-0.27,-0.32,-0.28,-0.22,0.06,0.07,0.44,-0.27,0.01,0.01,-0.06
2021-01-05,0.36,0.89,1.22,0.86,0.11,0.98,1.24,0.5,0.0,0.44,0.59,0.33,-0.05,-0.83,-0.44,0.06,-0.04,0.37,-0.04,-0.63,0.14,0.38,-0.81,-0.43,0.08,0.43,0.03,-0.65,0.2,0.43,-0.38,0.2,0.82,1.14,0.67,0.91,1.14,-0.07,0.24,-0.14,-0.83,-0.33,-0.0,-0.37,-0.24
2021-01-06,0.6,0.54,0.54,0.87,-0.03,0.57,0.56,-0.07,0.07,0.29,-0.04,-0.0,0.35,-0.32,0.29,0.23,0.36,0.23,0.63,-0.35,0.26,0.23,-0.64,-0.04,-0.11,-0.11,0.24,-0.71,-0.09,-0.11,0.31,0.67,0.67,0.65,1.0,0.66,0.66,-0.01,-0.03,0.29,0.06,-0.0,-0.0,0.31,0.03
2021-01-07,-0.35,0.33,-0.45,0.31,0.09,0.04,-0.46,0.7,-0.06,0.68,0.44,-0.77,-0.01,-0.0,-0.39,0.33,-0.13,-0.46,0.28,0.08,0.05,-0.46,0.15,-0.23,0.47,-0.29,0.46,0.26,0.22,-0.3,0.73,-0.49,0.16,-0.63,0.11,-0.12,-0.67,0.26,-0.49,0.22,0.07,0.78,0.01,0.74,0.5
2021-01-08,-0.09,-0.1,-0.05,0.01,0.17,-0.03,-0.08,0.01,0.06,0.17,0.09,0.0,0.14,-0.41,-0.46,-0.37,-0.38,-0.39,-0.25,-0.13,-0.36,-0.42,0.14,0.01,0.06,0.06,0.19,0.34,0.09,0.03,0.11,-0.28,-0.27,-0.22,-0.06,-0.19,-0.25,-0.09,-0.04,0.08,-0.03,0.03,0.04,0.11,0.07
2021-01-11,-0.18,-0.26,-0.75,-0.41,0.22,-0.43,-0.76,-0.13,-0.61,-0.34,-0.26,-0.5,-0.19,0.19,0.06,-0.05,-0.2,-0.54,-0.14,0.47,-0.19,-0.55,0.39,0.26,0.13,-0.37,-0.07,0.64,-0.02,-0.36,0.36,-0.42,-0.51,-1.01,-0.65,-0.66,-1.0,0.15,-0.35,0.0,0.63,0.53,0.0,0.35,0.36
2021-01-12,0.42,0.53,0.98,0.53,0.12,0.43,0.98,0.1,0.55,0.11,0.0,0.45,-0.01,-0.51,-0.09,0.01,-0.66,0.45,-0.02,-0.42,-0.09,0.46,0.16,0.57,0.68,1.11,0.68,0.26,0.53,1.13,-0.45,0.33,0.33,0.76,0.29,0.2,0.78,0.12,0.55,0.08,-0.56,-0.46,-0.01,-0.5,-0.56
2021-01-13,-0.6,-0.37,-0.52,-0.44,0.13,-0.22,-0.5,0.26,0.12,0.17,0.41,-0.13,-0.05,0.1,-0.52,-0.28,-0.23,-0.42,-0.32,0.25,-0.12,-0.4,0.28,-0.31,-0.1,-0.19,-0.14,0.44,0.12,-0.18,0.09,-0.76,-0.51,-0.65,-0.57,-0.35,-0.64,-0.17,-0.27,-0.22,-0.13,0.12,-0.02,0.12,0.25
2021-01-14,0.09,0.58,0.56,0.47,-0.02,0.39,0.57,0.49,0.42,0.39,0.24,-0.02,-0.11,-0.57,-0.47,0.04,-0.35,-0.0,0.02,-0.64,-0.21,0.0,-0.21,-0.1,0.38,0.35,0.27,-0.28,0.17,0.35,-0.09,0.2,0.77,0.69,0.53,0.49,0.7,0.25,0.18,0.12,-0.42,0.01,-0.01,-0.09,-0.18
2021-01-15,-0.26,-0.66,-0.97,-0.9,0.24,-0.48,-0.97,-0.38,-0.69,-0.65,-0.19,-0.31,-0.25,0.36,0.11,-0.31,0.1,-0.61,-0.58,0.61,-0.12,-0.61,0.22,-0.02,-0.44,-0.72,-0.66,0.5,-0.27,-0.73,0.06,-0.48,-0.83,-1.16,-1.12,-0.72,-1.17,-0.14,-0.49,-0.39,0.72,0.32,0.01,0.07,0.49
2021-01-18,-0.19,-0.33,-0.37,-0.49,0.1,-0.28,-0.36,-0.15,-0.18,-0.28,-0.1,-0.03,-0.13,0.29,0.09,-0.03,0.07,-0.07,-0.17,0.38,0.02,-0.06,0.23,0.02,-0.11,-0.13,-0.25,0.3,-0.04,-0.13,-0.12,-0.06,-0.4,-0.44,-0.56,-0.35,-0.44,-0.04,-0.09,-0.21,0.18,0.03,-0.0,-0.12,0.08
2021-01-19,0.02,-0.04,0.19,0.4,0.04,0.07,0.21,-0.07,0.18,0.36,0.06,0.24,0.47,0.25,0.28,0.16,0.12,0.41,0.59,0.3,0.3,0.43,0.14,0.18,0.12,0.31,0.57,0.15,0.19,0.32,0.22,-0.03,-0.07,0.17,0.4,0.06,0.18,-0.13,0.11,0.34,-0.18,-0.26,-0.01,0.21,-0.13
2021-01-20,-0.12,0.76,0.66,0.3,-0.08,0.33,0.67,0.89,0.78,0.43,0.45,-0.12,-0.49,-0.84,-0.96,-0.06,-0.39,-0.19,-0.53,-0.92,-0.51,-0.18,-0.48,-0.59,0.27,0.17,-0.19,-0.57,-0.14,0.18,-0.34,-0.02,0.79,0.66,0.31,0.32,0.67,0.45,0.32,-0.01,-0.78,0.11,-0.01,-0.34,-0.32
2021-01-21,0.22,-0.28,0.22,0.2,-0.43,0.07,0.22,-0.55,-0.03,-0.03,-0.17,0.51,0.48,0.24,0.48,-0.01,-0.07,0.51,0.47,-0.16,0.36,0.51,0.34,0.54,0.06,0.57,0.53,-0.07,0.42,0.56,-0.03,0.63,0.12,0.63,0.59,0.49,0.63,-0.36,0.14,0.12,0.04,-0.52,-0.0,-0.03,-0.14
2021-01-22,0.12,-0.57,-0.61,-0.39,-0.14,-0.19,-0.6,-0.72,-0.73,-0.5,-0.32,-0.03,0.23,0.72,0.81,0.08,0.41,0.04,0.3,0.46,0.46,0.06,0.3,0.41,-0.34,-0.35,-0.12,0.06,0.07,-0.37,0.24,0.32,-0.42,-0.45,-0.2,-0.04,-0.45,-0.38,-0.41,-0.17,0.76,0.06,0.0,0.26,0.41
2021-01-25,0.13,0.27,-0.05,-0.1,-0.35,-0.01,-0.05,0.09,-0.24,-0.26,-0.2,-0.33,-0.38,-0.22,-0.09,0.05,-0.19,-0.25,-0.28,-0.6,-0.22,-0.25,0.04,0.11,0.25,-0.07,-0.12,-0.35,-0.04,-0.05,-0.06,0.55,0.66,0.35,0.29,0.37,0.34,0.3,-0.04,-0.08,0.21,0.33,-0.01,-0.07,0.02
