,AUD_CAD,AUD_CHF,AUD_HKD,AUD_JPY,AUD_NZD,AUD_SGD,AUD_USD,CAD_CHF,CAD_HKD,CAD_JPY,CAD_SGD,CHF_HKD,CHF_JPY,EUR_AUD,EUR_CAD,EUR_CHF,EUR_GBP,EUR_HKD,EUR_JPY,EUR_NZD,EUR_SGD,EUR_USD,GBP_AUD,GBP_CAD,GBP_CHF,GBP_HKD,GBP_JPY,GBP_NZD,GBP_SGD,GBP_USD,HKD_JPY,NZD_CAD,NZD_CHF,NZD_HKD,NZD_JPY,NZD_SGD,NZD_USD,SGD_CHF,SGD_HKD,SGD_JPY,USD_CAD,USD_CHF,USD_HKD,USD_JPY,USD_SGD
2012-01-02,1.0426,0.96027,7.93912,78.667,1.3151,1.32614,1.02222,0.92109,7.61623,75.472,1.27227,8.2694,81.944,1.2658,1.31949,1.21544,0.83438,10.0509,99.59,1.664,1.67874,1.2941,1.51675,1.58164,1.45579,12.04457,119.339,1.99391,2.01177,1.5508,9.91135,0.79297,0.73016,6.03592,59.807,1.00829,0.77716,0.72409,5.98764,59.342,1.01976,0.93921,7.76671,76.979,1.29714
2012-01-03,1.04574,0.96504,8.00642,79.181,1.31372,1.32996,1.03077,0.92299,7.65939,75.746,1.27191,8.3018,82.063,1.26057,1.31828,1.21676,0.83443,10.09617,99.835,1.6568,1.67606,1.29985,1.51084,1.57979,1.45786,12.10439,119.693,1.98612,2.00876,1.55841,9.88824,0.79566,0.73408,6.0915,60.239,1.0117,0.78426,0.72583,6.02131,59.552,1.01413,0.93562,7.76783,76.806,1.29001
2012-01-04,1.04847,0.97115,8.04562,79.5,1.31438,1.33277,1.03575,0.9262,7.67218,75.809,1.27083,8.28505,81.868,1.25389,1.31518,1.21787,0.83095,10.09123,99.682,1.64814,1.67078,1.29907,1.50861,1.58257,1.46551,12.14083,119.936,1.98274,2.01079,1.56293,9.87692,0.79808,0.73885,6.12307,60.508,1.01421,0.78829,0.72875,6.03764,59.648,1.01243,0.93759,7.76778,76.723,1.28655
2012-01-05,1.04762,0.97606,8.00662,79.235,1.31465,1.32959,1.03089,0.93245,7.63823,75.655,1.26905,8.19863,81.192,1.24842,1.30674,1.21847,0.82698,9.98914,98.935,1.64071,1.65929,1.28621,1.50984,1.5804,1.47321,12.07904,119.616,1.98452,2.00673,1.5553,9.90667,0.79681,0.74269,6.08846,60.269,1.01113,0.78392,0.7343,6.02235,59.62,1.01681,0.94732,7.76643,76.934,1.28958
2012-01-06,1.0483,0.97724,7.95279,78.973,1.31208,1.32479,1.02416,0.93223,7.58746,75.283,1.26388,8.13938,80.798,1.24559,1.30495,1.21686,0.82511,9.90423,98.316,1.63404,1.64997,1.27545,1.50991,1.5823,1.47524,12.00186,119.132,1.98088,1.99974,1.54559,9.92863,0.79904,0.74501,6.06197,60.211,1.0097,0.78065,0.73755,6.0044,59.607,1.02345,0.95404,7.76501,77.096,1.29329
2012-01-09,1.04872,0.97445,7.92918,78.511,1.30442,1.32427,1.02111,0.92895,7.56458,74.891,1.2635,8.14031,80.564,1.246,1.30742,1.21374,0.82472,9.88366,97.819,1.62495,1.65059,1.27282,1.51186,1.585,1.47262,11.98817,118.64,1.97071,2.00199,1.54374,9.9007,0.8041,0.74699,6.08289,60.221,1.01589,0.78332,0.73569,5.98652,59.275,1.02651,0.95394,7.76534,76.884,1.2971
2012-01-10,1.04881,0.97624,7.98607,79.022,1.29956,1.32853,1.02836,0.93103,7.61623,75.369,1.26683,8.18323,80.968,1.24233,1.30241,1.21263,0.82612,9.92231,98.18,1.61468,1.65023,1.27759,1.50408,1.5773,1.46853,12.01689,118.897,1.95522,1.9983,1.54726,9.89429,0.80702,0.75109,6.14403,60.797,1.02221,0.79117,0.73485,6.01089,59.481,1.01966,0.94913,7.7663,76.843,1.29197
2012-01-11,1.0486,0.98116,8.00298,79.233,1.29578,1.33032,1.03038,0.93586,7.63329,75.568,1.26867,8.15784,80.767,1.23586,1.29575,1.21254,0.82693,9.89014,97.918,1.60153,1.64411,1.27339,1.49467,1.56768,1.4664,11.96313,118.412,1.93641,1.98818,1.54039,9.90002,0.80958,0.75712,6.17765,61.143,1.02636,0.79537,0.73738,6.01641,59.556,1.0175,0.95206,7.76678,76.891,1.29093
2012-01-12,1.05156,0.97924,8.02129,79.328,1.29747,1.33259,1.03269,0.93096,7.62651,75.41,1.267,8.18788,80.974,1.23663,1.30114,1.21113,0.83278,9.91571,98.061,1.60511,1.64768,1.27663,1.48504,1.562,1.45451,11.90526,117.785,1.92817,1.97881,1.53273,9.88984,0.81043,0.75467,6.17487,61.062,1.02631,0.79498,0.73499,6.01682,59.524,1.01846,0.94861,7.76694,76.816,1.29094
2012-01-13,1.05418,0.97923,8.01137,79.269,1.30121,1.33226,1.03148,0.92871,7.60142,75.221,1.26405,8.18702,81.011,1.23486,1.30211,1.20923,0.83197,9.90232,97.986,1.60694,1.64624,1.27494,1.48456,1.56493,1.45303,11.90113,117.764,1.93205,1.97889,1.53229,9.89462,0.81015,0.75259,6.15626,60.953,1.02422,0.79265,0.73467,6.01531,59.533,1.02178,0.94872,7.76621,76.849,1.2912
