,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04,0.98,0.82,0.92,0.73,1.11,0.77,0.72,0.82,0.66,0.79
2021-01-05,1.09,0.66,0.57,0.56,0.66,0.59,0.6,0.92,0.6,0.7
2021-01-06,0.89,0.7,0.68,0.64,0.78,0.73,0.83,0.88,0.59,0.73
2021-01-07,0.75,0.69,0.67,0.57,0.74,0.79,0.64,0.72,0.58,0.8
2021-01-08,0.63,0.57,0.57,0.57,0.58,0.65,0.52,0.74,0.5,0.66
2021-01-11,0.77,0.7,0.57,0.55,0.64,0.79,0.57,0.77,0.54,0.8
2021-01-12,0.73,0.53,0.49,0.48,0.9,0.74,0.51,0.68,0.51,0.74
2021-01-13,0.59,0.67,0.48,0.53,0.65,0.56,0.47,0.78,0.43,0.56
2021-01-14,0.7,0.56,0.62,0.58,0.52,0.62,0.53,0.69,0.47,0.62
2021-01-15,0.93,0.71,0.7,0.61,0.67,0.77,0.77,1.07,0.61,0.78
2021-01-18,0.53,0.49,0.42,0.39,0.49,0.42,0.47,0.52,0.36,0.41
2021-01-19,0.63,0.49,0.57,0.56,0.5,0.44,0.68,0.62,0.44,0.44
2021-01-20,0.75,0.92,0.75,0.79,0.85,0.62,0.59,0.73,0.56,0.63
2021-01-21,0.53,0.56,0.59,0.51,0.61,0.48,0.47,0.65,0.42,0.48
2021-01-22,0.66,0.67,0.53,0.56,0.58,0.53,0.46,0.61,0.46,0.54
2021-01-25,0.6,0.54,0.5,0.47,0.46,0.49,0.47,0.68,0.4,0.49
2021-01-26,0.73,0.55,0.52,0.5,0.69,0.64,0.55,0.79,0.46,0.63
2021-01-27,1.02,0.71,0.65,0.7,0.63,0.83,0.58,0.94,0.57,0.83
2021-01-28,1.03,0.67,0.64,0.66,0.67,0.68,0.68,0.91,0.55,0.69
2021-01-29,0.83,0.93,0.64,0.57,0.67,0.65,0.87,0.85,0.54,0.65
2021-02-01,0.73,0.64,0.73,0.6,0.62,0.59,0.51,0.68,0.48,0.59
2021-02-02,1.03,0.73,0.53,0.6,0.59,0.61,0.52,0.77,0.49,0.6
2021-02-03,0.43,0.39,0.36,0.36,0.42,0.33,0.32,0.54,0.3,0.33
2021-02-04,0.62,0.55,0.53,0.55,1.09,0.64,0.5,0.8,0.49,0.65
2021-02-05,0.86,0.54,0.49,0.57,0.51,0.64,0.58,0.71,0.52,0.64
2021-02-08,0.6,0.38,0.38,0.38,0.41,0.46,0.42,0.54,0.34,0.46
2021-02-09,0.47,0.6,0.57,0.45,0.48,0.55,0.56,0.59,0.43,0.55
2021-02-10,0.45,0.36,0.47,0.35,0.45,0.38,0.42,0.64,0.33,0.38
2021-02-11,0.63,0.39,0.34,0.33,0.45,0.37,0.43,0.53,0.34,0.36
2021-02-12,0.48,0.49,0.46,0.39,0.6,0.49,0.44,0.62,0.38,0.49
2021-02-15,0.39,0.49,0.38,0.36,0.48,0.37,0.71,0.57,0.37,0.37
2021-02-16,0.53,0.53,0.46,0.48,0.57,0.64,0.67,0.71,0.47,0.64
2021-02-17,0.58,0.53,0.71,0.6,0.53,0.52,0.7,0.65,0.45,0.52
