,AUD_CAD,AUD_CHF,AUD_HKD,AUD_JPY,AUD_NZD,AUD_SGD,AUD_USD,CAD_CHF,CAD_HKD,CAD_JPY,CAD_SGD,CHF_HKD,CHF_JPY,EUR_AUD,EUR_CAD,EUR_CHF,EUR_GBP,EUR_HKD,EUR_JPY,EUR_NZD,EUR_SGD,EUR_USD,GBP_AUD,GBP_CAD,GBP_CHF,GBP_HKD,GBP_JPY,GBP_NZD,GBP_SGD,GBP_USD,HKD_JPY,NZD_CAD,NZD_CHF,NZD_HKD,NZD_JPY,NZD_SGD,NZD_USD,SGD_CHF,SGD_HKD,SGD_JPY,USD_CAD,USD_CHF,USD_HKD,USD_JPY,USD_SGD
2016-01-01,0.97171,0.73481,5.59716,84.264,1.0382,1.04424,0.72176,0.75517,5.75962,86.655,1.07459,7.62012,114.581,1.45979,1.4198,1.07305,0.85664,8.17235,122.868,1.51476,1.52494,1.0538,1.70551,1.65797,1.25168,9.54614,143.667,1.77132,1.78092,1.2309,15.0494,0.93565,0.70809,5.38905,81.167,1.0053,0.69492,0.70344,5.35999,80.667,1.3464,1.01772,7.75506,116.709,1.44675
2016-01-04,1.00446,0.72412,5.60686,86.665,1.06627,1.02852,0.72336,0.7199,5.5796,86.2,1.02396,7.74745,119.561,1.501,1.50978,1.08691,0.73776,8.41668,129.883,1.60095,1.54489,1.08586,2.03553,2.04634,1.47321,11.41938,176.316,2.1715,2.0951,1.47328,15.4435,0.94243,0.67886,5.2585,81.276,0.96475,0.67843,0.70328,5.45267,84.237,1.38924,1.00049,7.75164,119.702,1.42153
2016-01-05,1.0014,0.72175,5.56133,85.596,1.06708,1.0225,0.71746,0.72071,5.54997,85.41,1.02061,7.70552,118.571,1.50358,1.50553,1.08528,0.73404,8.35781,128.584,1.60403,1.53743,1.07823,2.04734,2.05106,1.47788,11.38599,175.186,2.18555,2.09423,1.46884,15.38488,0.93859,0.67639,5.21112,80.181,0.95808,0.67229,0.7058,5.43872,83.667,1.39664,1.00599,7.75139,119.253,1.42524
2016-01-06,0.99859,0.71712,5.51487,84.511,1.06713,1.01781,0.71141,0.71791,5.52243,84.609,1.01951,7.68705,117.76,1.51312,1.51142,1.08494,0.73482,8.34173,127.721,1.61418,1.5406,1.07604,2.05941,2.05739,1.47663,11.35377,174.01,2.19747,2.09685,1.46463,15.3175,0.9352,0.67225,5.1706,79.222,0.95359,0.667,0.70435,5.41607,82.995,1.40375,1.00849,7.75197,118.74,1.43134
2016-01-07,0.99189,0.70416,5.45699,83.102,1.06094,1.01002,0.70375,0.70973,5.49824,83.715,1.01833,7.75473,117.846,1.542,1.52989,1.08607,0.74234,8.41945,127.945,1.6358,1.55683,1.08557,2.07727,2.05944,1.46272,11.32496,172.459,2.20265,2.09758,1.4605,15.22552,0.93586,0.66385,5.14158,78.276,0.95145,0.66309,0.6974,5.4025,82.243,1.41033,1.00028,7.75565,118.057,1.43538
2016-01-08,0.989,0.69655,5.4299,82.352,1.06113,1.00597,0.69978,0.70524,5.4915,83.291,1.01743,7.78687,118.259,1.55988,1.54037,1.08638,0.74882,8.4586,128.472,1.65469,1.56801,1.08981,2.08214,2.05852,1.45102,11.3083,171.433,2.21019,2.09469,1.45711,15.16962,0.93169,0.65675,5.11965,77.632,0.94814,0.6598,0.69281,5.40141,81.915,1.41297,0.99671,7.76012,117.743,1.43655
2016-01-11,0.98992,0.69542,5.41933,82.002,1.06517,1.00387,0.69822,0.70336,5.47577,82.939,1.01347,7.78861,117.701,1.56178,1.54403,1.08652,0.74951,8.46129,127.932,1.66432,1.56804,1.08993,2.08359,2.0631,1.44882,11.2877,170.798,2.21954,2.09152,1.45428,15.12913,0.92959,0.65284,5.08588,76.965,0.94298,0.65522,0.69285,5.39653,81.667,1.41733,0.99676,7.76208,117.429,1.43829
2016-01-12,0.99458,0.69904,5.42231,82.183,1.06737,1.0036,0.69862,0.70319,5.45062,82.663,1.00869,7.75261,117.514,1.55533,1.54588,1.08701,0.7496,8.42869,127.778,1.65973,1.56039,1.08592,2.07266,2.06099,1.45033,11.23736,170.531,2.21328,2.07977,1.44766,15.16248,0.93178,0.65524,5.08112,77.029,0.94063,0.65453,0.69697,5.40707,81.92,1.42418,1.00127,7.76215,117.679,1.43565
2016-01-13,0.99796,0.70226,5.42146,82.307,1.06838,1.0033,0.69852,0.70381,5.43041,82.452,1.00493,7.72064,117.25,1.55475,1.55181,1.09135,0.75209,8.42709,127.991,1.66078,1.55919,1.08575,2.06626,2.06249,1.45092,11.19692,170.082,2.20702,2.07176,1.44277,15.18202,0.93409,0.6571,5.07513,77.047,0.93935,0.6539,0.69997,5.40512,82.036,1.42937,1.00536,7.76141,117.84,1.43605
2016-01-14,0.99979,0.69962,5.41302,82.035,1.07331,1.00091,0.69617,0.70002,5.41465,82.041,1.00111,7.73461,117.158,1.56344,1.56263,1.0941,0.75547,8.46376,128.197,1.67979,1.56457,1.08805,2.06996,2.06936,1.44806,11.20458,169.763,2.22319,2.07193,1.44071,15.15619,0.93093,0.65134,5.03693,76.366,0.93176,0.64807,0.69908,5.40715,81.946,1.43599,1.00527,7.77351,117.823,1.43776
