,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04,-0.41,-0.34,0.45,0.26,-0.51,0.15,0.15,-0.13,0.22,0.15
2021-01-05,0.81,0.3,-0.19,-0.11,-0.08,-0.46,-0.11,0.67,-0.28,-0.55
2021-01-06,0.51,-0.15,-0.1,0.17,-0.21,-0.12,-0.48,0.6,-0.13,-0.1
2021-01-07,-0.07,0.35,-0.42,-0.08,0.1,0.43,-0.39,-0.23,-0.13,0.44
2021-01-08,0.01,0.13,0.1,-0.35,0.14,0.07,-0.06,-0.18,0.03,0.1
2021-01-11,-0.35,-0.19,-0.06,-0.11,0.09,0.5,0.12,-0.62,0.11,0.5
2021-01-12,0.48,0.01,-0.1,-0.1,0.64,-0.59,-0.08,0.3,0.03,-0.6
2021-01-13,-0.32,0.36,0.1,-0.22,0.02,0.24,0.15,-0.48,-0.08,0.23
2021-01-14,0.38,0.25,-0.29,-0.24,0.14,-0.25,-0.17,0.48,-0.04,-0.26
2021-01-15,-0.51,-0.22,0.21,-0.12,-0.25,0.56,0.49,-0.76,0.03,0.57
2021-01-18,-0.27,-0.08,0.1,0.06,-0.02,0.13,0.26,-0.34,0.04,0.13
2021-01-19,0.06,0.03,0.11,0.32,0.21,-0.15,-0.4,0.02,-0.03,-0.17
2021-01-20,0.43,0.56,-0.42,-0.51,-0.11,-0.29,0.1,0.48,0.07,-0.3
2021-01-21,-0.04,-0.3,0.28,0.26,0.34,-0.29,-0.26,0.42,-0.13,-0.29
2021-01-22,-0.38,-0.52,0.28,0.37,-0.08,0.31,0.04,-0.18,-0.15,0.32
2021-01-25,0.0,-0.17,-0.3,-0.23,-0.0,0.06,0.12,0.43,0.03,0.05
2021-01-26,0.22,0.12,-0.09,-0.09,0.26,-0.27,-0.14,0.26,-0.03,-0.27
2021-01-27,-0.68,-0.39,0.29,0.08,0.14,0.54,0.02,-0.71,0.16,0.55
2021-01-28,0.18,-0.28,-0.02,0.07,0.25,-0.03,-0.16,0.06,-0.05,-0.02
2021-01-29,-0.43,0.54,-0.21,0.21,-0.07,0.05,-0.44,0.24,0.04,0.07
2021-02-01,0.29,-0.19,-0.56,-0.36,-0.05,0.29,0.15,0.22,-0.06,0.29
2021-02-02,-0.3,0.51,-0.13,-0.24,-0.03,-0.06,-0.14,0.45,0.02,-0.08
2021-02-03,0.18,0.0,-0.19,-0.03,-0.16,0.01,-0.06,0.31,-0.09,0.01
2021-02-04,0.05,-0.01,-0.29,-0.34,0.58,0.33,-0.21,-0.43,-0.04,0.35
2021-02-05,0.67,0.15,0.17,0.28,0.09,-0.49,-0.31,0.18,-0.24,-0.49
2021-02-08,0.29,0.02,-0.07,-0.06,0.0,-0.17,-0.05,0.32,-0.1,-0.18
2021-02-09,0.08,-0.06,0.34,0.18,0.17,-0.45,0.2,-0.14,0.14,-0.46
2021-02-10,-0.19,0.03,0.28,0.02,0.2,0.01,0.03,-0.38,-0.02,0.02
2021-02-11,0.38,-0.08,-0.02,0.05,-0.19,-0.06,-0.23,0.1,0.11,-0.06
2021-02-12,0.14,0.08,-0.21,-0.06,0.29,0.02,-0.16,-0.1,-0.03,0.02
2021-02-15,0.08,0.35,0.05,-0.11,0.3,-0.12,-0.6,0.13,0.03,-0.11
2021-02-16,-0.11,-0.17,-0.03,0.04,0.24,0.28,-0.41,-0.02,-0.11,0.28
2021-02-17,0.11,0.13,-0.6,-0.39,-0.11,0.21,0.38,-0.11,0.14,0.22
2021-02-18,-0.05,-0.06,0.05,0.16,0.6,-0.3,-0.11,0.15,-0.12,-0.31
2021-02-19,1.03,0.13,-0.44,-0.15,-0.13,-0.43,-0.14,0.76,-0.21,-0.42
2021-02-22,0.38,-0.29,-0.17,0.13,0.13,-0.25,0.1,0.33,-0.12,-0.24
2021-02-23,-0.01,0.27,-1.1,-0.02,0.44,0.04,-0.15,0.28,0.2,0.04
2021-02-24,0.51,0.4,-0.51,-0.06,-0.0,-0.26,-0.9,1.3,-0.22,-0.24
2021-02-25,-0.84,-0.3,0.7,0.52,-0.54,0.5,0.1,-0.59,-0.04,0.48
2021-02-26,-1.59,-0.26,0.43,-0.07,0.12,0.86,0.53,-1.21,0.29,0.9
