,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2009-01-01,0.21,-0.18,0.59,0.28,0.22,-0.22,-0.39,0.17,-0.46,-0.23
2009-01-02,1.27,1.83,-1.52,-0.58,-0.64,0.34,-0.95,1.29,-1.39,0.37
2009-01-05,1.35,2.05,-2.54,-1.7,1.67,0.42,-1.33,0.86,-1.25,0.46
2009-01-06,0.57,0.13,-0.84,-1.14,1.32,-0.34,-0.61,1.23,0.02,-0.33
2009-01-07,-1.71,-1.07,1.19,0.83,1.26,-0.04,1.14,-1.37,-0.17,-0.06
2009-01-08,-0.62,0.77,0.3,-0.08,0.34,-0.62,1.17,0.33,-1.05,-0.56
2009-01-09,-0.75,0.1,-1.42,-1.21,0.26,0.6,1.62,0.02,0.13,0.64
2009-01-12,-1.69,-1.72,0.85,0.17,-1.25,1.14,2.21,-1.48,0.67,1.09
2009-01-13,-1.57,0.69,0.79,-0.26,-1.19,1.16,1.01,-3.14,1.3,1.22
2009-01-14,-0.17,-1.86,0.66,0.45,1.21,0.36,0.77,-1.83,0.03,0.37
2009-01-15,0.62,0.02,-0.5,-0.29,0.59,0.3,-0.63,-0.69,0.24,0.34
2009-01-16,1.1,0.23,-0.08,0.68,0.05,-0.62,-1.75,1.29,-0.28,-0.63
2009-01-19,-0.3,0.37,-0.64,-0.96,-1.81,1.31,1.7,-1.49,0.52,1.3
2009-01-20,-1.38,0.13,0.14,-0.07,-2.54,1.28,2.35,-1.74,0.55,1.29
2009-01-21,1.2,0.38,-1.33,0.36,-0.4,-0.68,-0.31,1.39,0.07,-0.68
2009-01-22,-0.86,0.22,0.27,0.03,-0.39,0.23,0.93,-0.85,0.18,0.22
2009-01-23,-0.38,2.01,-0.21,-0.3,-0.73,-0.09,0.03,0.36,-0.53,-0.15
2009-01-26,-0.0,0.25,1.08,1.27,1.47,-0.67,-1.04,-1.33,-0.38,-0.63
2009-01-27,0.25,-0.72,-0.52,-0.25,1.09,-0.01,0.17,0.42,-0.42,-0.01
2009-01-28,0.77,1.75,-0.91,0.02,0.88,-0.04,-1.72,-0.93,0.22,-0.05
2009-01-29,-1.56,-0.68,0.59,-1.03,1.18,0.78,1.07,-1.42,0.32,0.76
2009-01-30,-2.42,0.17,-0.25,-0.79,2.3,0.44,0.57,-0.65,0.2,0.43
2009-02-02,-0.5,-1.08,0.5,1.02,-1.25,0.37,1.06,-0.62,0.13,0.36
2009-02-03,2.19,0.12,0.57,0.44,0.25,-1.27,-1.26,0.89,-0.64,-1.27
2009-02-04,-0.71,0.38,-0.92,-1.01,0.71,0.63,0.63,-0.7,0.35,0.63
2009-02-05,1.42,-0.12,-1.28,-0.61,1.0,-0.11,-2.35,1.97,0.17,-0.11
2009-02-06,2.71,0.01,-0.28,0.15,0.18,-1.17,-1.99,1.98,-0.42,-1.17
2009-02-09,0.38,0.03,-0.8,-0.08,0.42,-0.4,-0.03,1.2,-0.31,-0.41
2009-02-10,-2.73,-1.18,1.89,0.45,-1.47,1.19,2.37,-1.96,0.26,1.18
2009-02-11,0.25,0.47,-0.18,-0.08,-1.13,-0.01,0.08,0.5,0.11,-0.02
2009-02-12,-0.14,0.04,0.05,0.15,-0.45,0.53,-0.14,-0.8,0.25,0.52
2009-02-13,0.51,0.56,0.06,-0.19,0.48,-0.21,-1.31,0.5,-0.21,-0.19
2009-02-16,-0.2,-0.14,0.52,0.19,0.68,0.03,-0.01,-0.78,-0.3,0.02
2009-02-17,-1.46,-0.82,0.28,-0.72,0.76,1.19,0.39,-0.95,0.13,1.2
2009-02-18,0.64,0.62,-0.62,-0.24,0.01,0.21,-1.44,0.56,0.05,0.21
2009-02-19,0.78,-0.08,0.1,0.92,0.29,-0.34,-0.83,-0.44,-0.04,-0.35
2009-02-20,-0.35,-0.11,1.0,0.69,0.43,-0.63,0.37,0.05,-0.82,-0.64
2009-02-23,-0.22,0.39,-0.54,-0.61,1.02,0.35,-1.06,-0.07,0.36,0.36
2009-02-24,1.23,0.3,0.4,0.91,-0.47,-0.41,-2.82,0.95,0.32,-0.42
2009-02-25,0.16,-0.46,-0.07,-0.19,-1.32,0.85,0.02,-0.09,0.23,0.88
2009-02-26,0.11,0.33,0.56,0.19,0.97,0.02,-1.27,-0.21,-0.71,0.01
2009-02-27,-0.91,-1.4,0.04,-0.08,0.56,0.56,1.62,-1.04,0.07,0.58
2009-03-02,-0.88,-0.67,0.29,0.26,-1.13,0.71,1.05,-0.81,0.45,0.74
