,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02,-0.33,-0.7,0.04,-0.02,-0.89,0.92,0.25,-0.49,0.29,0.94
2015-01-05,0.13,0.23,-0.14,-0.2,-0.4,0.0,0.8,-0.07,-0.35,0.0
2015-01-06,-0.03,-0.73,-0.37,-0.42,-0.75,0.0,1.12,1.06,0.14,-0.02
2015-01-07,0.14,0.4,-0.27,-0.28,-0.1,0.18,-0.56,0.54,-0.24,0.19
2015-01-08,0.64,-0.11,-0.4,-0.42,-0.14,0.02,-0.38,0.63,0.15,0.01
2015-01-09,0.76,-0.68,0.07,0.08,0.14,-0.36,0.68,-0.21,-0.09,-0.38
2015-01-12,-0.43,-0.73,0.17,0.17,0.27,0.31,0.3,-0.64,0.25,0.31
2015-01-13,0.23,0.28,-0.47,-0.46,0.03,0.11,0.51,-0.54,0.2,0.11
2015-01-14,-0.32,-0.04,0.07,0.07,0.46,-0.1,0.47,-0.38,-0.16,-0.08
2015-01-15,-1.28,-2.3,18.23,-3.62,-2.54,-2.58,-1.47,-0.71,-1.53,-2.18
2015-01-16,0.61,0.3,-1.82,-0.08,0.26,0.55,-0.81,-0.01,0.48,0.53
2015-01-19,0.11,0.62,-2.06,0.76,0.1,0.22,0.15,0.24,-0.37,0.23
2015-01-20,0.02,-1.06,1.03,0.02,0.79,0.54,-0.6,-1.53,0.25,0.55
2015-01-21,-1.05,-1.98,2.06,0.64,0.09,0.11,0.9,-1.12,0.26,0.09
2015-01-22,-0.06,0.38,-0.69,-1.58,-0.19,0.73,0.25,0.01,0.39,0.76
2015-01-23,-1.06,0.18,-0.62,-1.06,0.38,0.53,1.19,-0.17,0.09,0.52
2015-01-26,0.82,-0.04,-2.67,1.07,0.73,0.22,-0.66,0.06,0.24,0.22
2015-01-27,-0.24,0.22,-0.44,0.94,0.43,-0.47,0.1,-0.07,-0.01,-0.46
2015-01-28,-0.01,-0.58,0.34,-0.26,0.21,0.63,0.9,-1.31,-0.55,0.62
2015-01-29,-1.12,-0.1,-1.62,0.97,0.11,0.66,-0.03,-0.17,0.63,0.67
2015-01-30,0.12,-0.91,0.38,-0.28,0.03,0.02,0.75,-0.09,-0.04,0.02
2015-02-02,0.49,1.01,-0.36,0.1,-0.61,-0.19,-0.8,0.55,0.02,-0.19
2015-02-03,-0.69,0.87,-0.03,0.82,0.4,-0.53,-0.53,0.27,-0.07,-0.51
2015-02-04,-0.25,-1.12,0.06,-0.97,0.42,0.33,0.62,0.48,0.12,0.31
2015-02-05,0.1,0.68,0.09,0.76,0.54,-0.55,-0.76,-0.1,-0.22,-0.54
2015-02-06,0.59,-0.12,0.01,-0.92,0.04,0.64,-0.87,0.0,-0.01,0.65
2015-02-09,0.28,0.34,0.09,-0.02,-0.39,-0.3,0.08,0.45,-0.24,-0.29
2015-02-10,-0.19,-0.82,-0.07,0.22,0.55,0.26,-0.49,0.15,0.14,0.26
2015-02-11,-0.41,-0.06,0.09,0.5,0.22,0.32,-0.62,-0.18,-0.18,0.33
2015-02-12,-0.29,0.56,-0.81,0.13,0.55,-0.52,0.72,0.33,-0.14,-0.53
