,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2007-01-01,0.11,0.04,0.08,0.06,0.08,0.04,0.05,0.04,0.04,0.04
2007-01-02,0.83,0.62,0.56,0.59,0.63,0.48,0.59,0.55,0.43,0.57
2007-01-03,0.78,0.78,1.0,0.78,1.05,0.71,0.75,0.88,0.61,0.88
2007-01-04,0.97,0.78,0.7,0.72,0.7,0.49,0.94,1.01,0.5,0.72
2007-01-05,0.92,1.13,0.92,0.88,0.91,0.59,1.15,1.33,0.63,0.85
2007-01-08,0.62,0.73,0.6,0.52,0.72,0.41,0.74,0.64,0.45,0.53
2007-01-09,0.6,0.61,0.63,0.44,0.52,0.39,0.67,0.6,0.43,0.49
2007-01-10,0.62,0.7,0.53,0.53,0.54,0.38,0.57,0.61,0.43,0.52
2007-01-11,1.13,1.15,0.94,1.03,1.25,0.65,1.24,0.92,0.82,0.82
2007-01-12,0.71,0.81,0.59,0.56,0.81,0.47,0.59,0.58,0.46,0.59
2007-01-15,0.57,0.52,0.53,0.43,0.56,0.27,0.65,0.64,0.32,0.39
2007-01-16,0.61,1.03,0.66,0.57,0.61,0.43,0.6,0.83,0.48,0.59
2007-01-17,0.68,0.48,0.52,0.45,0.56,0.37,0.52,0.46,0.37,0.46
2007-01-18,0.63,0.64,0.77,0.56,0.66,0.48,0.95,0.61,0.48,0.59
2007-01-19,0.54,0.56,0.54,0.56,0.42,0.35,0.42,0.4,0.35,0.42
2007-01-22,0.59,1.04,0.53,0.51,0.54,0.4,0.62,0.82,0.38,0.49
2007-01-23,0.65,0.87,0.83,0.67,0.67,0.52,0.63,0.57,0.46,0.68
2007-01-24,1.69,1.02,0.91,0.89,1.03,0.61,1.4,1.18,0.67,0.81
2007-01-25,1.04,0.86,0.75,0.67,0.69,0.53,0.94,0.76,0.48,0.71
2007-01-26,0.55,0.71,0.72,0.54,0.61,0.36,0.59,0.58,0.46,0.5
