,AUD_CAD,AUD_CHF,AUD_HKD,AUD_JPY,AUD_NZD,AUD_SGD,AUD_USD,CAD_CHF,CAD_HKD,CAD_JPY,CAD_SGD,CHF_HKD,CHF_JPY,EUR_AUD,EUR_CAD,EUR_CHF,EUR_GBP,EUR_HKD,EUR_JPY,EUR_NZD,EUR_SGD,EUR_USD,GBP_AUD,GBP_CAD,GBP_CHF,GBP_HKD,GBP_JPY,GBP_NZD,GBP_SGD,GBP_USD,HKD_JPY,NZD_CAD,NZD_CHF,NZD_HKD,NZD_JPY,NZD_SGD,NZD_USD,SGD_CHF,SGD_HKD,SGD_JPY,USD_CAD,USD_CHF,USD_HKD,USD_JPY,USD_SGD
2010-01-01,0.02,0.01,0.02,0.11,-0.06,-0.02,0.01,0.0,0.01,0.02,-0.03,-0.0,0.0,-0.08,0.0,0.02,0.01,0.0,-0.11,-0.1,-0.03,0.0,-0.04,-0.01,-0.01,-0.04,0.02,-0.07,-0.07,-0.04,-0.02,0.06,-0.05,-0.05,0.16,-0.07,-0.05,0.03,0.06,0.0,-0.0,0.0,-0.0,-0.02,-0.03
2010-01-04,0.55,0.86,1.59,1.07,0.13,1.17,1.56,0.27,1.0,0.5,0.58,0.72,0.18,-0.78,-0.22,0.08,0.93,0.79,0.25,-0.66,0.36,0.77,-1.71,-1.16,-0.86,-0.14,-0.68,-1.58,-0.57,-0.17,-0.53,0.42,0.73,1.47,0.93,1.02,1.44,-0.3,0.42,-0.11,-0.97,-0.7,0.03,-0.51,-0.39
2010-01-05,-0.29,0.26,-0.09,-0.96,-0.14,-0.17,-0.09,0.57,0.22,-0.63,0.13,-0.35,-1.2,-0.25,-0.58,0.04,0.25,-0.33,-1.18,-0.37,-0.41,-0.33,-0.48,-0.82,-0.22,-0.57,-1.44,-0.6,-0.66,-0.57,-0.86,-0.18,0.39,0.03,-0.83,-0.05,0.03,0.44,0.06,-0.79,-0.21,0.35,0.0,-0.87,-0.08
2010-01-06,0.21,0.29,0.85,1.53,0.41,0.74,0.87,0.07,0.62,1.31,0.52,0.55,1.24,-0.59,-0.35,-0.28,0.12,0.27,0.95,-0.16,0.14,0.29,-0.69,-0.47,-0.4,0.14,0.84,-0.29,0.04,0.17,0.69,-0.19,-0.13,0.43,1.11,0.3,0.46,-0.42,0.11,0.8,-0.64,-0.57,-0.03,0.67,-0.13
2010-01-07,-0.03,0.38,-0.22,0.88,0.57,-0.04,-0.24,0.41,-0.21,0.91,-0.01,-0.61,0.5,-0.45,-0.46,-0.07,-0.15,-0.67,0.43,0.1,-0.48,-0.69,-0.29,-0.32,0.1,-0.52,0.59,0.24,-0.33,-0.54,1.12,-0.56,-0.16,-0.77,0.34,-0.54,-0.79,0.41,-0.22,0.92,0.23,0.63,0.02,1.13,0.22
2010-01-08,0.33,-0.19,0.79,0.01,0.12,0.5,0.78,-0.52,0.46,-0.31,0.17,0.99,0.21,-0.11,0.22,-0.28,0.12,0.68,-0.07,0.07,0.39,0.68,-0.21,0.1,-0.41,0.58,-0.19,-0.07,0.28,0.57,-0.76,0.17,-0.34,0.58,-0.11,0.34,0.63,-0.7,0.31,-0.47,-0.46,-0.98,0.0,-0.76,-0.29
2010-01-11,0.57,-0.51,0.05,-0.5,-0.15,-0.28,0.06,-1.08,-0.52,-1.05,-0.85,0.56,0.03,0.52,1.1,0.02,0.3,0.59,0.03,0.37,0.26,0.6,0.22,0.8,-0.29,0.28,-0.28,0.06,-0.06,0.28,-0.54,0.74,-0.36,0.25,-0.33,-0.08,0.22,-0.23,0.36,-0.21,0.51,-0.57,-0.01,-0.55,-0.33
2010-01-12,-0.53,-0.84,-1.03,-2.22,-0.65,-0.8,-1.03,-0.32,-0.54,-1.7,-0.3,-0.2,-1.39,0.86,0.33,0.04,-0.48,-0.19,-1.37,0.2,0.05,-0.19,1.35,0.84,0.52,0.3,-0.88,0.71,0.54,0.3,-1.19,0.13,-0.2,-0.39,-1.59,-0.17,-0.4,-0.04,-0.22,-1.43,0.54,0.2,0.0,-1.19,0.23
2010-01-13,-0.31,0.41,0.45,0.88,0.17,0.34,0.43,0.73,0.79,1.21,0.66,0.06,0.5,-0.27,-0.59,0.12,-0.54,0.19,0.61,-0.09,0.06,0.17,0.28,-0.05,0.66,0.75,1.16,0.46,0.61,0.73,0.42,-0.49,0.22,0.28,0.71,0.15,0.26,0.07,0.17,0.55,-0.76,-0.04,0.02,0.44,-0.11
2010-01-14,0.1,0.87,0.81,0.66,0.55,0.69,0.8,0.78,0.74,0.56,0.6,-0.03,-0.21,-0.88,-0.79,-0.02,-0.41,-0.05,-0.25,-0.36,-0.21,-0.07,-0.49,-0.4,0.38,0.35,0.14,0.05,0.2,0.33,-0.19,-0.44,0.34,0.32,0.12,0.16,0.29,0.19,0.17,-0.05,-0.72,0.04,0.02,-0.17,-0.14
