,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2009-01-01,0.91,0.51,0.73,0.56,0.54,0.48,0.61,0.68,0.77,0.48
2009-01-02,3.16,2.54,2.63,2.03,2.87,1.96,2.39,2.52,2.3,1.98
2009-01-05,2.69,3.57,3.94,3.15,3.11,2.22,2.57,2.65,2.44,2.23
2009-01-06,2.77,2.58,2.25,2.52,3.21,2.12,2.59,2.8,1.89,2.12
2009-01-07,2.6,2.28,2.7,2.22,3.14,2.02,2.48,2.48,1.87,2.02
2009-01-08,2.41,2.18,1.79,1.76,2.37,1.98,2.42,2.23,1.9,1.99
2009-01-09,1.97,1.88,2.58,2.41,1.91,1.5,2.53,1.82,1.47,1.51
2009-01-12,2.73,2.54,2.03,1.91,2.14,1.76,2.74,2.45,1.67,1.74
2009-01-13,3.13,2.09,1.94,1.98,2.37,1.97,2.42,4.58,2.1,2.0
2009-01-14,3.04,2.88,1.96,2.01,2.26,1.94,2.86,3.39,1.86,1.94
2009-01-15,2.37,2.0,1.67,1.66,1.81,1.6,2.22,2.85,1.56,1.63
2009-01-16,2.21,2.0,1.92,1.89,2.28,1.65,2.5,2.5,1.45,1.68
2009-01-19,2.04,1.79,1.74,1.81,2.64,2.0,2.79,2.48,1.85,2.0
2009-01-20,2.93,1.97,2.07,2.0,3.62,2.09,3.02,3.1,1.95,2.1
2009-01-21,3.01,2.32,2.95,2.21,2.98,2.26,4.68,3.47,2.1,2.27
2009-01-22,2.11,1.91,1.56,1.54,2.22,1.51,2.58,2.14,1.52,1.51
2009-01-23,2.37,2.92,1.99,2.05,2.58,2.06,3.08,2.67,1.91,2.06
2009-01-26,2.2,2.32,2.56,2.46,3.02,2.02,3.03,2.8,1.88,2.01
2009-01-27,1.95,1.59,1.42,1.53,2.21,1.46,2.68,1.73,1.47,1.46
2009-01-28,2.14,2.56,2.16,1.88,1.98,1.81,2.7,3.1,1.77,1.81
2009-01-29,2.33,1.73,1.88,1.97,2.49,1.6,2.19,2.46,1.54,1.61
2009-01-30,2.84,1.97,1.67,1.74,3.1,1.47,2.0,1.99,1.46,1.48
2009-02-02,2.02,2.07,1.63,1.98,2.82,1.55,2.46,2.39,1.5,1.55
2009-02-03,3.05,1.7,1.92,1.63,1.84,1.96,2.17,2.27,1.7,1.98
2009-02-04,2.69,1.93,2.29,2.25,2.1,1.63,2.25,2.43,1.58,1.64
2009-02-05,2.91,1.98,2.22,1.93,2.61,1.78,4.46,3.12,1.78,1.79
2009-02-06,4.31,3.07,2.11,2.29,2.25,2.27,3.53,4.18,2.05,2.27
2009-02-09,2.78,2.02,1.93,1.76,1.97,1.79,2.66,3.46,1.65,1.8
2009-02-10,4.0,2.74,3.33,2.68,3.07,2.48,3.66,3.56,2.25,2.47
2009-02-11,1.73,1.48,1.26,1.43,1.93,1.15,1.49,1.63,1.2,1.15
2009-02-12,2.18,1.61,1.49,1.62,1.75,1.65,2.05,2.65,1.51,1.66
2009-02-13,1.79,1.69,1.42,1.4,2.23,1.33,2.44,1.86,1.31,1.33
2009-02-16,1.06,1.01,1.15,0.92,1.28,0.83,1.06,1.34,0.87,0.83
2009-02-17,2.2,1.91,1.63,1.56,1.84,1.71,1.86,2.21,1.44,1.71
2009-02-18,1.67,1.4,1.61,1.2,1.65,1.18,2.21,1.69,1.09,1.18
2009-02-19,1.97,1.37,1.42,1.6,1.5,1.36,2.1,1.82,1.25,1.37
2009-02-20,2.08,1.93,2.94,1.99,1.98,2.1,2.2,2.23,1.95,2.1
2009-02-23,1.94,1.74,1.89,1.84,2.25,1.79,2.86,2.04,1.59,1.8
2009-02-24,1.93,1.76,1.81,1.73,1.92,1.55,3.89,2.05,1.51,1.56
2009-02-25,1.46,1.55,1.47,1.89,2.53,1.8,1.77,1.76,1.76,1.57
2009-02-26,1.43,1.48,1.32,1.12,1.53,1.1,1.97,1.27,1.36,1.1
2009-02-27,2.04,2.14,1.62,1.41,1.9,1.45,2.87,1.89,1.43,1.45
2009-03-02,1.67,1.62,1.38,1.18,2.3,1.25,1.76,1.71,1.25,1.2
2009-03-03,2.64,1.57,1.31,1.31,1.37,1.32,2.22,1.84,1.28,1.34
2009-03-04,3.02,1.93,1.77,1.63,1.68,1.85,2.79,3.06,1.56,1.85
2009-03-05,1.85,1.45,1.52,1.37,1.43,1.42,2.57,1.72,1.21,1.42
2009-03-06,1.7,1.38,1.78,1.55,1.84,1.53,2.28,1.91,1.39,1.55
2009-03-09,1.77,1.63,1.61,1.51,2.5,1.68,1.59,2.23,1.48,1.67
2009-03-10,2.12,1.76,1.84,1.58,1.81,1.77,1.6,2.09,1.51,1.78
2009-03-11,1.61,1.84,1.27,1.44,1.5,1.58,1.86,2.33,1.29,1.59
2009-03-12,2.51,1.99,4.37,1.95,2.27,2.11,3.68,3.1,2.03,2.12
2009-03-13,1.75,1.81,1.4,1.23,1.61,1.21,1.91,1.73,1.71,1.23
2009-03-16,1.41,1.4,1.29,1.4,1.94,1.43,2.12,2.1,1.29,1.44
2009-03-17,0.88,0.83,0.95,0.84,1.17,0.75,1.07,1.08,0.8,0.76
2009-03-18,2.46,2.21,2.8,2.51,2.65,2.93,2.53,2.71,2.37,2.94
2009-03-19,2.0,2.25,1.81,1.63,1.94,2.47,2.46,2.59,2.18,2.48
2009-03-20,1.48,1.36,1.27,1.41,1.39,1.26,2.11,1.96,1.16,1.26
2009-03-23,2.16,1.7,1.64,1.77,1.67,1.53,2.65,2.27,1.41,1.54
2009-03-24,1.83,1.27,1.27,1.54,2.11,1.41,2.2,2.0,1.27,1.42
2009-03-25,1.9,1.46,1.59,1.58,2.18,1.48,1.91,2.6,1.34,1.48
2009-03-26,1.46,1.23,1.24,1.27,1.56,1.1,1.7,2.76,1.1,1.1
2009-03-27,1.91,1.47,1.81,2.06,1.66,1.68,2.72,1.79,1.49,1.7
2009-03-30,2.23,2.15,1.49,1.54,1.69,1.48,3.35,2.05,1.45,1.48
2009-03-31,2.69,1.66,1.68,1.5,1.57,1.43,2.98,2.73,1.39,1.43
2009-04-01,1.88,1.48,1.7,1.3,1.44,1.27,1.76,2.54,1.22,1.27
2009-04-02,2.22,1.84,1.66,1.7,1.69,2.0,2.94,2.49,1.63,2.01
2009-04-03,2.29,1.53,1.27,1.24,1.74,1.22,1.86,2.26,1.25,1.21
