,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,-0.13,0.34,-0.12,-0.1,-0.77,0.29,0.35,-0.22,0.07,0.28
2020-01-03,-0.52,0.04,0.07,0.05,-0.33,0.33,0.65,-0.44,-0.03,0.18
2020-01-06,-0.16,0.07,0.17,0.16,0.56,0.0,-0.63,0.07,-0.11,-0.13
2020-01-07,-0.8,0.01,0.09,-0.09,-0.08,0.2,0.22,-0.17,0.29,0.33
2020-01-08,0.17,-0.09,-0.2,-0.26,-0.05,0.26,-0.49,0.32,0.13,0.21
2020-01-09,0.02,-0.0,0.18,0.15,-0.11,0.25,-0.31,-0.43,0.11,0.14
2020-01-10,0.53,-0.11,-0.1,0.0,-0.19,-0.13,-0.11,0.21,0.06,-0.15
2020-01-13,0.09,0.06,0.33,0.2,-0.44,-0.02,-0.39,-0.05,0.2,0.04
2020-01-14,-0.02,-0.07,0.37,-0.08,0.27,-0.08,-0.07,-0.27,-0.04,-0.01
2020-01-15,-0.08,0.05,0.25,0.09,0.04,-0.05,-0.03,-0.08,-0.06,-0.13
2020-01-16,-0.11,0.01,-0.08,-0.13,0.34,-0.0,-0.27,0.33,-0.08,0.01
2020-01-17,-0.15,0.03,-0.11,-0.22,-0.35,0.3,0.25,-0.19,0.21,0.24
2020-01-20,-0.01,0.1,-0.05,0.02,0.13,-0.02,-0.11,-0.13,0.07,-0.01
2020-01-21,-0.38,-0.13,0.01,-0.06,0.39,0.06,0.38,-0.13,-0.21,0.06
2020-01-22,-0.06,-0.58,0.06,0.04,0.73,-0.07,-0.02,-0.1,0.06,-0.05
2020-01-23,0.04,0.06,-0.13,-0.37,-0.14,-0.01,0.34,0.43,-0.22,-0.0
2020-01-24,-0.21,-0.0,-0.11,-0.15,-0.29,0.14,0.37,-0.03,0.14,0.15
2020-01-27,-0.61,-0.08,0.38,0.1,0.06,0.19,0.28,-0.46,-0.12,0.25
2020-01-28,0.08,0.4,-0.36,0.09,-0.22,0.07,-0.21,0.05,0.04,0.06
2020-01-29,-0.06,-0.24,0.09,0.0,0.05,0.16,0.23,-0.21,-0.12,0.11
