,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2007-01-01,0.04,-0.02,0.03,-0.01,0.02,-0.03,0.01,0.0,-0.02,-0.02
2007-01-02,0.58,-0.33,0.1,0.26,0.46,-0.34,-0.18,-0.06,-0.13,-0.37
2007-01-03,-0.11,-0.17,-0.56,-0.31,-0.68,0.44,0.06,0.47,0.3,0.57
2007-01-04,-0.51,0.07,-0.24,-0.29,-0.05,0.28,0.75,-0.6,0.16,0.43
2007-01-05,-0.42,0.78,0.03,-0.32,-0.4,0.17,0.77,-1.19,0.2,0.38
2007-01-08,0.09,-0.19,-0.14,0.04,0.38,-0.05,-0.16,0.14,-0.08,-0.02
2007-01-09,0.13,-0.12,-0.37,-0.12,0.19,0.09,-0.48,0.41,0.2,0.07
2007-01-10,-0.19,0.53,-0.19,-0.29,-0.18,0.17,0.03,-0.34,0.21,0.26
2007-01-11,0.57,-0.28,-0.19,-0.31,0.81,0.06,-0.74,0.4,-0.39,0.07
2007-01-12,0.13,0.43,-0.07,-0.0,0.52,-0.26,-0.11,-0.23,-0.15,-0.27
2007-01-15,-0.17,0.01,-0.21,-0.0,0.17,-0.03,-0.14,0.43,0.04,-0.1
2007-01-16,0.06,-0.52,0.25,0.04,0.02,0.1,-0.0,-0.4,0.25,0.2
2007-01-17,0.3,0.1,-0.1,0.0,0.31,-0.17,-0.17,-0.06,-0.05,-0.17
2007-01-18,0.39,-0.19,-0.03,0.15,0.17,-0.1,-0.59,0.27,-0.0,-0.08
2007-01-19,0.04,0.16,-0.16,-0.05,-0.02,0.03,0.0,0.03,-0.04,-0.0
2007-01-22,-0.14,-0.82,0.01,-0.01,0.21,0.22,-0.28,0.59,0.12,0.1
2007-01-23,0.43,-0.17,0.26,0.35,-0.02,-0.21,-0.29,0.02,-0.06,-0.31
2007-01-24,-1.31,0.45,-0.16,-0.18,-0.37,0.21,0.7,0.18,0.18,0.29
