date,return
2021-08-15T21:00:00,-0.33
2021-08-16T21:00:00,-1.66
2021-08-17T21:00:00,-2.22
2021-08-18T21:00:00,-3.02
2021-08-19T21:00:00,-3.07
2021-08-22T21:00:00,-2.06
2021-08-23T21:00:00,-1.18
2021-08-24T21:00:00,-0.93
2021-08-25T21:00:00,-1.24
2021-08-26T21:00:00,-0.38
2021-08-29T21:00:00,-0.39
2021-08-30T21:00:00,0.2
2021-08-31T21:00:00,0.54
2021-09-01T21:00:00,1.04
2021-09-02T21:00:00,1.62
2021-09-05T21:00:00,1.35
2021-09-06T21:00:00,0.88
2021-09-07T21:00:00,0.89
2021-09-08T21:00:00,1.02
2021-09-09T21:00:00,1.04
2021-09-12T21:00:00,1.1
2021-09-13T21:00:00,0.75
2021-09-14T21:00:00,0.93
2021-09-15T21:00:00,0.47
2021-09-16T21:00:00,0.05
2021-09-19T21:00:00,0.05
2021-09-20T21:00:00,-0.3
2021-09-21T21:00:00,-0.35
2021-09-22T21:00:00,0.56
2021-09-23T21:00:00,-0.24
2021-09-26T21:00:00,-0.21
2021-09-27T21:00:00,-1.01
2021-09-28T21:00:00,-2.29
2021-09-29T21:00:00,-1.83
2021-09-30T21:00:00,-1.26
2021-10-03T21:00:00,-0.82
2021-10-04T21:00:00,-0.97
2021-10-05T21:00:00,-1.65
2021-10-06T21:00:00,-1.47
2021-10-07T21:00:00,-1.46
2021-10-10T21:00:00,-1.29
2021-10-11T21:00:00,-1.36
2021-10-12T21:00:00,-0.88
2021-10-13T21:00:00,0.13
2021-10-14T21:00:00,0.71
2021-10-17T21:00:00,0.93
2021-10-18T21:00:00,1.86
2021-10-19T21:00:00,2.49
2021-10-20T21:00:00,1.84
2021-10-21T21:00:00,1.85
2021-10-24T21:00:00,2.09
2021-10-25T21:00:00,2.1
2021-10-26T21:00:00,2.21
2021-10-27T21:00:00,2.6
2021-10-28T21:00:00,2.21
2021-10-31T21:00:00,2.61
2021-11-01T21:00:00,1.57
2021-11-02T21:00:00,2.24
2021-11-03T21:00:00,1.43
2021-11-04T21:00:00,1.67
2021-11-07T22:00:00,2.51
2021-11-08T22:00:00,2.04
2021-11-09T22:00:00,1.08
2021-11-10T22:00:00,0.54
2021-11-11T22:00:00,0.8
2021-11-14T22:00:00,0.89
2021-11-15T22:00:00,0.1
2021-11-16T22:00:00,0.23
2021-11-17T22:00:00,0.93
2021-11-18T22:00:00,0.3
2021-11-21T22:00:00,-0.23
2021-11-22T22:00:00,-0.31
2021-11-23T22:00:00,-1.36
2021-11-24T22:00:00,-1.62
2021-11-25T22:00:00,-2.18
2021-11-28T22:00:00,-2.35
2021-11-29T22:00:00,-2.42
2021-11-30T22:00:00,-2.6
2021-12-01T22:00:00,-2.47
