date,XAG
2011-03-23T21:00:00,1306.95
2011-03-24T21:00:00,1314.97
2011-03-25T21:00:00,1314.97
2011-03-26T21:00:00,1315.8
2011-03-27T21:00:00,1310.34
2011-03-28T21:00:00,1307.48
2011-03-29T21:00:00,1316.77
2011-03-30T21:00:00,1322.53
2011-03-31T21:00:00,1325.67
2011-04-01T21:00:00,1325.73
2011-04-02T21:00:00,1325.92
2011-04-03T21:00:00,1348.25
2011-04-04T21:00:00,1367.32
2011-04-05T21:00:00,1369.88
2011-04-06T21:00:00,1370.94
2011-04-07T21:00:00,1400.97
2011-04-09T21:00:00,1401.31
2011-04-10T21:00:00,1384.41
2011-04-11T21:00:00,1379.66
2011-04-12T21:00:00,1392.93
2011-04-13T21:00:00,1428.94
2011-04-14T21:00:00,1448.84
2011-04-16T21:00:00,1449.06
2011-04-17T21:00:00,1463.09
2011-04-18T21:00:00,1475.17
2011-04-19T21:00:00,1500.15
2011-04-20T21:00:00,1529.89
2011-04-21T21:00:00,1537.71
2011-04-23T21:00:00,1535.29
2011-04-24T21:00:00,1536.92
2011-04-25T21:00:00,1500.03
2011-04-26T21:00:00,1552.78
2011-04-27T21:00:00,1565.31
2011-04-28T21:00:00,1546.89
2011-04-30T21:00:00,1547.2
2011-05-01T21:00:00,1454.93
2011-05-02T21:00:00,1401.17
2011-05-03T21:00:00,1346.43
2011-05-04T21:00:00,1224.67
2011-05-05T21:00:00,1253.35
2011-05-07T21:00:00,1253.02
2011-05-08T21:00:00,1316.15
2011-05-09T21:00:00,1335.55
2011-05-10T21:00:00,1245.81
2011-05-11T21:00:00,1229.75
2011-05-12T21:00:00,1257.9
2011-05-14T21:00:00,1256.37
2011-05-15T21:00:00,1202.5
2011-05-16T21:00:00,1212.38
2011-05-17T21:00:00,1248.0
2011-05-18T21:00:00,1243.35
2011-05-19T21:00:00,1245.17
2011-05-21T21:00:00,1245.96
2011-05-22T21:00:00,1251.39
2011-05-23T21:00:00,1297.61
2011-05-24T21:00:00,1333.79
2011-05-25T21:00:00,1310.55
2011-05-26T21:00:00,1323.58
2011-05-28T21:00:00,1323.55
2011-05-29T21:00:00,1327.81
2011-05-30T21:00:00,1338.07
2011-05-31T21:00:00,1299.98
2011-06-03T21:00:00,1279.01
2011-06-04T21:00:00,1279.82
2011-06-05T21:00:00,1297.0
2011-06-06T21:00:00,1305.27
2011-06-07T21:00:00,1298.71
2011-06-08T21:00:00,1320.22
2011-06-09T21:00:00,1284.9
2011-06-10T21:00:00,1284.93
2011-06-11T21:00:00,1285.09
2011-06-12T21:00:00,1240.7
2011-06-13T21:00:00,1259.28
2011-06-14T21:00:00,1279.16
2011-06-15T21:00:00,1271.92
2011-06-16T21:00:00,1276.96
2011-06-17T21:00:00,1276.96
2011-06-18T21:00:00,1278.56
2011-06-19T21:00:00,1283.88
2011-06-20T21:00:00,1288.89
2011-06-21T21:00:00,1290.79
2011-06-22T21:00:00,1263.19
2011-06-23T21:00:00,1235.34
2011-06-24T21:00:00,1235.36
2011-06-25T21:00:00,1236.58
2011-06-26T21:00:00,1212.93
2011-06-27T21:00:00,1221.71
2011-06-28T21:00:00,1245.84
2011-06-29T21:00:00,1238.37
2011-06-30T21:00:00,1213.38
2011-07-01T21:00:00,1213.42
2011-07-02T21:00:00,1213.65
2011-07-03T21:00:00,1222.23
2011-07-04T21:00:00,1265.51
2011-07-05T21:00:00,1278.21
2011-07-06T21:00:00,1292.53
2011-07-07T21:00:00,1298.12
2011-07-08T21:00:00,1298.16
2011-07-09T21:00:00,1299.69
2011-07-10T21:00:00,1275.89
2011-07-11T21:00:00,1284.24
2011-07-12T21:00:00,1334.98
2011-07-13T21:00:00,1339.78
2011-07-14T21:00:00,1366.59
2011-07-15T21:00:00,1366.59
2011-07-16T21:00:00,1366.51
2011-07-17T21:00:00,1402.95
2011-07-18T21:00:00,1360.28
2011-07-19T21:00:00,1384.69
2011-07-20T21:00:00,1361.77
2011-07-21T21:00:00,1381.87
2011-07-22T21:00:00,1381.87
2011-07-23T21:00:00,1383.42
2011-07-24T21:00:00,1386.37
2011-07-25T21:00:00,1395.54
2011-07-26T21:00:00,1381.18
2011-07-27T21:00:00,1366.63
2011-07-28T21:00:00,1365.49
2011-07-29T21:00:00,1365.46
2011-07-30T21:00:00,1365.31
2011-07-31T21:00:00,1352.68
2011-08-01T21:00:00,1393.6
2011-08-02T21:00:00,1417.5
2011-08-03T21:00:00,1357.22
2011-08-04T21:00:00,1337.33
2011-08-05T21:00:00,1336.74
2011-08-06T21:00:00,1334.59
2011-08-07T21:00:00,1357.39
2011-08-08T21:00:00,1301.69
2011-08-09T21:00:00,1359.9
2011-08-10T21:00:00,1343.27
2011-08-11T21:00:00,1357.46
2011-08-12T21:00:00,1357.46
2011-08-13T21:00:00,1357.58
2011-08-14T21:00:00,1373.65
2011-08-15T21:00:00,1374.5
2011-08-16T21:00:00,1384.22
2011-08-17T21:00:00,1396.61
2011-08-18T21:00:00,1455.77
2011-08-19T21:00:00,1455.77
2011-08-20T21:00:00,1458.86
2011-08-21T21:00:00,1473.96
2011-08-22T21:00:00,1427.55
2011-08-23T21:00:00,1377.11
2011-08-24T21:00:00,1416.05
2011-08-25T21:00:00,1415.3
2011-08-26T21:00:00,1415.3
2011-08-27T21:00:00,1414.94
2011-08-28T21:00:00,1403.84
2011-08-29T21:00:00,1414.01
2011-08-30T21:00:00,1419.34
2011-08-31T21:00:00,1420.07
2011-09-01T21:00:00,1462.59
2011-09-02T21:00:00,1462.59
2011-09-03T21:00:00,1463.98
2011-09-04T21:00:00,1460.8
2011-09-05T21:00:00,1451.24
2011-09-06T21:00:00,1436.7
2011-09-07T21:00:00,1460.3
2011-09-08T21:00:00,1445.14
2011-09-09T21:00:00,1445.16
2011-09-10T21:00:00,1446.12
2011-09-11T21:00:00,1417.01
2011-09-12T21:00:00,1435.34
2011-09-13T21:00:00,1427.85
2011-09-14T21:00:00,1403.03
2011-09-15T21:00:00,1424.91
2011-09-16T21:00:00,1424.91
2011-09-17T21:00:00,1428.9
2011-09-18T21:00:00,1405.73
2011-09-19T21:00:00,1407.81
2011-09-20T21:00:00,1419.71
2011-09-21T21:00:00,1325.63
2011-09-22T21:00:00,1183.02
2011-09-23T21:00:00,1183.02
2011-09-24T21:00:00,1177.37
2011-09-25T21:00:00,1167.45
2011-09-26T21:00:00,1203.91
2011-09-27T21:00:00,1140.99
2011-09-28T21:00:00,1168.14
2011-09-29T21:00:00,1150.0
2011-09-30T21:00:00,1150.01
2011-10-01T21:00:00,1152.88
2011-10-02T21:00:00,1173.23
2011-10-03T21:00:00,1159.53
2011-10-04T21:00:00,1168.65
2011-10-05T21:00:00,1220.23
2011-10-06T21:00:00,1192.91
2011-10-07T21:00:00,1192.91
2011-10-08T21:00:00,1196.14
2011-10-09T21:00:00,1211.1
2011-10-10T21:00:00,1213.93
2011-10-11T21:00:00,1222.81
2011-10-12T21:00:00,1198.79
2011-10-13T21:00:00,1202.87
2011-10-14T21:00:00,1202.87
2011-10-15T21:00:00,1204.87
2011-10-16T21:00:00,1197.19
2011-10-17T21:00:00,1203.55
2011-10-18T21:00:00,1175.57
2011-10-19T21:00:00,1155.31
2011-10-20T21:00:00,1174.56
2011-10-21T21:00:00,1174.56
2011-10-22T21:00:00,1175.56
2011-10-23T21:00:00,1183.0
2011-10-24T21:00:00,1235.27
2011-10-25T21:00:00,1238.38
2011-10-26T21:00:00,1277.31
2011-10-27T21:00:00,1284.32
2011-10-28T21:00:00,1284.32
2011-10-29T21:00:00,1284.03
2011-10-30T21:00:00,1266.6
2011-10-31T21:00:00,1245.6
2011-11-01T21:00:00,1273.97
2011-11-02T21:00:00,1276.11
2011-11-03T21:00:00,1267.15
2011-11-04T21:00:00,1267.15
2011-11-05T21:00:00,1267.53
2011-11-06T22:00:00,1291.9
2011-11-07T22:00:00,1290.09
2011-11-08T22:00:00,1274.74
2011-11-09T22:00:00,1274.44
2011-11-10T22:00:00,1285.93
2011-11-11T22:00:00,1285.93
2011-11-12T22:00:00,1281.98
2011-11-13T22:00:00,1276.84
2011-11-14T22:00:00,1290.48
2011-11-15T22:00:00,1270.19
2011-11-16T22:00:00,1207.7
2011-11-17T22:00:00,1230.11
2011-11-18T22:00:00,1230.1
2011-11-20T22:00:00,1213.21
2011-11-21T22:00:00,1249.26
2011-11-22T22:00:00,1222.85
2011-11-23T22:00:00,1225.89
2011-11-24T22:00:00,1201.64
2011-11-25T22:00:00,1201.6
2011-11-26T22:00:00,1196.92
2011-11-27T22:00:00,1230.79
2011-11-28T22:00:00,1221.9
2011-11-29T22:00:00,1239.21
2011-11-30T22:00:00,1237.68
2011-12-01T22:00:00,1235.89
2011-12-02T22:00:00,1235.89
2011-12-03T22:00:00,1236.75
2011-12-04T22:00:00,1218.47
2011-12-05T22:00:00,1241.31
2011-12-06T22:00:00,1230.37
2011-12-07T22:00:00,1210.77
2011-12-08T22:00:00,1225.12
2011-12-11T22:00:00,1205.71
2011-12-12T22:00:00,1193.79
2011-12-13T22:00:00,1134.91
2011-12-14T22:00:00,1140.76
2011-12-15T22:00:00,1158.42
2011-12-18T22:00:00,1126.7
2011-12-19T22:00:00,1146.9
2011-12-20T22:00:00,1139.58
2011-12-21T22:00:00,1129.0
2011-12-22T22:00:00,1129.01
2011-12-26T22:00:00,1112.46
2011-12-27T22:00:00,1058.9
2011-12-28T22:00:00,1083.81
2011-12-29T22:00:00,1082.71
2011-12-31T22:00:00,1083.39
2012-01-02T22:00:00,1145.2
2012-01-03T22:00:00,1128.39
2012-01-04T22:00:00,1140.83
2012-01-05T22:00:00,1120.56
2012-01-06T22:00:00,1120.56
2012-01-08T22:00:00,1128.76
2012-01-09T22:00:00,1159.81
2012-01-10T22:00:00,1162.41
2012-01-11T22:00:00,1170.9
2012-01-12T22:00:00,1155.02
2012-01-15T22:00:00,1163.38
2012-01-16T22:00:00,1163.02
2012-01-17T22:00:00,1174.92
2012-01-18T22:00:00,1176.25
2012-01-19T22:00:00,1229.92
2012-01-20T22:00:00,1229.92
2012-01-22T22:00:00,1231.59
2012-01-23T22:00:00,1223.07
2012-01-24T22:00:00,1255.45
2012-01-25T22:00:00,1261.66
2012-01-26T22:00:00,1271.18
2012-01-29T22:00:00,1260.31
2012-01-30T22:00:00,1248.48
2012-01-31T22:00:00,1261.51
2012-02-01T22:00:00,1280.59
2012-02-02T22:00:00,1260.34
2012-02-05T22:00:00,1262.13
2012-02-06T22:00:00,1273.62
2012-02-07T22:00:00,1269.84
2012-02-08T22:00:00,1268.77
2012-02-09T22:00:00,1263.6
2012-02-10T22:00:00,1263.6
2012-02-11T22:00:00,1263.41
2012-02-12T22:00:00,1265.91
2012-02-13T22:00:00,1264.76
2012-02-14T22:00:00,1260.94
2012-02-15T22:00:00,1260.28
2012-02-16T22:00:00,1254.49
2012-02-17T22:00:00,1254.25
2012-02-18T22:00:00,1253.54
2012-02-19T22:00:00,1260.65
2012-02-20T22:00:00,1285.86
2012-02-21T22:00:00,1286.72
2012-02-22T22:00:00,1315.37
2012-02-23T22:00:00,1316.91
2012-02-24T22:00:00,1316.88
2012-02-26T22:00:00,1315.9
2012-02-27T22:00:00,1360.32
2012-02-28T22:00:00,1300.45
2012-02-29T22:00:00,1323.62
2012-03-01T22:00:00,1307.54
2012-03-02T22:00:00,1307.54
2012-03-03T22:00:00,1305.99
2012-03-04T22:00:00,1284.52
2012-03-05T22:00:00,1257.42
2012-03-06T22:00:00,1270.8
2012-03-07T22:00:00,1279.68
2012-03-08T22:00:00,1298.37
2012-03-11T21:00:00,1279.56
2012-03-12T21:00:00,1273.58
2012-03-13T21:00:00,1240.15
2012-03-14T21:00:00,1246.31
2012-03-15T21:00:00,1243.22
2012-03-16T21:00:00,1243.22
2012-03-18T21:00:00,1254.51
2012-03-19T21:00:00,1233.04
2012-03-20T21:00:00,1233.67
2012-03-21T21:00:00,1215.38
2012-03-22T21:00:00,1233.17
2012-03-23T21:00:00,1233.16
2012-03-25T21:00:00,1248.09
2012-03-26T21:00:00,1243.23
2012-03-27T21:00:00,1227.74
2012-03-28T21:00:00,1233.81
2012-03-29T21:00:00,1232.58
2012-03-30T21:00:00,1232.58
2012-03-31T21:00:00,1230.28
2012-04-01T21:00:00,1254.38
2012-04-02T21:00:00,1249.3
2012-04-03T21:00:00,1210.75
2012-04-04T21:00:00,1222.87
2012-04-05T21:00:00,1222.74
2012-04-07T21:00:00,1223.24
2012-04-08T21:00:00,1214.03
2012-04-09T21:00:00,1223.34
2012-04-10T21:00:00,1214.35
2012-04-11T21:00:00,1235.12
2012-04-12T21:00:00,1211.21
2012-04-13T21:00:00,1211.12
2012-04-15T21:00:00,1209.55
2012-04-16T21:00:00,1216.24
2012-04-17T21:00:00,1214.96
2012-04-18T21:00:00,1221.3
2012-04-19T21:00:00,1215.09
2012-04-22T21:00:00,1188.0
2012-04-23T21:00:00,1185.55
2012-04-24T21:00:00,1180.11
2012-04-25T21:00:00,1191.64
2012-04-26T21:00:00,1192.74
2012-04-27T21:00:00,1192.7
2012-04-29T21:00:00,1185.06
2012-04-30T21:00:00,1184.46
2012-05-01T21:00:00,1176.24
2012-05-02T21:00:00,1160.02
2012-05-03T21:00:00,1173.35
2012-05-05T21:00:00,1175.13
2012-05-06T21:00:00,1162.24
2012-05-07T21:00:00,1144.97
2012-05-08T21:00:00,1140.44
2012-05-09T21:00:00,1133.99
2012-05-10T21:00:00,1130.57
2012-05-11T21:00:00,1130.49
2012-05-12T21:00:00,1130.64
2012-05-13T21:00:00,1106.98
2012-05-14T21:00:00,1095.15
2012-05-15T21:00:00,1078.13
2012-05-16T21:00:00,1110.67
2012-05-17T21:00:00,1136.7
2012-05-18T21:00:00,1136.75
2012-05-20T21:00:00,1123.86
2012-05-21T21:00:00,1120.4
2012-05-22T21:00:00,1109.68
2012-05-23T21:00:00,1130.26
2012-05-24T21:00:00,1138.31
2012-05-25T21:00:00,1138.31
2012-05-26T21:00:00,1136.7
2012-05-27T21:00:00,1131.25
2012-05-28T21:00:00,1110.86
2012-05-29T21:00:00,1119.01
2012-05-30T21:00:00,1111.32
2012-05-31T21:00:00,1139.36
2012-06-02T21:00:00,1139.68
2012-06-03T21:00:00,1127.21
2012-06-04T21:00:00,1139.37
2012-06-05T21:00:00,1166.12
2012-06-06T21:00:00,1138.46
2012-06-07T21:00:00,1134.84
2012-06-09T21:00:00,1132.71
2012-06-10T21:00:00,1139.49
2012-06-11T21:00:00,1150.59
2012-06-12T21:00:00,1145.79
2012-06-13T21:00:00,1132.89
2012-06-14T21:00:00,1131.05
2012-06-16T21:00:00,1129.25
2012-06-17T21:00:00,1133.39
2012-06-18T21:00:00,1117.77
2012-06-19T21:00:00,1108.9
2012-06-20T21:00:00,1070.75
2012-06-21T21:00:00,1069.35
2012-06-22T21:00:00,1069.35
2012-06-24T21:00:00,1095.37
2012-06-25T21:00:00,1076.76
2012-06-26T21:00:00,1070.35
2012-06-27T21:00:00,1051.42
2012-06-28T21:00:00,1084.19
2012-07-01T21:00:00,1084.9
2012-07-02T21:00:00,1114.18
2012-07-03T21:00:00,1111.66
2012-07-04T21:00:00,1096.4
2012-07-05T21:00:00,1078.89
2012-07-06T21:00:00,1078.89
2012-07-08T21:00:00,1086.99
2012-07-09T21:00:00,1068.27
2012-07-10T21:00:00,1079.33
2012-07-11T21:00:00,1085.05
2012-07-12T21:00:00,1085.09
2012-07-13T21:00:00,1085.09
2012-07-15T21:00:00,1083.93
2012-07-16T21:00:00,1082.64
2012-07-17T21:00:00,1076.13
2012-07-18T21:00:00,1076.44
2012-07-19T21:00:00,1082.93
2012-07-22T21:00:00,1075.32
2012-07-23T21:00:00,1074.96
2012-07-24T21:00:00,1084.56
2012-07-25T21:00:00,1085.02
2012-07-26T21:00:00,1088.96
2012-07-29T21:00:00,1106.66
2012-07-30T21:00:00,1099.2
2012-07-31T21:00:00,1081.09
2012-08-01T21:00:00,1071.27
2012-08-02T21:00:00,1090.26
2012-08-03T21:00:00,1090.26
2012-08-05T21:00:00,1092.36
2012-08-06T21:00:00,1102.59
2012-08-07T21:00:00,1099.15
2012-08-08T21:00:00,1103.91
2012-08-09T21:00:00,1102.21
2012-08-12T21:00:00,1091.97
2012-08-13T21:00:00,1093.7
2012-08-14T21:00:00,1094.73
2012-08-15T21:00:00,1106.93
2012-08-16T21:00:00,1104.85
2012-08-17T21:00:00,1104.85
2012-08-19T21:00:00,1131.54
2012-08-20T21:00:00,1146.55
2012-08-21T21:00:00,1161.95
2012-08-22T21:00:00,1188.33
2012-08-23T21:00:00,1198.12
2012-08-26T21:00:00,1197.07
2012-08-27T21:00:00,1201.28
2012-08-28T21:00:00,1197.89
2012-08-29T21:00:00,1189.25
2012-08-30T21:00:00,1229.43
2012-08-31T21:00:00,1229.43
2012-09-02T21:00:00,1247.7
2012-09-03T21:00:00,1253.03
2012-09-04T21:00:00,1251.11
2012-09-05T21:00:00,1260.31
2012-09-06T21:00:00,1285.81
2012-09-08T21:00:00,1285.81
2012-09-09T21:00:00,1277.8
2012-09-10T21:00:00,1276.14
2012-09-11T21:00:00,1267.27
2012-09-12T21:00:00,1306.96
2012-09-13T21:00:00,1305.66
2012-09-16T21:00:00,1293.42
2012-09-17T21:00:00,1313.67
2012-09-18T21:00:00,1306.26
2012-09-19T21:00:00,1309.72
2012-09-20T21:00:00,1304.67
2012-09-21T21:00:00,1304.67
2012-09-23T21:00:00,1289.55
2012-09-24T21:00:00,1284.07
2012-09-25T21:00:00,1291.67
2012-09-26T21:00:00,1308.64
2012-09-27T21:00:00,1307.3
2012-09-30T21:00:00,1312.97
2012-10-01T21:00:00,1312.63
2012-10-02T21:00:00,1315.12
2012-10-03T21:00:00,1323.12
2012-10-04T21:00:00,1309.83
2012-10-07T21:00:00,1293.69
2012-10-08T21:00:00,1293.49
2012-10-09T21:00:00,1296.11
2012-10-10T21:00:00,1294.72
2012-10-11T21:00:00,1277.68
2012-10-14T21:00:00,1254.16
2012-10-15T21:00:00,1260.53
2012-10-16T21:00:00,1265.12
2012-10-17T21:00:00,1254.88
2012-10-18T21:00:00,1234.55
2012-10-21T21:00:00,1246.45
2012-10-22T21:00:00,1225.41
2012-10-23T21:00:00,1225.74
2012-10-24T21:00:00,1239.59
2012-10-25T21:00:00,1236.24
2012-10-26T21:00:00,1236.24
2012-10-28T21:00:00,1228.43
2012-10-29T21:00:00,1226.53
2012-10-30T21:00:00,1241.47
2012-10-31T21:00:00,1242.21
2012-11-01T21:00:00,1202.29
2012-11-02T21:00:00,1202.29
2012-11-04T22:00:00,1211.41
2012-11-05T22:00:00,1236.26
2012-11-06T22:00:00,1232.3
2012-11-07T22:00:00,1249.8
2012-11-08T22:00:00,1260.37
2012-11-09T22:00:00,1260.37
2012-11-11T22:00:00,1253.16
2012-11-12T22:00:00,1256.4
2012-11-13T22:00:00,1264.82
2012-11-14T22:00:00,1264.09
2012-11-15T22:00:00,1254.68
2012-11-18T22:00:00,1277.01
2012-11-19T22:00:00,1279.82
2012-11-20T22:00:00,1287.11
2012-11-21T22:00:00,1286.34
2012-11-22T22:00:00,1303.12
2012-11-23T22:00:00,1303.12
2012-11-25T22:00:00,1306.38
2012-11-26T22:00:00,1304.33
2012-11-27T22:00:00,1295.13
2012-11-28T22:00:00,1310.54
2012-11-29T22:00:00,1285.8
2012-12-02T22:00:00,1291.8
2012-12-03T22:00:00,1267.44
2012-12-04T22:00:00,1266.32
2012-12-05T22:00:00,1271.63
2012-12-06T22:00:00,1273.4
2012-12-07T22:00:00,1273.4
2012-12-09T22:00:00,1277.89
2012-12-10T22:00:00,1267.55
2012-12-11T22:00:00,1282.45
2012-12-12T22:00:00,1253.36
2012-12-13T22:00:00,1241.82
2012-12-16T22:00:00,1241.92
2012-12-17T22:00:00,1220.97
2012-12-18T22:00:00,1202.78
2012-12-19T22:00:00,1164.62
2012-12-20T22:00:00,1170.59
2012-12-23T22:00:00,1167.63
2012-12-25T22:00:00,1172.8
2012-12-26T22:00:00,1178.95
2012-12-27T22:00:00,1174.19
2012-12-30T22:00:00,1181.91
2013-01-01T22:00:00,1203.55
2013-01-02T22:00:00,1178.92
2013-01-03T22:00:00,1181.56
2013-01-04T22:00:00,1181.56
2013-01-06T22:00:00,1177.58
2013-01-07T22:00:00,1185.14
2013-01-08T22:00:00,1185.32
2013-01-09T22:00:00,1197.3
2013-01-10T22:00:00,1185.94
2013-01-11T22:00:00,1185.94
2013-01-13T22:00:00,1207.09
2013-01-14T22:00:00,1219.63
2013-01-15T22:00:00,1222.71
2013-01-16T22:00:00,1233.89
2013-01-17T22:00:00,1240.75
2013-01-18T22:00:00,1240.75
2013-01-20T22:00:00,1245.02
2013-01-21T22:00:00,1250.1
2013-01-22T22:00:00,1251.63
2013-01-23T22:00:00,1236.0
2013-01-24T22:00:00,1220.95
2013-01-27T22:00:00,1211.56
2013-01-28T22:00:00,1226.43
2013-01-29T22:00:00,1247.33
2013-01-30T22:00:00,1227.61
2013-01-31T22:00:00,1241.64
2013-02-01T22:00:00,1241.64
2013-02-03T22:00:00,1238.45
2013-02-04T22:00:00,1242.46
2013-02-05T22:00:00,1244.75
2013-02-06T22:00:00,1235.34
2013-02-07T22:00:00,1231.7
2013-02-08T22:00:00,1231.7
2013-02-10T22:00:00,1220.32
2013-02-11T22:00:00,1222.76
2013-02-12T22:00:00,1210.67
2013-02-13T22:00:00,1197.78
2013-02-14T22:00:00,1179.68
2013-02-15T22:00:00,1179.68
2013-02-17T22:00:00,1187.18
2013-02-18T22:00:00,1170.85
2013-02-19T22:00:00,1145.0
2013-02-20T22:00:00,1149.71
2013-02-21T22:00:00,1150.69
2013-02-24T22:00:00,1161.86
2013-02-25T22:00:00,1177.25
2013-02-26T22:00:00,1162.0
2013-02-27T22:00:00,1148.35
2013-02-28T22:00:00,1153.68
2013-03-01T22:00:00,1153.68
2013-03-03T22:00:00,1151.52
2013-03-04T22:00:00,1155.19
2013-03-05T22:00:00,1172.14
2013-03-06T22:00:00,1165.3
2013-03-07T22:00:00,1173.24
2013-03-08T22:00:00,1173.24
2013-03-10T21:00:00,1171.37
2013-03-11T21:00:00,1176.4
2013-03-12T21:00:00,1170.75
2013-03-13T21:00:00,1162.55
2013-03-14T21:00:00,1157.54
2013-03-15T21:00:00,1157.54
2013-03-17T21:00:00,1162.96
2013-03-18T21:00:00,1164.84
2013-03-19T21:00:00,1162.72
2013-03-20T21:00:00,1172.28
2013-03-21T21:00:00,1153.57
2013-03-24T21:00:00,1158.97
2013-03-25T21:00:00,1155.19
2013-03-26T21:00:00,1154.15
2013-03-27T21:00:00,1140.52
2013-03-28T21:00:00,1140.3
2013-03-31T21:00:00,1126.39
2013-04-01T21:00:00,1098.77
2013-04-02T21:00:00,1087.35
2013-04-03T21:00:00,1087.18
2013-04-04T21:00:00,1101.66
2013-04-07T21:00:00,1102.45
2013-04-08T21:00:00,1125.79
2013-04-09T21:00:00,1112.66
2013-04-10T21:00:00,1111.49
2013-04-11T21:00:00,1050.46
2013-04-12T21:00:00,1050.46
2013-04-14T21:00:00,927.21
2013-04-15T21:00:00,951.67
2013-04-16T21:00:00,953.5
2013-04-17T21:00:00,949.04
2013-04-18T21:00:00,949.78
2013-04-21T21:00:00,956.07
2013-04-22T21:00:00,937.31
2013-04-23T21:00:00,945.3
2013-04-24T21:00:00,997.27
2013-04-25T21:00:00,978.3
2013-04-28T21:00:00,998.23
2013-04-29T21:00:00,985.57
2013-04-30T21:00:00,956.57
2013-05-01T21:00:00,968.59
2013-05-02T21:00:00,979.76
2013-05-05T21:00:00,976.7
2013-05-06T21:00:00,977.09
2013-05-07T21:00:00,974.86
2013-05-08T21:00:00,971.22
2013-05-09T21:00:00,984.01
2013-05-12T21:00:00,978.35
2013-05-13T21:00:00,971.63
2013-05-14T21:00:00,934.38
2013-05-15T21:00:00,941.73
2013-05-16T21:00:00,928.75
2013-05-19T21:00:00,952.46
2013-05-20T21:00:00,933.4
2013-05-21T21:00:00,932.64
2013-05-22T21:00:00,941.28
2013-05-23T21:00:00,931.9
2013-05-26T21:00:00,945.06
2013-05-27T21:00:00,936.39
2013-05-28T21:00:00,937.54
2013-05-29T21:00:00,946.16
2013-05-30T21:00:00,927.5
2013-06-02T21:00:00,939.79
2013-06-03T21:00:00,934.74
2013-06-04T21:00:00,934.68
2013-06-05T21:00:00,929.94
2013-06-06T21:00:00,888.07
2013-06-09T21:00:00,902.61
2013-06-10T21:00:00,886.36
2013-06-11T21:00:00,889.26
2013-06-12T21:00:00,887.98
2013-06-13T21:00:00,899.05
2013-06-16T21:00:00,890.59
2013-06-17T21:00:00,884.32
2013-06-18T21:00:00,879.95
2013-06-19T21:00:00,802.34
2013-06-20T21:00:00,827.81
2013-06-23T21:00:00,804.9
2013-06-24T21:00:00,803.69
2013-06-25T21:00:00,746.24
2013-06-26T21:00:00,746.23
2013-06-27T21:00:00,817.5
2013-06-30T21:00:00,811.86
2013-07-01T21:00:00,805.36
2013-07-02T21:00:00,823.54
2013-07-03T21:00:00,813.68
2013-07-04T21:00:00,785.85
2013-07-07T21:00:00,792.85
2013-07-08T21:00:00,804.24
2013-07-09T21:00:00,801.92
2013-07-10T21:00:00,837.11
2013-07-11T21:00:00,828.84
2013-07-14T21:00:00,831.5
2013-07-15T21:00:00,826.87
2013-07-16T21:00:00,791.63
2013-07-17T21:00:00,797.03
2013-07-18T21:00:00,800.89
2013-07-21T21:00:00,852.04
2013-07-22T21:00:00,846.19
2013-07-23T21:00:00,837.85
2013-07-24T21:00:00,835.12
2013-07-25T21:00:00,820.21
2013-07-28T21:00:00,814.98
2013-07-29T21:00:00,811.47
2013-07-30T21:00:00,817.52
2013-07-31T21:00:00,813.17
2013-08-01T21:00:00,826.31
2013-08-04T21:00:00,815.34
2013-08-05T21:00:00,803.72
2013-08-06T21:00:00,803.3
2013-08-07T21:00:00,835.5
2013-08-08T21:00:00,849.26
2013-08-11T21:00:00,896.16
2013-08-12T21:00:00,904.95
2013-08-13T21:00:00,923.83
2013-08-14T21:00:00,972.63
2013-08-15T21:00:00,984.54
2013-08-18T21:00:00,982.92
2013-08-19T21:00:00,975.15
2013-08-20T21:00:00,974.74
2013-08-21T21:00:00,987.39
2013-08-22T21:00:00,1030.06
2013-08-25T21:00:00,1040.54
2013-08-26T21:00:00,1045.66
2013-08-27T21:00:00,1042.32
2013-08-28T21:00:00,1024.55
2013-08-29T21:00:00,1009.91
2013-09-01T21:00:00,1040.68
2013-09-02T21:00:00,1044.13
2013-09-03T21:00:00,1006.74
2013-09-04T21:00:00,997.34
2013-09-05T21:00:00,1021.13
2013-09-08T21:00:00,1012.35
2013-09-09T21:00:00,979.13
2013-09-10T21:00:00,986.62
2013-09-11T21:00:00,923.08
2013-09-12T21:00:00,944.25
2013-09-15T21:00:00,922.36
2013-09-16T21:00:00,917.08
2013-09-17T21:00:00,962.95
2013-09-18T21:00:00,971.35
2013-09-19T21:00:00,914.18
2013-09-22T21:00:00,906.7
2013-09-23T21:00:00,911.61
2013-09-24T21:00:00,914.68
2013-09-25T21:00:00,912.78
2013-09-26T21:00:00,913.29
2013-09-27T21:00:00,912.39
2013-09-29T21:00:00,908.35
2013-09-30T21:00:00,884.19
2013-10-01T21:00:00,907.96
2013-10-02T21:00:00,904.88
2013-10-03T21:00:00,910.34
2013-10-06T21:00:00,939.69
2013-10-07T21:00:00,938.15
2013-10-08T21:00:00,919.65
2013-10-09T21:00:00,913.2
2013-10-10T21:00:00,895.59
2013-10-13T21:00:00,890.06
2013-10-14T21:00:00,894.38
2013-10-15T21:00:00,895.91
2013-10-16T21:00:00,910.43
2013-10-17T21:00:00,912.46
2013-10-20T21:00:00,929.25
2013-10-21T21:00:00,946.8
2013-10-22T21:00:00,942.83
