,AUD_CAD,AUD_CHF,AUD_HKD,AUD_JPY,AUD_NZD,AUD_SGD,AUD_USD,CAD_CHF,CAD_HKD,CAD_JPY,CAD_SGD,CHF_HKD,CHF_JPY,EUR_AUD,EUR_CAD,EUR_CHF,EUR_GBP,EUR_HKD,EUR_JPY,EUR_NZD,EUR_SGD,EUR_USD,GBP_AUD,GBP_CAD,GBP_CHF,GBP_HKD,GBP_JPY,GBP_NZD,GBP_SGD,GBP_USD,HKD_JPY,NZD_CAD,NZD_CHF,NZD_HKD,NZD_JPY,NZD_SGD,NZD_USD,SGD_CHF,SGD_HKD,SGD_JPY,USD_CAD,USD_CHF,USD_HKD,USD_JPY,USD_SGD
2012-01-02,-0.12,0.21,0.13,0.03,-0.01,0.12,0.12,0.32,0.24,0.13,0.24,-0.09,-0.18,-0.16,-0.27,0.06,-0.11,-0.04,-0.14,-0.15,-0.05,-0.05,-0.05,-0.19,0.16,0.09,-0.01,-0.12,0.08,0.07,-0.11,-0.08,0.28,0.21,0.1,0.19,0.19,0.08,0.01,-0.09,-0.22,0.1,0.01,-0.09,0.01
2012-01-03,0.56,0.59,1.4,1.19,-0.02,0.35,1.41,0.02,0.82,0.63,-0.22,0.81,0.6,-0.51,0.07,0.08,0.03,0.89,0.67,-0.51,-0.15,0.89,-0.54,0.02,0.04,0.86,0.65,-0.55,-0.19,0.86,-0.2,0.58,0.58,1.4,1.19,0.36,1.41,0.24,1.04,0.84,-0.82,-0.8,-0.01,-0.21,-1.03
2012-01-04,0.15,0.93,-0.07,-0.12,0.17,0.21,-0.08,0.79,-0.22,-0.24,0.07,-1.0,-1.03,-0.73,-0.59,0.2,-0.63,-0.8,-0.84,-0.61,-0.54,-0.82,-0.1,0.04,0.84,-0.17,-0.21,0.04,0.11,-0.18,-0.03,-0.01,0.81,-0.2,-0.24,0.06,-0.22,0.73,-0.28,-0.31,0.23,1.02,0.02,-0.02,0.29
2012-01-05,-0.32,0.12,-1.05,-0.5,-0.12,-0.67,-1.01,0.45,-0.72,-0.17,-0.35,-1.17,-0.61,-0.19,-0.5,-0.06,-0.4,-1.23,-0.67,-0.3,-0.85,-1.19,0.21,-0.11,0.34,-0.84,-0.28,0.08,-0.47,-0.8,0.56,-0.19,0.25,-0.92,-0.36,-0.55,-0.88,0.79,-0.38,0.18,0.69,1.14,-0.04,0.52,0.34
2012-01-06,0.52,-0.05,-0.34,-0.53,-0.33,-0.11,-0.33,-0.55,-0.85,-1.04,-0.61,-0.3,-0.49,-0.19,0.3,-0.25,-0.09,-0.55,-0.72,-0.54,-0.31,-0.54,-0.12,0.41,-0.16,-0.45,-0.64,-0.44,-0.22,-0.45,-0.18,0.86,0.29,-0.01,-0.19,0.23,0.0,0.06,-0.24,-0.43,0.85,0.29,-0.01,-0.19,0.23
2012-01-09,-0.07,-0.47,0.37,0.27,-0.62,0.2,0.37,-0.41,0.43,0.35,0.27,0.84,0.75,0.18,0.12,-0.29,0.31,0.55,0.46,-0.42,0.38,0.55,-0.16,-0.22,-0.62,0.21,0.12,-0.75,0.05,0.21,-0.11,0.54,0.13,0.97,0.89,0.81,0.97,-0.67,0.17,0.06,-0.43,-0.83,0.0,-0.1,-0.16
2012-01-10,-0.06,0.67,0.73,0.73,-0.21,0.22,0.72,0.74,0.81,0.79,0.28,0.06,0.05,-0.63,-0.67,0.05,-0.07,0.11,0.1,-0.82,-0.4,0.1,-0.55,-0.61,0.12,0.18,0.18,-0.76,-0.34,0.17,-0.0,0.15,0.89,0.96,0.94,0.43,0.94,0.46,0.52,0.51,-0.79,-0.05,0.01,0.01,-0.5
2012-01-11,0.38,0.49,-0.03,-0.02,-0.37,0.14,-0.03,0.12,-0.4,-0.39,-0.23,-0.52,-0.51,-0.53,-0.16,-0.03,0.46,-0.56,-0.55,-0.86,-0.38,-0.55,-0.98,-0.6,-0.48,-1.0,-0.99,-1.31,-0.84,-1.01,0.01,0.72,0.83,0.3,0.31,0.48,0.31,0.36,-0.17,-0.16,0.4,0.53,0.0,0.01,0.17
2012-01-12,0.18,-0.78,0.23,0.09,0.64,0.16,0.23,-0.95,0.05,-0.08,-0.02,1.01,0.88,0.62,0.81,-0.17,0.82,0.85,0.72,1.26,0.77,0.85,-0.2,-0.02,-0.97,0.03,-0.1,0.43,-0.05,0.02,-0.12,-0.45,-1.4,-0.4,-0.52,-0.47,-0.4,-0.93,0.07,-0.05,-0.05,-1.0,0.0,-0.12,-0.07
2012-01-13,0.34,0.73,-0.1,0.21,-0.17,0.14,-0.07,0.39,-0.43,-0.13,-0.2,-0.82,-0.53,-0.98,-0.64,-0.25,-0.97,-1.06,-0.8,-1.16,-0.83,-1.04,-0.02,0.31,0.7,-0.11,0.17,-0.2,0.12,-0.09,0.3,0.52,0.92,0.09,0.38,0.33,0.12,0.6,-0.24,0.07,0.41,0.8,-0.03,0.27,0.21
2012-01-16,-0.43,0.13,0.26,-0.13,0.09,0.06,0.23,0.57,0.68,0.29,0.48,0.13,-0.28,-0.0,-0.43,0.13,-0.04,0.24,-0.14,0.1,0.05,0.23,0.04,-0.38,0.17,0.3,-0.1,0.14,0.1,0.29,-0.4,-0.52,0.03,0.15,-0.24,-0.04,0.14,0.07,0.19,-0.2,-0.66,-0.11,0.01,-0.38,-0.18
2012-01-17,0.33,0.1,0.55,0.67,-0.23,0.12,0.6,-0.24,0.22,0.34,-0.2,0.46,0.58,-0.05,0.27,0.05,0.48,0.5,0.62,-0.3,0.07,0.55,-0.53,-0.21,-0.43,0.01,0.13,-0.78,-0.41,0.06,0.12,0.58,0.35,0.8,0.93,0.37,0.86,-0.03,0.43,0.54,-0.27,-0.51,-0.05,0.07,-0.47
2012-01-18,0.19,-0.48,0.53,0.58,0.03,-0.07,0.58,-0.67,0.36,0.39,-0.26,1.03,1.06,0.42,0.6,-0.07,0.31,0.96,0.99,0.5,0.36,1.0,0.1,0.29,-0.38,0.64,0.68,0.16,0.03,0.68,0.04,0.12,-0.54,0.49,0.51,-0.13,0.53,-0.42,0.6,0.64,-0.4,-1.06,-0.04,-0.0,-0.63
2012-01-19,-0.2,-0.95,-0.18,0.2,0.04,-0.58,-0.16,-0.75,0.03,0.39,-0.39,0.78,1.17,0.98,0.78,0.04,0.51,0.8,1.18,1.0,0.39,0.81,0.48,0.28,-0.49,0.31,0.69,0.54,-0.12,0.32,0.37,-0.22,-0.99,-0.23,0.18,-0.64,-0.22,-0.37,0.42,0.78,-0.04,-0.79,-0.01,0.36,-0.43
2012-01-20,0.87,0.91,0.65,0.52,0.21,0.65,0.63,0.02,-0.22,-0.34,-0.22,-0.25,-0.16,-0.9,-0.04,-0.03,-0.83,-0.26,-0.38,-0.7,-0.28,-0.28,-0.06,0.81,0.85,0.59,0.46,0.13,0.58,0.57,-0.13,0.66,0.72,0.47,0.32,0.45,0.45,0.25,0.02,-0.11,0.24,0.27,0.02,-0.11,-0.0
2012-01-23,-0.16,-0.63,0.42,0.52,0.03,-0.06,0.43,-0.47,0.57,0.67,0.09,1.06,1.16,0.61,0.46,-0.01,0.99,1.05,1.15,0.65,0.56,1.06,-0.36,-0.52,-1.0,0.06,0.16,-0.32,-0.42,0.07,0.09,-0.19,-0.67,0.37,0.47,-0.11,0.39,-0.58,0.48,0.57,-0.58,-1.07,-0.01,0.08,-0.49
2012-01-24,-0.27,-0.32,-0.32,0.52,-0.54,-0.28,-0.32,-0.04,-0.05,0.79,-0.01,-0.0,0.83,0.46,0.19,0.13,-0.21,0.15,0.99,-0.06,0.16,0.15,0.7,0.43,0.39,0.38,1.22,0.15,0.4,0.38,0.84,0.25,0.22,0.22,1.06,0.24,0.22,-0.03,-0.03,0.81,0.05,0.0,-0.0,0.83,0.03
2012-01-25,0.54,0.35,0.99,1.15,0.39,0.53,1.0,-0.2,0.45,0.62,-0.0,0.64,0.79,-0.45,0.08,-0.11,0.34,0.53,0.68,-0.06,0.08,0.54,-0.79,-0.26,-0.45,0.19,0.35,-0.39,-0.26,0.2,0.15,0.15,-0.06,0.59,0.75,0.12,0.6,-0.18,0.46,0.61,-0.46,-0.65,-0.01,0.14,-0.47
2012-01-26,0.06,0.2,0.28,-0.1,-0.3,-0.01,0.32,0.14,0.23,-0.17,-0.08,0.09,-0.3,-0.31,-0.24,-0.1,-0.19,-0.02,-0.41,-0.6,-0.32,0.02,-0.11,-0.05,0.08,0.17,-0.22,-0.4,-0.13,0.21,-0.39,0.35,0.49,0.57,0.18,0.27,0.61,0.21,0.3,-0.09,-0.26,-0.13,-0.04,-0.43,-0.34
2012-01-27,0.25,-0.59,0.21,-0.73,-0.11,-0.27,0.24,-0.83,-0.02,-0.98,-0.51,0.81,-0.24,0.6,0.84,-0.0,0.61,0.82,-0.14,0.49,0.34,0.85,0.01,0.25,-0.59,0.22,-0.74,-0.12,-0.25,0.25,-0.95,0.36,-0.47,0.34,-0.61,-0.14,0.37,-0.34,0.48,-0.47,-0.0,-0.84,-0.03,-0.97,-0.51
2012-01-30,-0.38,0.15,-0.37,-0.82,0.12,0.11,-0.38,0.52,0.01,-0.44,0.54,-0.53,-0.97,-0.26,-0.62,-0.1,-0.45,-0.62,-1.06,-0.15,-0.14,-0.63,0.21,-0.16,0.37,-0.15,-0.59,0.34,0.33,-0.16,-0.45,-0.48,0.05,-0.48,-0.92,0.01,-0.5,0.05,-0.48,-0.93,0.0,0.54,0.01,-0.44,0.49
2012-01-31,0.33,0.55,0.21,0.11,-0.69,0.27,0.22,0.24,-0.11,-0.21,-0.05,-0.35,-0.44,-0.67,-0.35,-0.11,-0.75,-0.47,-0.56,-1.38,-0.4,-0.46,0.09,0.42,0.65,0.3,0.2,-0.61,0.36,0.31,-0.1,1.04,1.27,0.92,0.83,0.99,0.93,0.28,-0.07,-0.16,0.1,0.34,-0.01,-0.1,0.06
2012-02-01,0.39,0.25,0.79,0.69,0.03,0.2,0.78,-0.13,0.4,0.3,-0.2,0.52,0.43,-0.2,0.2,0.05,0.11,0.6,0.51,-0.09,0.0,0.59,-0.31,0.07,-0.05,0.47,0.38,-0.21,-0.12,0.46,-0.1,0.28,0.15,0.69,0.59,0.1,0.68,0.06,0.59,0.5,-0.39,-0.52,0.01,-0.09,-0.58
2012-02-02,0.14,0.22,0.06,0.09,-0.01,-0.24,0.07,0.1,-0.06,-0.04,-0.36,-0.16,-0.13,-0.21,-0.07,0.04,0.04,-0.13,-0.11,-0.23,-0.43,-0.13,-0.24,-0.11,-0.02,-0.18,-0.15,-0.28,-0.48,-0.17,0.03,0.17,0.24,0.09,0.11,-0.2,0.1,0.46,0.3,0.33,0.06,0.15,-0.01,0.02,-0.31
2012-02-03,-0.05,0.7,0.53,1.06,0.19,0.13,0.55,0.74,0.58,1.11,0.18,-0.17,0.35,-0.44,-0.49,0.26,0.06,0.09,0.61,-0.22,-0.31,0.1,-0.48,-0.53,0.22,0.04,0.56,-0.27,-0.35,0.05,0.53,-0.27,0.48,0.31,0.85,-0.08,0.33,0.57,0.4,0.92,-0.59,0.16,-0.02,0.51,-0.42
2012-02-06,-0.16,-0.46,-0.29,-0.37,-0.27,0.09,-0.28,-0.32,-0.16,-0.22,0.24,0.16,0.09,0.4,0.24,-0.07,0.01,0.09,0.02,0.15,0.49,0.11,0.36,0.21,-0.1,0.06,-0.02,0.12,0.45,0.08,-0.08,0.09,-0.23,-0.07,-0.14,0.34,-0.05,-0.56,-0.4,-0.46,0.14,-0.18,-0.01,-0.09,0.39
2012-02-07,0.64,-0.0,0.76,1.08,0.54,0.56,0.76,-0.61,0.15,0.43,-0.05,0.76,1.04,0.21,0.84,0.22,0.52,0.99,1.27,0.75,0.79,0.99,-0.28,0.32,-0.28,0.48,0.75,0.22,0.28,0.48,0.28,0.1,-0.51,0.25,0.53,0.04,0.25,-0.55,0.2,0.48,-0.15,-0.75,0.0,0.28,-0.2
2012-02-08,0.06,-0.0,-0.08,0.27,-0.01,-0.05,-0.08,-0.06,-0.15,0.21,-0.11,-0.08,0.28,0.08,0.15,0.07,0.49,-0.0,0.36,0.1,0.04,0.0,-0.41,-0.35,-0.41,-0.49,-0.13,-0.38,-0.46,-0.49,0.36,0.07,-0.02,-0.12,0.25,-0.07,-0.11,0.04,-0.04,0.32,0.14,0.08,-0.0,0.36,0.04
2012-02-09,-0.26,-0.19,-0.1,0.69,-0.0,0.04,-0.12,0.07,0.16,0.96,0.31,0.09,0.88,0.31,0.04,0.12,0.2,0.2,1.01,0.32,0.34,0.19,0.12,-0.15,-0.07,0.01,0.81,0.11,0.16,0.0,0.8,-0.29,-0.19,-0.1,0.69,0.03,-0.11,-0.23,-0.13,0.66,-0.15,-0.08,0.02,0.81,0.15
2012-02-10,-0.36,-0.51,-1.03,-1.1,-0.15,0.01,-1.03,-0.16,-0.68,-0.75,0.35,-0.52,-0.58,0.37,0.01,-0.16,-0.29,-0.66,-0.74,0.23,0.38,-0.66,0.65,0.28,0.14,-0.39,-0.45,0.51,0.65,-0.39,-0.07,-0.2,-0.37,-0.88,-0.96,0.13,-0.89,-0.51,-1.03,-1.1,0.69,0.53,0.0,-0.06,1.05
2012-02-13,0.25,0.51,0.37,0.41,-0.21,0.17,0.39,0.26,0.12,0.15,-0.06,-0.13,-0.12,-0.57,-0.31,-0.02,-0.11,-0.19,-0.17,-0.76,-0.39,-0.17,-0.46,-0.22,0.06,-0.09,-0.06,-0.65,-0.27,-0.07,0.03,0.45,0.7,0.57,0.6,0.37,0.58,0.32,0.19,0.22,-0.14,0.11,-0.02,0.01,-0.21
2012-02-14,-0.43,-0.05,-0.38,0.73,-0.35,0.26,-0.38,0.39,0.06,1.18,0.71,-0.33,0.8,-0.02,-0.47,-0.09,0.07,-0.41,0.71,-0.37,0.23,-0.4,-0.1,-0.54,-0.16,-0.48,0.64,-0.45,0.16,-0.47,1.12,-0.1,0.29,-0.03,1.09,0.61,-0.03,-0.31,-0.63,0.47,-0.07,0.32,-0.01,1.11,0.63
2012-02-15,0.13,0.5,0.04,0.04,0.13,0.06,0.04,0.37,-0.09,-0.09,-0.07,-0.47,-0.46,-0.56,-0.44,-0.06,-0.52,-0.52,-0.51,-0.41,-0.5,-0.52,-0.03,0.1,0.46,0.0,0.01,0.11,0.03,0.01,-0.0,-0.02,0.36,-0.1,-0.11,-0.08,-0.09,0.45,-0.02,-0.02,0.08,0.46,-0.01,-0.01,0.02
2012-02-16,0.22,0.08,0.55,1.18,0.55,0.32,0.55,-0.13,0.33,0.96,0.1,0.47,1.1,-0.05,0.17,0.02,-0.18,0.5,1.13,0.47,0.26,0.49,0.13,0.36,0.21,0.68,1.33,0.67,0.45,0.68,0.63,-0.3,-0.44,0.02,0.66,-0.21,0.01,-0.24,0.24,0.87,-0.33,-0.46,0.0,0.63,-0.23
2012-02-17,-0.39,-0.37,-0.45,0.33,-0.36,-0.62,-0.45,0.02,-0.07,0.72,-0.22,-0.07,0.7,0.51,0.14,0.14,-0.1,0.07,0.86,0.16,-0.1,0.07,0.64,0.24,0.25,0.18,0.96,0.27,0.02,0.17,0.8,-0.04,-0.02,-0.08,0.69,-0.24,-0.08,0.24,0.16,0.96,0.07,0.08,-0.0,0.8,-0.16
2012-02-20,-0.12,-0.74,-0.09,-0.07,-0.21,-0.11,-0.09,-0.68,-0.03,0.0,-0.05,0.66,0.7,0.61,0.5,-0.18,0.47,0.47,0.5,0.34,0.45,0.47,0.1,0.05,-0.64,0.02,0.07,-0.13,0.0,0.02,0.04,0.17,-0.51,0.12,0.18,0.11,0.12,-0.64,0.02,0.05,0.03,-0.66,0.0,0.04,-0.02
