,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2012-01-02,0.08,0.2,-0.16,-0.1,0.02,-0.07,0.04,0.13,-0.07,-0.06
2012-01-03,0.73,0.09,0.07,0.16,0.12,-0.82,-0.6,0.73,0.33,-0.83
2012-01-04,0.22,0.06,-0.82,-0.6,0.11,0.3,0.34,0.07,-0.01,0.32
2012-01-05,-0.4,-0.04,-0.53,-0.6,-0.16,0.77,0.15,-0.26,0.35,0.73
2012-01-06,-0.1,-0.67,-0.05,-0.32,-0.22,0.29,0.49,0.28,0.02,0.28
2012-01-09,0.0,0.08,0.53,0.2,-0.16,-0.41,-0.3,0.68,-0.22,-0.4
2012-01-10,0.44,0.51,-0.31,-0.25,-0.17,-0.38,-0.37,0.68,0.2,-0.36
2012-01-11,0.23,-0.18,-0.32,-0.35,-0.85,0.27,0.25,0.61,0.08,0.27
2012-01-12,0.04,-0.16,0.9,0.73,-0.19,-0.22,-0.08,-0.66,-0.14,-0.22
2012-01-13,0.23,-0.15,-0.58,-0.86,0.21,0.33,0.01,0.43,0.07,0.3
2012-01-16,0.02,0.49,-0.13,0.02,0.07,-0.26,0.18,-0.09,-0.05,-0.25
2012-01-17,0.3,-0.06,0.19,0.24,-0.29,-0.31,-0.44,0.58,0.16,-0.37
2012-01-18,0.09,-0.11,0.63,0.56,0.21,-0.5,-0.54,0.03,0.17,-0.55
2012-01-19,-0.37,-0.15,0.69,0.72,0.17,-0.17,-0.59,-0.41,0.29,-0.18
2012-01-20,0.6,-0.37,-0.38,-0.41,0.53,-0.13,-0.01,0.38,-0.11,-0.11
2012-01-23,0.03,0.21,0.74,0.72,-0.37,-0.43,-0.54,-0.01,0.1,-0.45
2012-01-24,-0.3,0.0,0.05,0.22,0.47,0.05,-0.88,0.3,0.02,0.05
2012-01-25,0.69,0.09,0.3,0.18,-0.19,-0.41,-0.58,0.25,0.1,-0.42
2012-01-26,0.1,0.03,-0.12,-0.24,-0.03,-0.22,0.21,0.42,0.11,-0.26
2012-01-27,-0.18,-0.45,0.47,0.49,-0.18,-0.42,0.65,-0.05,0.11,-0.45
2012-01-30,-0.17,0.25,-0.34,-0.45,0.07,0.24,0.74,-0.29,-0.3,0.25
