date,return
2022-04-10T21:00:00,0.0
2022-04-11T21:00:00,-0.1
2022-04-12T21:00:00,0.65
2022-04-13T21:00:00,-0.26
2022-04-14T21:00:00,-0.06
2022-04-17T21:00:00,0.02
2022-04-18T21:00:00,-0.1
2022-04-19T21:00:00,1.03
2022-04-20T21:00:00,-0.67
2022-04-21T21:00:00,-0.99
2022-04-24T21:00:00,-0.13
2022-04-25T21:00:00,-0.74
2022-04-26T21:00:00,0.07
2022-04-27T21:00:00,0.11
2022-04-28T21:00:00,-0.39
2022-05-01T21:00:00,-0.25
2022-05-02T21:00:00,0.3
2022-05-03T21:00:00,0.82
2022-05-04T21:00:00,-0.71
2022-05-05T21:00:00,-0.57
2022-05-08T21:00:00,-0.83
2022-05-09T21:00:00,-0.09
2022-05-10T21:00:00,0.27
2022-05-11T21:00:00,-0.4
2022-05-12T21:00:00,1.02
2022-05-15T21:00:00,0.55
2022-05-16T21:00:00,0.29
2022-05-17T21:00:00,-0.63
2022-05-18T21:00:00,0.51
2022-05-19T21:00:00,-0.1
