,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02,1.15,1.11,1.2,0.99,0.95,0.85,1.21,1.28,0.86,0.85
2013-01-03,0.7,0.62,0.83,0.88,0.84,0.71,0.96,0.86,0.63,0.71
2013-01-04,0.75,0.83,0.69,0.66,0.71,0.76,1.35,1.13,0.66,0.77
2013-01-07,0.66,0.56,0.77,0.75,0.64,0.61,1.12,1.01,0.76,0.61
2013-01-08,0.56,0.51,0.6,0.61,0.63,0.51,1.24,0.65,0.51,0.52
2013-01-09,0.63,0.52,0.58,0.58,0.65,0.5,1.39,0.82,0.58,0.5
2013-01-10,0.98,0.89,1.22,1.46,0.94,0.92,1.75,0.94,0.82,0.93
2013-01-11,0.73,0.7,0.91,1.1,0.73,0.62,1.03,1.16,0.63,0.63
2013-01-14,0.73,0.61,1.29,0.71,0.88,0.59,0.93,1.03,0.64,0.59
2013-01-15,0.73,0.69,1.3,1.01,0.72,0.68,1.8,0.92,0.7,0.68
2013-01-16,0.6,0.57,0.67,0.64,0.78,0.53,1.4,0.78,0.58,0.53
2013-01-17,1.07,0.9,0.98,1.24,0.89,0.77,2.48,1.41,0.79,0.77
2013-01-18,0.72,0.91,1.18,0.86,0.91,0.67,0.93,0.78,0.64,0.67
2013-01-21,0.47,0.5,0.6,0.46,0.62,0.42,1.05,0.61,0.62,0.42
2013-01-22,0.77,0.77,0.86,1.02,0.85,0.72,2.01,0.94,0.75,0.72
2013-01-23,0.62,1.08,0.64,0.72,0.68,0.52,1.01,0.64,0.51,0.52
2013-01-24,1.04,0.79,0.95,1.22,0.84,0.77,2.32,0.94,0.75,0.77
2013-01-25,0.76,0.98,1.09,1.19,0.83,0.67,1.14,0.75,0.84,0.67
2013-01-28,0.58,0.62,0.67,0.61,0.81,0.51,1.04,1.06,0.62,0.52
2013-01-29,0.6,0.58,0.77,0.64,0.56,0.61,0.94,0.69,0.54,0.59
2013-01-30,0.99,0.77,1.58,1.04,0.83,0.71,0.99,1.32,0.7,0.71
2013-01-31,0.73,0.82,0.72,0.64,0.69,0.6,1.37,0.91,0.67,0.61
2013-02-01,1.05,0.94,1.27,1.33,1.49,0.82,1.61,1.34,0.93,0.82
2013-02-04,0.65,0.69,0.74,1.3,0.8,0.56,1.16,0.9,0.65,0.56
