,AUD_CAD,AUD_CHF,AUD_HKD,AUD_JPY,AUD_NZD,AUD_SGD,AUD_USD,CAD_CHF,CAD_HKD,CAD_JPY,CAD_SGD,CHF_HKD,CHF_JPY,EUR_AUD,EUR_CAD,EUR_CHF,EUR_GBP,EUR_HKD,EUR_JPY,EUR_NZD,EUR_SGD,EUR_USD,GBP_AUD,GBP_CAD,GBP_CHF,GBP_HKD,GBP_JPY,GBP_NZD,GBP_SGD,GBP_USD,HKD_JPY,NZD_CAD,NZD_CHF,NZD_HKD,NZD_JPY,NZD_SGD,NZD_USD,SGD_CHF,SGD_HKD,SGD_JPY,USD_CAD,USD_CHF,USD_HKD,USD_JPY,USD_SGD
2005-01-03,0.93875,0.89114,6.05627,80.054,1.08878,1.2742,0.7789,0.95,6.44902,85.241,1.35718,6.79034,89.755,1.73416,1.62681,1.54514,0.70676,10.49414,138.767,1.88628,2.20934,1.34964,2.45225,2.30349,2.18703,14.85539,196.36,2.66929,3.1264,1.91055,13.2225,0.86284,0.81947,,73.562,,0.71515,0.69955,,62.831,1.2057,1.14531,7.77565,102.834,1.63615
2005-01-04,0.93839,0.8937,6.00652,79.99,1.08899,1.26845,0.77175,0.95236,6.3996,85.237,1.35163,6.72276,89.52,1.73222,1.6258,1.54828,0.70626,10.4078,138.525,1.88785,2.19848,1.33725,2.453,2.30245,2.19215,14.7372,196.208,2.67391,3.1129,1.89348,13.3175,0.86132,0.82046,,73.412,,0.70804,0.70427,,63.055,1.21627,1.15781,7.78205,103.653,1.644
2005-01-05,0.93693,0.8939,5.95325,79.785,1.09137,1.26003,0.7644,0.95375,6.35265,85.169,1.34532,6.66165,89.275,1.73546,1.62602,1.55088,0.70488,10.331,138.435,1.894,2.18689,1.32644,2.46185,2.3063,2.19975,14.65723,196.387,2.68766,3.10195,1.88203,13.4,0.85813,0.81864,,73.13,,0.70022,0.70906,,63.309,1.22598,1.16912,7.78741,104.374,1.6485
2005-01-06,0.93797,0.89366,5.9379,79.74,1.0914,1.25687,0.7621,0.95233,6.329,85.034,1.33985,6.64797,89.267,1.73396,1.6262,1.5487,0.70349,10.2991,138.238,1.89195,2.17997,1.32182,2.46425,2.31173,2.2021,14.63603,196.533,2.68989,3.09868,1.87843,13.4175,0.85944,0.81873,,73.059,,0.69808,0.7106,,63.442,1.23109,1.17203,7.79135,104.555,1.64878
2005-01-07,0.9369,0.89579,5.91995,79.606,1.08901,1.2518,0.75982,0.95601,6.32466,85.021,1.33696,6.60946,88.869,1.72841,1.61855,1.54755,0.70041,10.22679,137.546,1.88076,2.163,1.31255,2.46679,2.31101,2.20969,14.60487,196.355,2.68755,3.08825,1.8744,13.4375,0.85994,0.82285,,73.074,,0.69766,0.71534,,63.55,1.23203,1.17891,7.79249,104.692,1.64696
2005-01-10,0.93011,0.89643,5.90873,79.222,1.09164,1.24782,0.75815,0.96425,6.35031,85.221,1.34143,6.5885,88.356,1.72555,1.60398,1.54672,0.69799,10.19102,136.647,1.88264,2.15252,1.30773,2.47161,2.29839,2.21597,14.60155,195.799,2.6976,3.08476,1.8737,13.4125,0.8519,0.82156,,72.604,,0.69467,0.7184,,63.497,1.22717,1.1828,7.7927,104.519,1.64641
2005-01-11,0.92862,0.89819,5.9264,78.963,1.09216,1.24842,0.7602,0.9679,6.38895,85.079,1.34502,6.60288,87.861,1.72392,1.5998,1.54826,0.6982,10.2168,136.054,1.88193,2.1522,1.3105,2.46895,2.29117,2.21711,14.63699,194.799,2.69595,3.08108,1.87763,13.3175,0.85017,0.82265,,72.309,,0.69633,0.71948,,63.259,1.22027,1.18075,7.79551,103.79,1.6407
2005-01-12,0.92398,0.89813,5.9505,78.542,1.08815,1.24935,0.76335,0.97136,6.44565,85.059,1.35323,6.63625,87.555,1.72542,1.5949,1.5492,0.69991,10.2774,135.603,1.87945,2.15793,1.31849,2.46753,2.27815,2.21399,14.6784,193.685,2.68478,3.08255,1.88307,13.1975,0.84856,0.82433,,72.159,,0.70158,0.71784,,62.822,1.2094,1.17473,7.7951,102.87,1.63675
2005-01-13,0.92139,0.89667,5.9718,78.48,1.08641,1.25032,0.76635,0.97346,6.48073,85.21,1.35682,6.65896,87.593,1.72745,1.59105,1.54876,0.70176,10.31327,135.619,1.87548,2.15913,1.32356,2.46204,2.26715,2.20645,14.69967,193.215,2.6732,3.07698,1.88647,13.1475,0.84826,0.82565,,72.265,,0.70537,0.71711,,62.78,1.20242,1.17016,7.79188,102.476,1.63103
2005-01-14,0.92184,0.89626,5.9363,77.851,1.0862,1.2447,0.7617,0.97241,6.43684,84.453,1.3498,6.61974,86.882,1.72805,1.59254,1.54842,0.70142,10.25226,134.493,1.8753,2.15016,1.31544,2.46327,2.27119,2.20764,14.61312,191.731,2.67476,3.06619,1.87498,13.1325,0.84935,0.82585,,71.7,,0.7013,0.72027,,62.57,1.21085,1.17741,7.79361,102.353,1.63441
