,AUD_CAD,AUD_CHF,AUD_HKD,AUD_JPY,AUD_NZD,AUD_SGD,AUD_USD,CAD_CHF,CAD_HKD,CAD_JPY,CAD_SGD,CHF_HKD,CHF_JPY,EUR_AUD,EUR_CAD,EUR_CHF,EUR_GBP,EUR_HKD,EUR_JPY,EUR_NZD,EUR_SGD,EUR_USD,GBP_AUD,GBP_CAD,GBP_CHF,GBP_HKD,GBP_JPY,GBP_NZD,GBP_SGD,GBP_USD,HKD_JPY,NZD_CAD,NZD_CHF,NZD_HKD,NZD_JPY,NZD_SGD,NZD_USD,SGD_CHF,SGD_HKD,SGD_JPY,USD_CAD,USD_CHF,USD_HKD,USD_JPY,USD_SGD
2018-01-01,0.96105,0.69335,5.51995,77.537,1.05002,0.96181,0.7049,0.72112,5.74228,80.663,1.00048,7.96302,111.844,1.62341,1.56086,1.12626,0.89863,8.96584,125.936,1.70502,1.56181,1.1448,1.80624,1.73715,1.25342,9.97604,140.084,1.89772,1.7377,1.27377,14.04457,0.91537,0.66006,5.25466,73.852,0.91565,0.67096,0.72091,5.73885,80.605,1.36387,0.98346,7.83132,109.98,1.36462
2018-01-02,0.97981,0.76115,6.1098,87.974,1.1005,1.04214,0.78187,0.77647,6.2379,89.727,1.06329,8.03247,115.581,1.53846,1.50871,1.17102,0.88842,9.40686,135.303,1.69476,1.60373,1.20371,1.73211,1.69726,1.31825,10.59006,152.339,1.90734,1.80481,1.35492,14.38914,0.88874,0.69006,5.54147,79.865,0.94596,0.70894,0.73002,5.86318,84.397,1.25283,0.973,7.81569,112.452,1.33286
2018-01-03,0.98082,0.76311,6.1194,88.0,1.10322,1.0408,0.78288,0.7784,6.24046,89.706,1.06137,8.01764,115.265,1.53709,1.50692,1.17301,0.88778,9.40688,135.219,1.69583,1.60003,1.20352,1.73131,1.69729,1.32124,10.59359,152.309,1.91045,1.80204,1.35531,14.37978,0.88888,0.69164,5.54788,79.75,0.94385,0.70982,0.73322,5.87927,84.535,1.25254,0.97494,7.81602,112.394,1.32948
2018-01-04,0.98256,0.76574,6.13306,88.406,1.10178,1.04268,0.78453,0.77951,6.24563,90.014,1.06168,8.01001,115.449,1.53517,1.5081,1.175,0.89002,9.4148,135.688,1.69092,1.60088,1.2044,1.72482,1.69412,1.321,10.57896,152.461,1.90048,1.79862,1.35329,14.41034,0.89166,0.6951,5.56709,80.239,0.94647,0.71213,0.73425,5.88187,84.769,1.25162,0.97593,7.81716,112.651,1.32908
2018-01-05,0.97799,0.76636,6.14487,88.775,1.09755,1.043,0.78591,0.78404,6.28482,90.796,1.06665,8.01491,115.874,1.53326,1.49922,1.17474,0.88877,9.42189,136.178,1.68267,1.59916,1.20501,1.72544,1.68727,1.32237,10.59899,153.148,1.89357,1.79939,1.35552,14.447,0.89126,0.69849,5.60166,80.898,0.95061,0.71641,0.73497,5.89194,85.097,1.24413,0.97554,7.81852,112.961,1.32708
2018-01-08,0.97455,0.76621,6.13991,88.804,1.09503,1.04392,0.78511,0.78649,6.29843,91.093,1.0712,8.01067,115.832,1.52876,1.48945,1.17129,0.88453,9.38538,135.718,1.6733,1.59596,1.2001,1.72808,1.68346,1.32409,10.60333,153.362,1.89115,1.80376,1.35594,14.46401,0.8903,0.6998,5.60817,81.113,0.95353,0.71686,0.73409,5.88212,85.052,1.24165,0.97634,7.81999,113.123,1.32955
2018-01-09,0.97432,0.76772,6.12706,88.386,1.09253,1.04516,0.78347,0.78818,6.28678,90.68,1.07243,7.97874,115.106,1.52523,1.48616,1.17144,0.882,9.34583,134.838,1.66595,1.594,1.19493,1.72918,1.68516,1.32848,10.59753,152.877,1.88896,1.80737,1.35499,14.4262,0.89219,0.70303,5.61102,80.929,0.95672,0.71745,0.7348,5.86348,84.59,1.24411,0.98024,7.82123,112.824,1.33386
2018-01-10,0.97964,0.76778,6.12894,87.728,1.09092,1.04569,0.78357,0.78399,6.25534,89.531,1.06702,7.98074,114.211,1.52589,1.49429,1.17145,0.8837,9.35264,133.812,1.66385,1.59537,1.19565,1.72663,1.69036,1.32585,10.57819,151.503,1.88362,1.80496,1.35228,14.32337,0.89781,0.7047,5.61836,80.395,0.95866,0.71827,0.73449,5.86143,83.916,1.25049,0.98019,7.82215,112.034,1.33445
2018-01-11,0.98638,0.76914,6.15366,87.65,1.08967,1.04818,0.78665,0.77902,6.23714,88.849,1.0621,8.006,114.052,1.52376,1.50405,1.172,0.88726,9.38148,133.604,1.65899,1.59731,1.19921,1.71778,1.69548,1.32091,10.57231,150.591,1.87099,1.79977,1.35148,14.24066,0.90629,0.70602,5.65295,80.484,0.96223,0.72259,0.73356,5.87305,83.638,1.25425,0.97714,7.82316,111.406,1.33204
2018-01-12,0.98702,0.76744,6.17635,87.756,1.08862,1.04727,0.78953,0.77749,6.25917,88.939,1.06133,8.05086,114.379,1.53363,1.51409,1.17749,0.88905,9.48103,134.652,1.6695,1.60795,1.212,1.72693,1.70449,1.32498,10.66721,151.568,1.8788,1.80914,1.36362,14.21732,0.9067,0.70514,5.67303,80.65,0.96274,0.72517,0.73257,5.89642,83.797,1.24993,0.97169,7.82311,111.219,1.32673
2018-01-15,0.9875,0.76636,6.20944,87.919,1.09173,1.04993,0.79371,0.77563,6.28798,89.052,1.06303,8.10645,114.778,1.54051,1.52253,1.18082,0.88892,9.57242,135.513,1.68176,1.61784,1.22354,1.73337,1.71252,1.32816,10.7716,152.44,1.89222,1.82009,1.37683,14.16125,0.90473,0.70214,5.68792,80.585,0.96165,0.72709,0.72983,5.91472,83.751,1.24429,0.96509,7.82356,110.787,1.32273
