,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-02,0.55,-0.04,-0.67,-0.45,-0.54,0.24,0.71,0.1,-0.14,0.24
2014-01-03,0.42,0.34,-0.81,-0.71,-0.25,-0.03,-0.07,1.16,-0.02,-0.03
2014-01-06,0.01,-0.33,0.01,0.17,-0.07,-0.11,0.53,0.09,-0.19,-0.11
2014-01-07,-0.18,-0.82,-0.3,0.21,0.29,0.32,-0.09,0.22,0.03,0.32
2014-01-08,-0.13,-0.37,-0.07,-0.13,0.5,0.19,-0.08,-0.06,-0.04,0.19
2014-01-09,-0.11,-0.33,0.43,0.17,0.13,-0.1,-0.05,-0.24,0.19,-0.09
2014-01-10,0.84,-0.88,0.17,0.14,-0.35,-0.37,0.32,0.29,0.21,-0.37
2014-01-13,0.4,0.18,0.02,-0.34,-0.97,-0.28,0.78,0.84,-0.37,-0.28
2014-01-14,-0.73,-0.5,-0.08,0.42,0.74,0.36,-0.96,0.42,-0.04,0.35
2014-01-15,-0.26,0.48,-0.42,-0.24,-0.1,0.36,-0.01,-0.21,0.02,0.36
2014-01-16,-1.18,0.04,0.49,0.13,-0.1,0.0,0.23,0.22,0.16,0.01
2014-01-17,-0.16,0.01,-0.31,-0.31,0.81,0.33,0.36,-0.99,-0.07,0.34
2014-01-20,0.32,-0.01,-0.15,-0.05,-0.1,-0.18,-0.13,0.8,-0.32,-0.17
2014-01-21,-0.03,-0.15,-0.01,0.1,0.36,0.03,-0.1,-0.08,-0.15,0.04
2014-01-22,0.64,-1.16,-0.1,-0.05,0.72,0.05,-0.17,-0.03,0.04,0.06
2014-01-23,-1.4,-0.49,1.39,0.87,0.08,-0.36,1.0,-0.44,-0.31,-0.35
2014-01-24,-0.88,0.35,0.57,0.06,-0.82,0.15,1.14,-0.97,0.2,0.2
2014-01-27,0.54,-0.52,-0.19,-0.07,0.5,-0.09,-0.37,0.02,0.22,-0.03
2014-01-28,0.5,-0.37,-0.1,-0.02,-0.04,0.01,-0.43,0.33,0.12,-0.01
2014-01-29,-0.44,-0.12,0.39,-0.01,-0.05,0.07,0.77,-0.53,-0.14,0.06
2014-01-30,0.97,0.38,-0.77,-0.62,-0.27,0.21,-0.22,-0.39,0.45,0.25
2014-01-31,-0.31,0.48,-0.24,-0.37,-0.11,0.24,0.96,-0.91,0.07,0.19
2014-02-03,-0.29,-0.13,0.6,0.25,-0.9,-0.14,1.01,-0.33,0.02,-0.09
2014-02-04,1.75,-0.07,-0.79,-0.49,-0.29,-0.39,-1.17,1.73,0.17,-0.44
2014-02-05,-0.16,0.01,0.04,0.14,-0.08,0.05,0.24,-0.35,0.09,0.02
2014-02-06,0.48,-0.0,0.18,0.34,-0.05,-0.1,-0.85,0.31,-0.17,-0.13
2014-02-07,-0.22,0.17,0.18,0.15,0.39,-0.2,-0.49,0.42,-0.2,-0.21
2014-02-10,-0.09,-0.18,0.23,0.23,0.02,0.01,0.29,-0.23,-0.27,-0.01
2014-02-11,0.88,0.24,-0.42,-0.29,0.1,-0.21,-0.63,0.47,0.07,-0.22
2014-02-12,-0.16,0.03,-0.34,-0.42,0.92,-0.06,0.05,-0.03,0.07,-0.06
2014-02-13,-0.84,-0.01,0.65,0.46,0.18,-0.24,0.14,0.07,-0.16,-0.25
2014-02-14,0.42,-0.33,-0.15,-0.16,0.33,-0.26,0.14,0.04,0.23,-0.26
2014-02-17,-0.27,0.31,0.08,0.07,-0.27,0.1,-0.21,0.05,0.04,0.1
2014-02-18,0.01,0.21,0.5,0.49,-0.14,0.07,-0.41,-0.68,-0.1,0.06
2014-02-19,-0.06,-1.06,0.17,0.04,0.22,0.24,0.31,-0.16,0.05,0.25
2014-02-20,0.08,-0.2,-0.1,-0.11,-0.16,0.01,0.06,0.43,-0.04,0.02
2014-02-21,-0.25,-0.01,0.33,0.29,-0.11,0.12,-0.1,-0.19,-0.2,0.12
2014-02-24,0.46,0.25,-0.36,-0.21,-0.04,-0.25,-0.22,0.38,0.2,-0.21
2014-02-25,-0.21,-0.26,0.24,0.06,0.14,-0.05,0.26,-0.05,-0.11,-0.02
2014-02-26,-0.37,-0.16,-0.22,-0.21,0.21,0.26,0.11,0.09,0.01,0.27
2014-02-27,-0.23,-0.1,0.11,-0.0,-0.06,-0.2,0.09,0.55,0.06,-0.19
2014-02-28,-0.72,0.35,0.76,0.51,0.12,-0.22,0.14,-0.13,-0.56,-0.24
2014-03-03,0.55,0.06,-0.27,-0.18,-0.29,0.01,0.07,0.16,-0.14,0.03
2014-03-04,0.26,-0.07,-0.45,0.14,0.08,0.1,-0.74,0.38,0.21,0.09
2014-03-05,0.26,0.47,-0.13,-0.23,0.22,-0.15,-0.26,0.19,-0.22,-0.16
2014-03-06,0.86,0.02,0.42,0.59,-0.31,-0.43,-1.27,0.35,0.18,-0.43
2014-03-07,-0.08,-0.85,0.5,0.31,0.03,0.17,-0.02,0.06,-0.3,0.17
2014-03-10,-0.11,-0.04,0.03,0.1,-0.47,0.09,-0.15,0.31,0.14,0.09
2014-03-11,-0.49,0.06,0.0,-0.07,-0.12,0.05,0.32,0.04,0.16,0.06
2014-03-12,-0.05,-0.34,0.34,0.17,-0.18,-0.24,0.08,0.52,-0.11,-0.19
2014-03-13,0.33,0.3,-0.27,-0.47,-0.17,-0.18,0.81,0.03,-0.2,-0.19
2014-03-14,-0.09,-0.42,0.15,0.23,0.06,-0.14,0.42,-0.13,0.03,-0.11
2014-03-17,0.86,0.32,-0.26,-0.06,-0.18,-0.17,-0.7,0.31,0.05,-0.17
2014-03-18,0.43,-0.89,-0.06,0.04,-0.36,-0.06,0.29,0.68,0.01,-0.06
2014-03-19,-0.35,-0.31,-0.28,-0.14,0.34,0.68,-0.3,-0.11,-0.19,0.66
2014-03-20,0.19,0.14,-0.19,-0.23,-0.05,0.22,0.13,-0.2,-0.19,0.2
2014-03-21,0.35,0.04,-0.02,-0.03,-0.25,-0.06,0.02,-0.08,0.18,-0.14
2014-03-24,0.21,0.03,0.01,0.18,0.11,-0.11,-0.24,-0.14,0.1,-0.14
2014-03-25,0.31,0.13,-0.37,-0.22,0.09,-0.1,-0.14,0.27,0.15,-0.12
2014-03-26,0.58,0.47,-0.44,-0.51,0.21,-0.19,0.07,0.09,-0.12,-0.16
2014-03-27,0.22,0.52,-0.4,-0.54,-0.01,-0.19,-0.34,0.85,0.09,-0.19
2014-03-28,-0.07,-0.25,0.02,0.14,0.23,0.05,-0.64,-0.08,0.56,0.05
2014-03-31,0.22,0.08,0.07,-0.02,-0.02,-0.05,-0.35,0.07,0.06,-0.06
2014-04-01,-0.12,0.32,0.23,0.27,-0.13,0.1,-0.37,-0.35,-0.06,0.1
2014-04-02,0.23,0.12,-0.2,-0.0,0.18,0.2,-0.03,-0.63,-0.07,0.2
2014-04-03,-0.02,0.17,-0.35,-0.19,-0.01,0.17,0.13,-0.19,0.11,0.18
2014-04-04,0.45,0.29,-0.42,-0.4,-0.41,-0.27,0.41,0.49,0.13,-0.27
2014-04-07,-0.33,-0.08,0.44,0.2,0.06,-0.13,0.04,0.1,-0.15,-0.15
2014-04-08,0.42,-0.15,-0.08,-0.21,0.27,-0.65,0.73,0.28,0.04,-0.66
2014-04-09,0.08,0.16,0.18,0.19,0.03,-0.27,-0.47,0.25,0.13,-0.28
2014-04-10,0.28,-0.57,0.39,0.24,-0.07,-0.01,0.49,-0.42,-0.33,-0.01
2014-04-11,-0.15,-0.38,0.15,0.07,-0.25,0.07,-0.02,0.21,0.23,0.07
2014-04-14,0.45,0.2,-0.17,-0.14,0.1,0.04,-0.19,0.1,-0.44,0.04
2014-04-15,-0.58,-0.02,0.11,0.1,0.16,0.15,0.08,-0.4,0.24,0.16
2014-04-16,0.2,-0.28,-0.18,0.04,0.48,0.03,-0.31,-0.2,0.19,0.03
2014-04-17,-0.28,0.26,-0.02,0.15,0.16,0.15,-0.0,-0.54,-0.03,0.16
2014-04-18,0.06,-0.16,-0.03,-0.01,-0.03,0.01,-0.02,0.16,0.02,0.01
2014-04-21,-0.05,0.19,-0.15,-0.1,0.06,0.07,-0.1,-0.03,0.05,0.06
2014-04-22,0.41,-0.21,-0.08,0.01,0.13,-0.06,-0.08,0.33,-0.36,-0.08
2014-04-23,-0.79,0.07,0.32,0.21,-0.16,0.12,0.19,-0.13,0.07,0.11
2014-04-24,-0.33,0.09,0.21,0.11,0.13,-0.02,0.25,-0.27,-0.16,-0.01
2014-04-25,0.11,-0.2,-0.01,-0.02,-0.04,-0.04,0.08,0.11,0.07,-0.04
2014-04-28,-0.12,0.21,0.13,0.13,0.1,0.09,-0.24,-0.42,0.04,0.09
2014-04-29,0.1,0.81,-0.45,-0.37,0.08,-0.05,-0.2,0.12,0.01,-0.05
2014-04-30,-0.04,-0.44,0.11,0.18,0.03,-0.26,0.17,0.59,-0.08,-0.27
2014-05-01,-0.22,-0.01,0.12,-0.01,0.1,-0.03,-0.14,0.18,0.05,-0.03
2014-05-02,-0.01,-0.21,0.11,-0.01,-0.16,-0.04,0.07,0.37,-0.07,-0.05
2014-05-05,-0.15,0.27,-0.12,-0.08,-0.11,0.0,0.01,0.13,0.07,-0.01
2014-05-06,0.46,0.16,-0.04,-0.06,0.24,-0.47,0.03,0.34,-0.19,-0.47
2014-05-07,-0.02,0.16,-0.03,0.09,0.08,0.22,-0.02,-0.8,0.07,0.24
2014-05-08,0.57,0.67,-0.52,-0.6,-0.17,-0.02,0.24,-0.23,0.11,-0.04
2014-05-09,0.21,-0.35,-0.41,-0.28,-0.15,0.36,0.14,-0.09,0.21,0.36
2014-05-12,0.04,0.08,-0.12,0.07,0.19,0.05,-0.21,0.0,-0.14,0.04
2014-05-13,0.13,0.03,-0.17,-0.31,-0.15,0.13,-0.02,0.25,-0.03,0.13
2014-05-14,0.09,0.03,-0.08,-0.03,-0.51,-0.12,0.27,0.39,0.08,-0.12
2014-05-15,-0.21,0.07,-0.1,-0.0,0.19,0.03,0.37,-0.27,-0.11,0.04
2014-05-16,0.01,0.22,-0.21,-0.14,0.19,-0.0,0.07,-0.21,0.07,0.0
2014-05-19,-0.48,-0.08,0.06,0.19,0.04,0.05,0.11,-0.03,0.09,0.05
2014-05-20,-0.84,-0.13,0.23,0.14,0.36,0.19,0.39,-0.5,-0.03,0.2
2014-05-21,0.08,-0.11,-0.18,-0.14,0.36,-0.03,-0.06,0.03,0.09,-0.03
2014-05-22,-0.2,0.36,0.01,-0.13,-0.08,0.09,-0.28,-0.0,0.11,0.11
2014-05-23,0.13,0.39,-0.08,-0.11,-0.12,0.1,-0.16,-0.14,-0.1,0.09
2014-05-26,-0.04,0.06,0.12,0.12,-0.01,-0.06,-0.07,0.05,-0.11,-0.06
2014-05-27,0.28,0.06,-0.22,-0.05,-0.17,0.05,0.0,0.21,-0.23,0.05
2014-05-28,-0.05,0.07,0.04,-0.13,-0.42,0.23,0.4,-0.67,0.29,0.23
