date,return,volatility
2021-09-19T21:00:00,0.34,0.8
2021-09-20T21:00:00,-0.18,0.54
2021-09-21T21:00:00,-0.2,0.62
2021-09-22T21:00:00,-0.2,0.58
2021-09-23T21:00:00,-0.64,1.08
2021-09-26T21:00:00,0.26,0.4
2021-09-27T21:00:00,-0.26,0.58
2021-09-28T21:00:00,-0.35,0.68
2021-09-29T21:00:00,-0.01,0.65
2021-09-30T21:00:00,0.15,0.72
2021-10-03T21:00:00,-0.12,0.53
2021-10-04T21:00:00,0.06,0.37
2021-10-05T21:00:00,-0.21,0.53
2021-10-06T21:00:00,0.24,0.47
2021-10-07T21:00:00,-0.72,0.89
2021-10-10T21:00:00,0.58,1.0
2021-10-11T21:00:00,-0.17,0.49
2021-10-12T21:00:00,0.2,0.59
2021-10-13T21:00:00,-0.07,0.31
2021-10-14T21:00:00,0.02,0.42
2021-10-17T21:00:00,-0.0,0.49
2021-10-18T21:00:00,0.72,0.86
2021-10-19T21:00:00,0.24,0.43
2021-10-20T21:00:00,-0.26,0.62
2021-10-21T21:00:00,-0.04,0.44
2021-10-24T21:00:00,0.45,0.64
2021-10-25T21:00:00,0.16,0.38
2021-10-26T21:00:00,-0.02,0.94
2021-10-27T21:00:00,0.21,0.72
2021-10-28T21:00:00,-0.01,0.36
2021-10-31T21:00:00,0.09,0.36
2021-11-01T21:00:00,-0.92,1.3
2021-11-02T21:00:00,0.02,0.49
2021-11-03T21:00:00,-0.12,0.57
2021-11-04T21:00:00,0.0,0.53
2021-11-07T22:00:00,0.34,0.52
2021-11-08T22:00:00,-0.65,0.77
2021-11-09T22:00:00,-0.27,0.55
2021-11-10T22:00:00,0.27,0.78
2021-11-11T22:00:00,0.26,0.48
2021-11-14T22:00:00,0.03,0.45
2021-11-15T22:00:00,-0.23,0.48
2021-11-16T22:00:00,-0.06,0.45
2021-11-17T22:00:00,0.06,0.42
2021-11-18T22:00:00,-0.33,0.41
2021-11-21T22:00:00,0.22,0.58
2021-11-22T22:00:00,-0.23,0.62
2021-11-23T22:00:00,-0.45,0.67
2021-11-24T22:00:00,-0.26,0.38
2021-11-25T22:00:00,0.12,0.72
2021-11-28T22:00:00,-0.02,0.46
2021-11-29T22:00:00,0.08,0.98
2021-11-30T22:00:00,0.01,0.39
2021-12-01T22:00:00,-0.31,0.51
2021-12-02T22:00:00,-1.05,1.41
2021-12-05T22:00:00,0.11,0.42
2021-12-06T22:00:00,0.05,0.53
2021-12-07T22:00:00,0.79,1.01
2021-12-08T22:00:00,0.13,0.47
2021-12-09T22:00:00,0.46,0.66
2021-12-12T22:00:00,0.14,0.57
2021-12-13T22:00:00,0.09,0.64
2021-12-14T22:00:00,0.77,0.92
2021-12-15T22:00:00,-0.28,0.67
2021-12-16T22:00:00,0.08,0.45
2021-12-19T22:00:00,0.15,0.73
2021-12-20T22:00:00,0.38,0.67
2021-12-21T22:00:00,0.25,0.92
2021-12-22T22:00:00,0.16,0.5
2021-12-23T22:00:00,-0.32,0.45
2021-12-26T22:00:00,0.02,0.33
2021-12-27T22:00:00,0.04,0.49
2021-12-28T22:00:00,0.07,0.52
2021-12-29T22:00:00,-0.45,0.79
2021-12-30T22:00:00,-0.64,0.96
2022-01-02T22:00:00,-0.18,0.47
2022-01-03T22:00:00,0.32,0.47
2022-01-04T22:00:00,0.12,0.63
2022-01-05T22:00:00,-1.07,1.14
2022-01-06T22:00:00,-0.42,0.59
2022-01-09T22:00:00,0.19,0.35
2022-01-10T22:00:00,-0.31,0.51
2022-01-11T22:00:00,0.44,0.88
2022-01-12T22:00:00,0.05,0.33
2022-01-13T22:00:00,-0.69,0.85
2022-01-16T22:00:00,-0.29,0.44
2022-01-17T22:00:00,-0.39,0.55
2022-01-18T22:00:00,0.36,0.75
2022-01-19T22:00:00,0.16,0.62
2022-01-20T22:00:00,-0.08,0.48
2022-01-23T22:00:00,0.01,0.62
2022-01-24T22:00:00,0.1,0.58
2022-01-25T22:00:00,-0.19,0.63
2022-01-26T22:00:00,-0.53,0.79
2022-01-27T22:00:00,-0.24,0.68
2022-01-30T22:00:00,0.58,1.15
2022-01-31T22:00:00,0.7,1.1
2022-02-01T22:00:00,-0.02,0.45
2022-02-02T22:00:00,0.06,0.6
2022-02-03T22:00:00,-0.19,0.63
2022-02-06T22:00:00,0.0,0.43
2022-02-07T22:00:00,0.55,0.71
2022-02-08T22:00:00,0.21,0.56
2022-02-09T22:00:00,0.24,0.9
2022-02-10T22:00:00,-0.43,0.66
2022-02-13T22:00:00,-0.08,0.48
2022-02-14T22:00:00,0.25,0.67
2022-02-15T22:00:00,0.42,0.7
2022-02-16T22:00:00,0.05,0.69
2022-02-17T22:00:00,0.21,0.43
2022-02-20T22:00:00,0.2,0.57
2022-02-21T22:00:00,0.51,0.72
2022-02-22T22:00:00,-0.09,0.37
2022-02-23T22:00:00,-0.3,0.84
2022-02-24T22:00:00,0.02,1.0
2022-02-27T22:00:00,0.24,0.82
2022-02-28T22:00:00,0.46,0.63
2022-03-01T22:00:00,-0.23,0.65
2022-03-02T22:00:00,0.83,1.01
2022-03-03T22:00:00,1.02,1.32
2022-03-06T22:00:00,-0.1,1.24
2022-03-07T22:00:00,-0.11,0.83
2022-03-08T22:00:00,0.11,0.63
2022-03-09T22:00:00,0.22,0.71
2022-03-10T22:00:00,-0.98,1.32
2022-03-13T21:00:00,-0.69,0.84
2022-03-14T21:00:00,-0.35,0.97
2022-03-15T21:00:00,0.6,1.03
2022-03-16T21:00:00,0.76,1.19
2022-03-17T21:00:00,0.32,0.72
2022-03-20T21:00:00,-0.27,0.53
2022-03-21T21:00:00,0.78,1.12
2022-03-22T21:00:00,0.36,0.67
2022-03-23T21:00:00,-0.08,0.43
2022-03-24T21:00:00,-0.31,0.71
2022-03-27T21:00:00,0.1,0.53
2022-03-28T21:00:00,0.1,0.63
2022-03-29T21:00:00,-0.06,0.69
2022-03-30T21:00:00,-0.14,0.7
2022-03-31T21:00:00,0.29,0.71
2022-04-03T21:00:00,0.48,0.69
2022-04-04T21:00:00,0.46,1.12
2022-04-05T21:00:00,-0.44,1.0
2022-04-06T21:00:00,-0.01,0.61
2022-04-07T21:00:00,-0.39,0.62
2022-04-10T21:00:00,0.0,0.29
2022-04-11T21:00:00,0.6,0.88
2022-04-12T21:00:00,-0.65,0.95
2022-04-13T21:00:00,-0.14,0.56
2022-04-14T21:00:00,-0.17,0.45
2022-04-17T21:00:00,-0.59,0.73
2022-04-18T21:00:00,0.43,0.6
2022-04-19T21:00:00,0.02,0.67
2022-04-20T21:00:00,-0.41,0.86
2022-04-21T21:00:00,-0.73,0.95
2022-04-24T21:00:00,-0.82,1.26
2022-04-25T21:00:00,-0.06,0.81
2022-04-26T21:00:00,0.01,0.7
2022-04-27T21:00:00,-0.49,1.05
2022-04-28T21:00:00,-0.04,0.79
2022-05-01T21:00:00,-0.0,0.72
2022-05-02T21:00:00,0.32,1.12
2022-05-03T21:00:00,1.4,1.7
2022-05-04T21:00:00,-1.3,1.85
2022-05-05T21:00:00,0.08,0.77
2022-05-08T21:00:00,-0.89,1.1
2022-05-09T21:00:00,-0.08,0.75
2022-05-10T21:00:00,-0.21,1.21
2022-05-11T21:00:00,-0.82,1.14
2022-05-12T21:00:00,0.15,0.49
2022-05-15T21:00:00,0.02,0.64
2022-05-16T21:00:00,0.55,0.84
2022-05-17T21:00:00,-0.44,0.7
2022-05-18T21:00:00,0.81,1.19
2022-05-19T21:00:00,0.03,0.77
2022-05-22T21:00:00,0.24,0.72
2022-05-23T21:00:00,0.4,0.79
2022-05-24T21:00:00,-0.26,0.78
2022-05-25T21:00:00,-0.14,0.71
2022-05-26T21:00:00,0.48,0.77
2022-05-29T21:00:00,-0.11,0.43
2022-05-30T21:00:00,-0.33,0.75
2022-05-31T21:00:00,0.1,0.66
2022-06-01T21:00:00,0.59,0.9
2022-06-02T21:00:00,-0.63,0.87
2022-06-05T21:00:00,-0.4,0.54
2022-06-06T21:00:00,0.16,0.98
2022-06-07T21:00:00,-0.38,0.62
2022-06-08T21:00:00,-0.3,0.68
2022-06-09T21:00:00,-0.06,1.0
