date,return,volatility
2021-12-30T22:00:00,0.17,0.45
2022-01-02T22:00:00,-0.75,1.21
2022-01-03T22:00:00,0.35,0.88
2022-01-04T22:00:00,-0.09,0.69
2022-01-05T22:00:00,-0.71,0.97
2022-01-06T22:00:00,0.45,0.8
2022-01-09T22:00:00,-0.21,0.7
2022-01-10T22:00:00,0.33,0.76
2022-01-11T22:00:00,0.89,1.24
2022-01-12T22:00:00,0.23,0.91
2022-01-13T22:00:00,-0.9,1.18
2022-01-16T22:00:00,-0.26,0.46
2022-01-17T22:00:00,-0.34,0.82
2022-01-18T22:00:00,0.2,0.69
2022-01-19T22:00:00,-0.32,0.83
2022-01-20T22:00:00,-0.59,0.76
2022-01-23T22:00:00,-0.26,1.01
2022-01-24T22:00:00,-0.2,0.76
2022-01-25T22:00:00,-0.58,0.97
2022-01-26T22:00:00,-1.01,1.38
2022-01-27T22:00:00,-0.56,1.01
2022-01-30T22:00:00,0.44,0.88
2022-01-31T22:00:00,0.95,1.24
2022-02-01T22:00:00,-0.05,0.58
2022-02-02T22:00:00,0.47,1.09
2022-02-03T22:00:00,-0.69,1.42
2022-02-06T22:00:00,0.33,0.61
2022-02-07T22:00:00,0.24,0.39
2022-02-08T22:00:00,0.5,0.85
2022-02-09T22:00:00,-0.08,1.19
2022-02-10T22:00:00,-0.47,1.0
2022-02-13T22:00:00,-0.41,0.87
2022-02-14T22:00:00,0.36,0.71
2022-02-15T22:00:00,0.6,0.88
2022-02-16T22:00:00,0.2,0.88
2022-02-17T22:00:00,0.09,0.64
2022-02-20T22:00:00,0.07,0.76
2022-02-21T22:00:00,0.5,1.11
2022-02-22T22:00:00,0.6,1.15
2022-02-23T22:00:00,-1.12,2.2
2022-02-24T22:00:00,0.8,0.97
2022-02-27T22:00:00,1.37,1.52
2022-02-28T22:00:00,-0.14,0.74
2022-03-01T22:00:00,0.48,0.82
2022-03-02T22:00:00,0.19,0.71
2022-03-03T22:00:00,0.9,1.54
2022-03-06T22:00:00,-0.39,1.54
2022-03-07T22:00:00,-0.25,0.75
2022-03-08T22:00:00,0.49,0.83
2022-03-09T22:00:00,0.33,0.93
2022-03-10T22:00:00,-0.79,1.13
2022-03-13T21:00:00,-0.97,1.03
2022-03-14T21:00:00,0.35,0.95
2022-03-15T21:00:00,1.0,1.53
2022-03-16T21:00:00,0.63,1.12
2022-03-17T21:00:00,0.36,0.68
2022-03-20T21:00:00,-0.2,0.73
2022-03-21T21:00:00,1.22,1.48
2022-03-22T21:00:00,0.17,0.77
2022-03-23T21:00:00,-0.11,0.54
2022-03-24T21:00:00,0.0,0.62
2022-03-27T21:00:00,-0.79,1.16
2022-03-28T21:00:00,0.59,1.01
2022-03-29T21:00:00,0.61,1.01
2022-03-30T21:00:00,-0.59,0.72
2022-03-31T21:00:00,-0.16,0.75
2022-04-03T21:00:00,0.39,0.91
2022-04-04T21:00:00,-0.05,1.45
2022-04-05T21:00:00,-0.45,1.02
2022-04-06T21:00:00,-0.4,0.83
2022-04-07T21:00:00,-0.65,1.12
2022-04-10T21:00:00,-0.36,0.63
2022-04-11T21:00:00,0.39,1.23
2022-04-12T21:00:00,-0.78,2.18
2022-04-13T21:00:00,-0.13,0.99
2022-04-14T21:00:00,-0.39,0.78
2022-04-17T21:00:00,-0.67,0.92
2022-04-18T21:00:00,0.03,0.66
2022-04-19T21:00:00,1.11,1.24
2022-04-20T21:00:00,-1.14,1.24
2022-04-21T21:00:00,-1.48,1.67
2022-04-24T21:00:00,-0.13,0.97
2022-04-25T21:00:00,-0.82,1.28
2022-04-26T21:00:00,-0.33,0.97
2022-04-27T21:00:00,-0.84,1.45
2022-04-28T21:00:00,-0.5,1.42
2022-05-01T21:00:00,-0.49,0.96
2022-05-02T21:00:00,-0.0,1.02
2022-05-03T21:00:00,-0.11,0.84
2022-05-04T21:00:00,-0.06,2.46
2022-05-05T21:00:00,-0.37,0.99
2022-05-08T21:00:00,-1.3,1.51
2022-05-09T21:00:00,-0.49,1.15
2022-05-10T21:00:00,0.04,1.57
2022-05-11T21:00:00,-0.98,1.38
2022-05-12T21:00:00,0.93,1.1
2022-05-15T21:00:00,0.48,1.48
2022-05-16T21:00:00,0.84,1.11
2022-05-17T21:00:00,-1.03,1.27
2022-05-18T21:00:00,1.37,1.99
2022-05-19T21:00:00,0.38,0.8
2022-05-22T21:00:00,1.05,1.54
2022-05-23T21:00:00,-0.09,0.74
2022-05-24T21:00:00,0.3,1.46
2022-05-25T21:00:00,0.07,0.83
2022-05-26T21:00:00,0.9,1.19
2022-05-29T21:00:00,0.34,0.56
2022-05-30T21:00:00,-0.59,1.25
2022-05-31T21:00:00,-0.49,1.16
2022-06-01T21:00:00,1.15,1.62
2022-06-02T21:00:00,-0.75,1.16
2022-06-05T21:00:00,-0.34,0.8
2022-06-06T21:00:00,-0.0,1.19
2022-06-07T21:00:00,-0.66,0.89
2022-06-08T21:00:00,-0.97,1.27
2022-06-09T21:00:00,-0.45,1.36
