date,return,volatility
2021-04-18T21:00:00,0.0,0.0
2021-04-19T21:00:00,-0.23,0.6
2021-04-20T21:00:00,-0.14,0.48
2021-04-21T21:00:00,-0.29,0.48
2021-04-22T21:00:00,0.41,0.6
2021-04-25T21:00:00,0.07,0.5
2021-04-26T21:00:00,0.68,0.79
2021-04-27T21:00:00,0.33,0.66
2021-04-28T21:00:00,0.39,0.69
2021-04-29T21:00:00,-0.13,0.33
2021-05-02T21:00:00,-0.02,0.53
2021-05-03T21:00:00,-0.12,0.32
2021-05-04T21:00:00,-0.03,0.42
2021-05-05T21:00:00,0.49,0.75
2021-05-06T21:00:00,0.3,0.48
2021-05-09T21:00:00,0.21,0.54
2021-05-10T21:00:00,-0.47,0.68
2021-05-11T21:00:00,0.37,0.52
2021-05-12T21:00:00,0.11,0.46
2021-05-13T21:00:00,0.44,0.53
2021-05-16T21:00:00,-0.22,0.41
2021-05-17T21:00:00,0.3,0.55
2021-05-18T21:00:00,-0.35,0.81
2021-05-19T21:00:00,0.34,0.48
2021-05-20T21:00:00,0.11,0.4
2021-05-23T21:00:00,0.03,0.4
2021-05-24T21:00:00,0.18,0.5
2021-05-25T21:00:00,0.04,0.33
2021-05-26T21:00:00,0.69,0.93
2021-05-27T21:00:00,-0.31,0.5
2021-05-30T21:00:00,-0.15,0.45
2021-05-31T21:00:00,0.08,0.47
2021-06-01T21:00:00,-0.1,0.47
2021-06-02T21:00:00,0.05,0.32
2021-06-03T21:00:00,-0.2,0.37
2021-06-06T21:00:00,0.01,0.36
2021-06-07T21:00:00,0.32,0.42
2021-06-08T21:00:00,0.24,0.39
2021-06-09T21:00:00,-0.17,0.45
2021-06-10T21:00:00,-0.05,0.41
2021-06-13T21:00:00,0.31,0.43
2021-06-14T21:00:00,0.17,0.42
2021-06-15T21:00:00,-0.62,0.67
2021-06-16T21:00:00,-1.37,1.67
2021-06-17T21:00:00,-0.69,0.81
2021-06-20T21:00:00,0.55,1.12
2021-06-21T21:00:00,0.34,0.58
2021-06-22T21:00:00,0.25,0.48
2021-06-23T21:00:00,0.08,0.42
2021-06-24T21:00:00,-0.05,0.28
2021-06-27T21:00:00,-0.29,0.6
2021-06-28T21:00:00,-0.27,0.45
2021-06-29T21:00:00,0.11,0.42
2021-06-30T21:00:00,0.32,0.64
2021-07-01T21:00:00,0.02,0.35
2021-07-04T21:00:00,0.04,0.31
2021-07-05T21:00:00,-0.58,0.78
2021-07-06T21:00:00,-0.18,0.54
2021-07-07T21:00:00,0.28,0.89
2021-07-08T21:00:00,0.52,0.61
2021-07-11T21:00:00,0.14,0.38
2021-07-12T21:00:00,-0.15,0.57
2021-07-13T21:00:00,-0.16,0.49
2021-07-14T21:00:00,-0.49,0.74
2021-07-15T21:00:00,0.0,0.39
2021-07-18T21:00:00,-0.4,0.7
2021-07-19T21:00:00,-0.05,0.69
2021-07-20T21:00:00,0.83,0.99
2021-07-21T21:00:00,-0.27,0.52
2021-07-22T21:00:00,0.25,0.41
2021-07-25T21:00:00,0.35,0.62
2021-07-26T21:00:00,-0.37,0.56
2021-07-27T21:00:00,0.64,0.72
2021-07-28T21:00:00,0.04,0.41
2021-07-29T21:00:00,0.28,0.41
2021-08-01T21:00:00,-0.24,0.51
2021-08-02T21:00:00,-0.06,0.49
2021-08-03T21:00:00,0.01,0.47
2021-08-04T21:00:00,0.27,0.35
2021-08-05T21:00:00,-0.46,0.57
2021-08-08T21:00:00,-0.66,0.68
2021-08-09T21:00:00,-0.09,0.33
2021-08-10T21:00:00,0.01,0.22
2021-08-11T21:00:00,-0.14,0.31
2021-08-12T21:00:00,0.16,0.48
