,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2010-01-01,0.02,-0.01,0.0,-0.03,-0.03,-0.0,-0.02,0.03,0.04,0.0
2010-01-04,1.05,0.41,0.09,0.17,-0.87,-0.71,-0.12,0.9,-0.24,-0.68
2010-01-05,-0.08,0.26,-0.38,-0.35,-0.62,0.02,0.97,0.06,0.11,0.02
2010-01-06,0.69,0.44,0.36,0.04,-0.09,-0.25,-1.02,0.22,-0.12,-0.28
2010-01-07,0.23,0.25,-0.2,-0.27,-0.1,0.48,-0.76,-0.38,0.25,0.5
2010-01-08,0.3,-0.06,0.51,0.19,0.06,-0.57,0.27,0.13,-0.25,-0.57
2010-01-11,-0.17,-0.8,0.4,0.42,0.08,-0.23,0.38,0.02,0.14,-0.23
2010-01-12,-1.03,-0.46,-0.11,-0.08,0.46,0.12,1.44,-0.32,-0.14,0.12
2010-01-13,0.26,0.62,-0.18,-0.04,0.57,-0.25,-0.72,0.07,-0.1,-0.23
2010-01-14,0.65,0.55,-0.31,-0.34,0.11,-0.28,-0.07,0.06,-0.11,-0.26
2010-01-15,-0.66,-0.19,-0.3,-0.44,-0.06,0.39,0.96,-0.29,0.17,0.43
2010-01-18,0.35,0.15,0.02,-0.08,0.25,-0.35,-0.32,0.48,-0.19,-0.3
2010-01-19,-0.03,-0.22,-0.5,-0.4,0.49,0.35,-0.09,-0.17,0.22,0.35
2010-01-20,-0.66,-0.67,-0.28,-0.49,0.46,0.85,0.81,-1.13,0.18,0.93
2010-01-21,-0.87,-0.26,0.51,0.21,-0.28,0.33,1.35,-1.43,0.07,0.38
2010-01-22,0.06,-0.59,0.12,0.39,-0.59,-0.03,0.73,-0.07,-0.01,-0.02
2010-01-25,-0.09,-0.12,-0.13,-0.24,0.78,-0.14,-0.24,0.09,0.27,-0.18
2010-01-26,-0.3,-0.15,-0.33,-0.24,-0.31,0.29,1.15,-0.48,-0.02,0.38
2010-01-27,-0.21,0.04,-0.2,-0.19,0.37,0.19,-0.25,-0.08,0.13,0.19
2010-01-28,0.04,-0.1,-0.1,-0.3,-0.1,0.25,0.22,-0.13,0.11,0.12
2010-01-29,-0.76,0.16,-0.32,-0.27,-0.46,0.62,0.15,-0.05,0.36,0.58
2010-02-01,1.06,0.68,0.05,0.17,-0.29,-0.41,-1.28,0.92,-0.53,-0.37
2010-02-02,-0.74,0.25,0.03,0.14,-0.01,-0.1,0.15,0.46,-0.03,-0.13
2010-02-03,0.1,-0.07,0.03,-0.04,-0.04,0.5,-0.21,-1.0,0.21,0.52
2010-02-04,-1.57,-0.47,-0.03,-0.61,-0.22,0.7,3.09,-1.69,0.06,0.74
2010-02-05,0.59,0.38,-0.48,-0.27,-0.71,0.09,-0.18,0.44,0.04,0.09
2010-02-08,-0.18,-0.52,0.33,0.11,0.15,0.19,0.5,-0.66,-0.12,0.2
2010-02-09,0.98,0.24,0.2,0.39,0.13,-0.8,-1.36,1.31,-0.26,-0.82
2010-02-10,-0.14,0.64,-0.14,-0.21,-0.6,0.28,-0.03,-0.27,0.19,0.28
2010-02-11,1.38,0.81,-0.79,-0.84,0.29,-0.5,-0.27,0.49,-0.05,-0.5
