,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2006-01-02,0.12,-0.03,0.01,-0.18,-0.05,0.04,0.02,-0.05,0.07,0.03
2006-01-03,0.06,-0.3,1.04,0.83,0.68,-0.89,0.62,-0.67,-0.37,-1.0
2006-01-04,0.41,0.24,0.6,0.37,0.21,-0.48,-0.51,-0.12,-0.15,-0.57
2006-01-05,0.25,-1.24,0.21,0.06,-0.01,0.13,0.31,0.09,0.04,0.15
2006-01-06,0.47,-0.85,-0.03,-0.13,0.41,-0.38,0.88,0.13,0.02,-0.52
2006-01-09,0.2,-0.16,-0.39,-0.49,-0.16,0.15,0.12,0.47,0.2,0.07
2006-01-10,-0.67,0.36,-0.3,-0.1,0.1,0.11,0.26,-0.03,0.14,0.12
2006-01-11,0.57,0.25,0.03,0.21,-0.41,-0.28,-0.2,0.22,-0.01,-0.38
2006-01-12,-0.36,0.02,-0.44,-0.46,0.11,0.32,0.19,-0.15,0.38,0.38
2006-01-13,0.31,-0.26,0.26,0.51,0.59,-0.41,-0.31,0.22,-0.41,-0.5
2006-01-16,0.27,0.34,-0.01,0.08,-0.25,0.16,-0.45,-0.18,-0.23,0.28
2006-01-17,-0.06,-0.27,0.1,0.04,0.19,0.16,-0.25,-0.36,0.2,0.25
2006-01-18,-0.55,-0.48,0.23,0.23,-0.07,0.13,0.41,-0.41,0.34,0.18
2006-01-19,0.02,0.84,-0.22,0.02,-0.1,0.03,-0.02,-0.77,0.06,0.14
2006-01-20,-0.12,0.72,0.35,0.01,0.38,-0.31,-0.23,-0.22,-0.26,-0.32
2006-01-23,-0.06,-0.38,0.94,0.77,0.33,-0.59,0.06,-0.07,-0.29,-0.71
2006-01-24,-0.03,-0.02,-0.21,-0.06,0.01,0.13,-0.08,0.01,0.09,0.16
2006-01-25,0.26,0.21,-0.25,-0.25,0.05,0.15,-1.03,0.65,0.1,0.11
2006-01-26,-0.04,0.2,-0.14,-0.03,-0.03,0.21,-0.3,-0.21,0.06,0.27
2006-01-27,0.23,0.61,-0.84,-0.59,-0.29,0.37,-0.39,0.1,0.34,0.45
2006-01-30,-0.11,0.39,-0.32,-0.08,0.06,0.08,-0.3,0.18,0.03,0.06
2006-01-31,0.78,0.0,0.18,0.0,0.08,-0.45,-0.22,0.34,-0.14,-0.59
2006-02-01,-0.25,0.29,-0.46,-0.32,0.21,0.38,-0.26,-0.11,0.01,0.51
2006-02-02,-0.07,-0.41,0.2,0.16,0.31,0.01,-0.59,0.67,-0.2,-0.07
2006-02-03,-0.22,0.42,-0.34,-0.23,-0.75,0.33,0.05,0.07,0.29,0.39
2006-02-06,-0.77,0.21,-0.22,-0.16,-0.45,0.4,0.25,-0.41,0.65,0.49
2006-02-07,-0.25,-0.64,0.3,0.11,-0.2,-0.04,1.02,-0.32,0.04,-0.01
2006-02-08,0.05,0.57,0.03,0.0,-0.01,0.05,-0.37,-0.37,-0.13,0.17
2006-02-09,0.07,0.23,-0.12,0.04,-0.13,-0.04,-0.42,0.48,0.02,-0.13
2006-02-10,-0.27,-0.59,-0.52,-0.59,0.29,0.15,1.01,0.1,0.32,0.1
2006-02-13,0.1,-0.04,0.06,0.1,-0.08,0.05,0.13,-0.36,-0.08,0.13
2006-02-14,0.53,0.04,-0.14,-0.01,-0.47,-0.13,0.18,0.19,-0.01,-0.18
2006-02-15,-0.27,-0.11,0.02,-0.01,0.5,0.14,-0.25,-0.27,0.04,0.22
2006-02-16,0.12,-0.03,0.15,0.2,-0.04,-0.02,0.32,-0.47,-0.31,0.07
2006-02-17,-0.02,0.61,-0.07,0.26,0.12,-0.08,-0.51,-0.29,0.03,-0.06
2006-02-20,0.08,0.09,0.1,-0.1,-0.02,-0.1,-0.25,0.23,0.13,-0.18
2006-02-21,-0.09,0.34,0.2,-0.01,0.35,0.07,-0.2,-0.87,-0.03,0.23
2006-02-22,-0.2,-0.09,-0.08,0.15,0.02,0.07,0.3,-0.35,0.05,0.14
2006-02-23,0.03,-0.64,-0.14,-0.23,0.18,-0.17,1.02,0.13,0.11,-0.29
2006-02-24,0.15,0.44,-0.61,-0.35,-0.32,0.06,0.26,0.23,0.12,0.03
2006-02-27,-0.27,0.76,-0.5,-0.3,-0.32,-0.03,0.65,0.07,-0.0,-0.06
2006-02-28,0.3,-0.04,0.5,0.26,0.4,-0.39,-0.12,-0.12,-0.37,-0.43
2006-03-01,0.29,0.12,-0.15,-0.06,-0.28,0.01,-0.37,0.31,0.2,-0.07
2006-03-02,0.07,-0.11,0.84,0.63,-0.25,-0.36,-0.27,0.06,-0.17,-0.44
2006-03-03,-0.25,-0.11,0.28,0.23,0.31,0.09,-0.33,-0.17,-0.21,0.16
2006-03-06,-0.11,0.02,0.36,0.25,0.14,0.28,-0.65,-0.67,-0.1,0.5
2006-03-07,-0.29,-0.31,-0.53,-0.46,-0.17,0.56,0.47,-0.42,0.41,0.75
2006-03-08,-0.01,-0.69,0.37,0.25,0.08,-0.06,-0.09,0.33,-0.07,-0.1
2006-03-09,0.21,-0.12,-0.2,0.13,0.04,0.14,-0.11,-0.58,0.25,0.24
2006-03-10,-0.06,0.22,-0.03,0.27,-0.33,0.2,-0.47,-0.37,0.29,0.28
2006-03-13,0.4,0.05,0.22,0.29,0.25,-0.2,-0.02,-0.73,-0.09,-0.18
2006-03-14,-0.25,-0.37,0.35,0.05,0.46,-0.32,0.66,0.03,-0.2,-0.4
2006-03-15,-0.01,-0.05,0.29,0.21,-0.17,-0.2,-0.11,0.35,-0.0,-0.31
2006-03-16,-0.35,0.05,0.36,0.89,0.42,-0.26,0.37,-1.07,-0.24,-0.16
2006-03-17,-1.4,-0.38,0.22,0.3,0.15,0.14,1.06,-0.53,0.21,0.22
2006-03-20,-0.83,0.17,0.33,0.22,0.38,0.19,-0.0,-1.18,0.34,0.38
2006-03-21,-0.16,0.1,-0.41,-0.21,-0.11,0.36,-0.4,0.18,0.22,0.42
2006-03-22,0.28,-0.2,-0.35,-0.19,-0.06,0.01,0.21,0.28,0.06,-0.03
2006-03-23,-0.13,0.63,-0.55,-0.52,-0.33,0.4,-0.35,0.19,0.21,0.45
2006-03-24,-0.74,-0.06,0.67,0.8,0.67,-0.06,0.56,-2.0,-0.06,0.21
2006-03-27,-0.46,-0.04,0.15,-0.19,0.26,-0.04,0.81,-0.51,0.01,0.02
2006-03-28,0.18,0.06,0.21,0.13,0.03,0.19,-0.89,-0.19,0.0,0.27
2006-03-29,0.18,-0.1,-0.06,0.21,-0.59,0.01,0.12,0.19,0.05,-0.01
2006-03-30,0.52,0.37,0.37,0.52,0.02,-0.62,-0.34,0.4,-0.44,-0.8
2006-03-31,0.5,-0.64,-0.41,-0.23,-0.38,0.26,-0.22,0.54,0.37,0.21
2006-04-03,0.03,-0.15,0.1,0.32,0.25,-0.01,0.18,-0.85,0.03,0.11
2006-04-04,0.2,0.2,0.66,0.55,0.48,-0.48,-0.39,-0.5,-0.17,-0.54
2006-04-05,0.8,-0.21,0.24,-0.08,-0.43,-0.23,-0.25,0.67,-0.13,-0.36
2006-04-06,0.53,0.91,-0.48,-0.47,0.02,0.01,-0.26,-0.32,0.01,0.06
2006-04-07,-0.28,0.82,-0.5,-0.77,-0.24,0.4,-0.03,-0.27,0.38,0.47
2006-04-10,0.52,0.01,-0.19,-0.02,-0.07,-0.03,-0.27,0.22,-0.09,-0.07
2006-04-11,0.4,0.31,0.18,0.11,0.19,-0.26,-0.14,-0.09,-0.48,-0.21
2006-04-12,-0.13,-0.36,-0.08,-0.37,0.03,0.15,-0.24,0.77,0.2,0.03
2006-04-13,-0.69,-0.37,0.1,0.07,0.22,0.07,0.01,0.37,0.23,0.01
2006-04-14,0.04,-0.03,0.01,0.04,-0.05,0.03,-0.09,-0.04,0.03,0.05
2006-04-17,0.66,-0.3,0.71,0.38,0.23,-0.63,-0.06,0.1,-0.31,-0.79
2006-04-18,0.11,-0.12,0.35,0.32,0.29,-0.45,0.07,0.33,-0.32,-0.59
2006-04-19,0.43,0.2,-0.13,-0.01,0.31,-0.19,-0.48,0.33,-0.17,-0.29
2006-04-20,-0.73,0.22,-0.45,0.0,-0.3,0.43,0.33,-0.49,0.41,0.57
2006-04-21,0.52,-0.27,-0.14,-0.19,-0.17,-0.26,0.5,0.49,-0.1,-0.39
2006-04-24,-0.36,-0.15,0.33,0.16,0.09,-0.09,0.9,-0.91,0.05,-0.02
2006-04-25,0.22,0.53,-0.04,0.35,-0.04,-0.11,-0.22,-0.48,-0.17,-0.04
2006-04-26,0.77,0.06,-0.47,-0.06,-0.49,-0.15,-0.17,0.91,-0.14,-0.27
2006-04-27,0.04,0.04,0.51,0.25,0.58,-0.42,0.12,-0.49,-0.17,-0.47
2006-04-28,-0.19,-0.07,1.14,0.22,0.82,-0.56,-0.39,0.16,-0.47,-0.67
2006-05-01,0.1,0.3,-0.22,-0.38,0.1,-0.03,0.28,-0.17,0.07,-0.04
2006-05-02,0.02,0.45,0.01,-0.07,0.49,-0.24,-0.29,0.17,-0.23,-0.29
2006-05-03,1.12,-0.45,-0.09,-0.02,-0.04,-0.12,-0.44,0.17,0.08,-0.21
2006-05-04,-0.03,-0.03,0.51,0.38,0.41,-0.19,-0.21,-0.35,-0.33,-0.16
2006-05-05,-0.16,-0.1,-0.02,0.03,0.19,-0.24,0.78,-0.21,0.03,-0.28
2006-05-08,-0.28,-0.23,0.06,0.08,0.19,0.13,0.67,-1.02,0.14,0.27
2006-05-09,0.37,0.85,0.27,0.03,0.07,-0.42,0.23,-0.68,-0.34,-0.37
2006-05-10,0.06,-0.13,0.16,0.17,-0.21,-0.07,0.49,-0.66,0.22,-0.04
2006-05-11,-0.04,-0.48,0.23,0.25,0.91,-0.17,-0.44,0.41,-0.46,-0.21
2006-05-12,-0.64,-0.86,1.27,0.58,0.5,-0.27,0.49,-0.6,-0.26,-0.21
2006-05-15,-1.05,0.56,-0.45,-0.28,0.06,0.7,0.06,-0.49,-0.08,0.97
2006-05-16,0.44,0.05,-0.15,-0.04,-0.08,-0.38,0.18,0.55,-0.01,-0.57
2006-05-17,-0.64,-0.1,-0.02,-0.33,0.39,0.52,-0.53,-0.21,0.25,0.68
2006-05-18,0.54,-0.89,0.49,0.57,0.31,-0.28,-0.17,-0.08,-0.2,-0.3
2006-05-19,-0.42,0.7,-0.49,-0.1,-0.33,0.38,-0.39,0.06,0.12,0.46
2006-05-22,-0.8,0.17,0.8,0.56,0.25,-0.28,-0.21,0.13,-0.27,-0.34
2006-05-23,-0.03,-0.71,-0.19,-0.19,-0.16,0.27,-0.17,0.63,0.32,0.23
2006-05-24,0.22,0.6,-0.67,-0.39,-0.53,0.23,-0.83,1.26,-0.04,0.13
2006-05-25,0.51,0.64,-0.59,-0.24,-0.36,-0.43,0.51,0.52,0.07,-0.63
2006-05-26,0.04,0.56,-0.28,-0.07,-0.37,0.33,-0.43,-0.47,0.24,0.45
2006-05-29,0.19,-0.03,0.03,0.04,-0.02,-0.07,0.01,0.01,-0.08,-0.08
2006-05-30,-0.06,0.12,0.57,0.37,0.75,-0.55,-0.37,0.23,-0.38,-0.66
2006-05-31,-0.96,0.25,-0.16,0.05,-0.27,0.42,0.09,-0.31,0.31,0.56
2006-06-01,-0.56,0.11,0.08,0.23,0.02,0.16,0.2,-0.58,0.07,0.27
2006-06-02,0.22,-0.41,0.63,0.38,0.36,-0.52,0.36,-0.27,-0.11,-0.61
2006-06-05,-0.22,-0.38,0.16,0.07,-0.37,0.29,-0.28,0.35,0.06,0.31
2006-06-06,-0.56,0.04,-0.09,-0.04,-0.13,0.47,-0.47,-0.03,0.21,0.6
2006-06-07,0.23,0.2,-0.41,-0.21,-0.16,0.13,-0.07,0.08,0.03,0.19
2006-06-08,0.59,-0.47,-0.42,-0.66,-0.21,0.44,-0.13,0.28,0.06,0.52
2006-06-09,0.6,1.24,-0.34,-0.54,-0.54,-0.28,-0.17,0.74,-0.28,-0.43
2006-06-12,-0.14,0.8,0.05,-0.23,0.23,-0.02,-0.13,-0.52,-0.09,0.06
2006-06-13,-0.62,-0.69,0.17,0.24,0.12,0.51,-0.3,-0.51,0.39,0.7
2006-06-14,-0.34,-0.33,0.49,0.29,0.32,-0.2,0.1,-0.02,-0.03,-0.26
2006-06-15,0.59,-0.02,-0.22,0.06,0.16,-0.22,0.0,-0.1,0.03,-0.28
2006-06-16,-0.35,-0.79,0.3,0.42,0.43,0.2,-0.07,-0.45,-0.05,0.36
2006-06-19,-0.01,0.53,-0.56,-0.33,-0.3,0.22,-0.08,0.15,0.1,0.28
2006-06-20,-0.02,-0.01,-0.08,-0.18,-0.15,-0.12,0.37,0.25,0.13,-0.19
2006-06-21,0.03,0.65,0.12,0.41,-0.13,-0.27,-0.24,-0.11,-0.13,-0.32
2006-06-22,-0.1,-0.04,-0.02,0.09,-0.22,0.56,-0.37,-0.89,0.19,0.82
2006-06-23,0.05,-0.2,-0.23,-0.28,-0.3,0.29,-0.06,0.15,0.23,0.35
2006-06-26,0.11,-0.59,0.39,0.5,0.18,-0.12,0.16,-0.45,-0.11,-0.08
2006-06-27,-0.03,0.0,-0.07,-0.05,-0.15,0.04,-0.05,0.13,0.19,-0.02
2006-06-28,-0.16,0.31,0.13,0.13,0.15,0.09,0.15,-1.06,-0.06,0.32
2006-06-29,0.61,0.46,0.01,0.12,-0.24,-0.62,0.41,0.31,-0.22,-0.83
2006-06-30,0.03,-1.19,0.64,0.53,0.64,-0.42,0.12,0.25,-0.03,-0.58
2006-07-03,-0.09,0.48,0.13,0.24,-0.21,-0.01,-0.22,-0.34,-0.05,0.07
2006-07-04,0.2,0.31,-0.26,-0.23,0.04,-0.1,-0.34,0.46,0.13,-0.21
2006-07-05,0.1,-0.02,-0.12,-0.09,-0.15,0.37,-0.32,-0.36,0.02,0.57
2006-07-06,0.41,-0.34,0.17,0.23,-0.09,-0.22,0.33,-0.23,0.01,-0.26
2006-07-07,0.26,-0.56,-0.07,-0.21,0.32,-0.3,0.57,0.45,0.03,-0.49
2006-07-10,-0.36,-0.55,-0.33,-0.31,-0.17,0.4,0.13,0.38,0.36,0.45
2006-07-11,0.76,-1.07,0.23,0.15,0.11,-0.17,-0.18,0.72,-0.32,-0.25
2006-07-12,0.23,0.22,-0.29,-0.19,-0.29,0.32,-0.81,0.27,0.14,0.41
2006-07-13,0.16,0.1,0.14,-0.31,0.38,-0.14,-0.07,0.11,-0.18,-0.19
2006-07-14,0.03,0.44,-0.23,-0.17,-0.16,0.16,-0.53,0.4,-0.1,0.16
2006-07-17,-0.17,-0.17,-0.68,-0.52,-0.57,0.65,-0.36,0.8,0.36,0.65
2006-07-18,-0.22,-0.03,-0.45,-0.15,0.44,0.04,-0.11,0.47,0.05,-0.04
2006-07-19,0.22,-0.18,-0.0,0.38,0.59,-0.33,0.07,-0.39,0.01,-0.36
2006-07-20,0.02,0.1,0.29,0.24,0.31,-0.14,-0.27,-0.36,-0.1,-0.11
2006-07-21,-0.07,-0.77,0.4,0.31,0.31,-0.23,0.55,-0.11,-0.1,-0.29
