,AUD_CAD,AUD_CHF,AUD_HKD,AUD_JPY,AUD_NZD,AUD_SGD,AUD_USD,CAD_CHF,CAD_HKD,CAD_JPY,CAD_SGD,CHF_HKD,CHF_JPY,EUR_AUD,EUR_CAD,EUR_CHF,EUR_GBP,EUR_HKD,EUR_JPY,EUR_NZD,EUR_SGD,EUR_USD,GBP_AUD,GBP_CAD,GBP_CHF,GBP_HKD,GBP_JPY,GBP_NZD,GBP_SGD,GBP_USD,HKD_JPY,NZD_CAD,NZD_CHF,NZD_HKD,NZD_JPY,NZD_SGD,NZD_USD,SGD_CHF,SGD_HKD,SGD_JPY,USD_CAD,USD_CHF,USD_HKD,USD_JPY,USD_SGD
2014-01-01,0.94917,0.81081,6.34483,97.856,1.0464,1.0821,0.81804,0.85453,6.68427,103.15,1.14052,7.82502,120.737,1.48292,1.40711,1.20249,0.77891,9.40848,145.178,1.55173,1.60466,1.21312,1.90394,1.80759,1.54361,12.08099,186.347,1.99248,2.06026,1.55776,15.42563,0.90706,0.77483,6.06147,93.523,1.03383,0.78157,0.74934,5.86328,90.435,1.16017,0.99114,7.75571,119.637,1.32276
2014-01-02,0.94732,0.7979,6.89802,93.511,1.08589,1.12661,0.88962,0.84227,7.2843,98.583,1.18922,8.65346,117.257,1.53943,1.45866,1.22875,0.83003,10.62861,144.031,1.67258,1.73464,1.37075,1.85445,1.75593,1.48037,12.80021,173.366,2.01477,2.08948,1.65079,13.54307,0.87208,0.73472,6.34944,86.075,1.03685,0.81886,0.70797,6.12716,82.995,1.06449,0.89608,7.75401,105.011,1.26551
2014-01-03,0.95203,0.80617,6.93002,93.535,1.08528,1.13241,0.8937,0.84735,7.28452,98.289,1.19006,8.59414,116.101,1.5254,1.45127,1.22967,0.82947,10.56846,142.765,1.65501,1.72711,1.36296,1.83877,1.74925,1.48259,12.74454,172.031,1.99504,2.08188,1.64353,13.49711,0.87728,0.74307,6.38856,86.184,1.04368,0.82388,0.71197,6.12035,82.587,1.06449,0.90226,7.75417,104.657,1.26697
2014-01-06,0.95367,0.8107,6.94867,93.656,1.08247,1.13625,0.89607,0.84991,7.28468,98.14,1.19101,8.57265,115.514,1.51872,1.44886,1.23135,0.83019,10.55536,142.205,1.64377,1.72557,1.36119,1.83038,1.74536,1.48289,12.71317,171.379,1.98081,2.07881,1.63942,13.47301,0.88123,0.74907,6.42181,86.498,1.0497,0.82814,0.71361,6.11673,82.439,1.06452,0.90457,7.75456,104.477,1.26776
2014-01-07,0.95766,0.81034,6.93233,93.343,1.07938,1.13516,0.89398,0.84654,7.23836,97.485,1.18534,8.55265,115.191,1.52386,1.4594,1.23495,0.83052,10.56512,142.247,1.64486,1.73031,1.36246,1.83463,1.75751,1.48714,12.72131,171.269,1.98037,2.08316,1.64052,13.46706,0.88747,0.75104,6.42303,86.498,1.0519,0.82831,0.71396,6.1078,82.223,1.07134,0.90669,7.75441,104.43,1.26961
2014-01-08,0.96261,0.8118,6.91642,93.442,1.0771,1.13443,0.89195,0.84284,7.18359,97.031,1.17831,8.51972,115.165,1.52473,1.46849,1.23758,0.82786,10.54187,142.517,1.64211,1.72935,1.3595,1.84263,1.77302,1.49477,12.73624,172.096,1.98475,2.08955,1.64248,13.51225,0.89372,0.7537,6.42025,86.759,1.05308,0.82796,0.71572,6.09593,82.38,1.07944,0.91017,7.75429,104.779,1.27204
2014-01-09,0.96388,0.80912,6.8972,93.245,1.07687,1.13159,0.88947,0.83907,7.15411,96.714,1.17384,8.52851,115.3,1.52814,1.47349,1.2359,0.82547,10.53926,142.524,1.64547,1.7286,1.35914,1.85118,1.7844,1.49728,12.76922,172.634,1.9939,2.09419,1.64672,13.51832,0.89503,0.75093,6.40171,86.559,1.05029,0.82557,0.71498,6.09523,82.427,1.0839,0.90923,7.75427,104.825,1.27218
2014-01-10,0.97276,0.80937,6.93554,93.434,1.08102,1.13343,0.89441,0.83177,7.12751,96.055,1.16578,8.57065,115.529,1.52473,1.48354,1.23373,0.82783,10.57276,142.552,1.64942,1.72809,1.36343,1.84259,1.7915,1.49052,12.7686,172.178,1.99216,2.08814,1.64659,13.48116,0.89926,0.74804,6.41141,86.383,1.04759,0.8268,0.71395,6.11831,82.49,1.08798,0.90479,7.75454,104.541,1.26741
2014-01-13,0.9838,0.81397,7.003,93.469,1.08291,1.14172,0.9031,0.82788,7.12361,95.048,1.16169,8.60675,114.839,1.51362,1.48831,1.23138,0.8319,10.59889,141.478,1.63959,1.72843,1.36683,1.81954,1.7887,1.48013,12.74113,170.044,1.97138,2.07785,1.64309,13.34673,0.90821,0.75151,6.4641,86.265,1.05395,0.8336,0.71249,6.13297,81.863,1.08857,0.90097,7.7544,103.496,1.2644
2014-01-14,0.98234,0.81147,6.98534,93.306,1.07482,1.1414,0.90083,0.82612,7.10973,94.988,1.16158,8.60745,115.019,1.51796,1.49139,1.23188,0.83299,10.60367,141.692,1.63009,1.73267,1.36746,1.82204,1.7901,1.4786,12.72751,170.058,1.95684,2.07955,1.64136,13.36196,0.91453,0.75563,6.50381,86.818,1.0627,0.83873,0.71093,6.12,81.768,1.09069,0.90088,7.75433,103.613,1.26706
2014-01-15,0.97827,0.80947,6.92847,93.208,1.06853,1.13573,0.8935,0.82793,7.08296,95.369,1.16178,8.55776,115.216,1.52646,1.49222,1.23551,0.8312,10.57418,142.306,1.63142,1.73356,1.36367,1.83679,1.79507,1.48632,12.71257,171.129,1.96206,2.08515,1.63943,13.46209,0.91485,0.75722,6.48184,87.243,1.06255,0.8359,0.71271,6.10031,82.087,1.09479,0.90613,7.75429,104.389,1.27113
2014-01-16,0.96863,0.80368,6.86858,92.541,1.06222,1.1274,0.88576,0.82955,7.09273,95.571,1.16419,8.55126,115.227,1.53667,1.48804,1.23445,0.83223,10.55759,142.249,1.63268,1.7321,1.36145,1.84678,1.78851,1.48361,12.68334,170.954,1.96181,2.0818,1.63558,13.47526,0.91143,0.75596,6.46549,87.094,1.06086,0.83376,0.71254,6.09279,82.107,1.09331,0.90683,7.75457,104.496,1.27277
2014-01-17,0.96332,0.79839,6.82351,91.799,1.05988,1.1205,0.87986,0.82912,7.08208,95.272,1.16315,8.54257,114.922,1.54389,1.48689,1.23257,0.82868,10.52782,141.632,1.63645,1.72949,1.3575,1.86251,1.79415,1.48749,12.70801,171.013,1.97404,2.0867,1.63863,13.45383,0.90905,0.75308,6.43988,86.636,1.05745,0.83039,0.71263,6.08885,81.919,1.09506,0.90786,7.75525,104.338,1.27366
2014-01-20,0.96294,0.80035,6.81797,91.534,1.06257,1.12149,0.87903,0.83101,7.0811,95.066,1.16448,8.51805,114.359,1.54028,1.48374,1.233,0.82474,10.50294,140.992,1.63638,1.72774,1.35414,1.86824,1.79879,1.49529,12.73852,171.011,1.98428,2.09565,1.64236,13.4277,0.9069,0.75343,6.42155,86.255,1.05651,0.82791,0.71357,6.07955,81.645,1.09534,0.91057,7.75622,104.147,1.27579
2014-01-21,0.96562,0.80212,6.83184,91.909,1.05857,1.12521,0.88075,0.83053,7.07138,95.153,1.16483,8.51403,114.538,1.53855,1.4864,1.23443,0.82374,10.51054,141.379,1.62869,1.73153,1.35498,1.86704,1.80375,1.49805,12.75829,171.611,1.97685,2.10147,1.64475,13.44808,0.91237,0.75744,6.45338,86.778,1.06305,0.83197,0.71273,6.07108,81.653,1.09694,0.91109,7.75681,104.316,1.27767
2014-01-22,0.97348,0.80466,6.85234,92.188,1.06224,1.12933,0.88333,0.82647,7.03674,94.725,1.1598,8.51741,114.599,1.53425,1.49384,1.23442,0.8202,10.51679,141.482,1.63014,1.73306,1.35568,1.86776,1.82168,1.50513,12.81701,172.435,1.98737,2.11268,1.6522,13.45075,0.91667,0.75748,6.45193,86.788,1.06333,0.83169,0.71247,6.06722,81.613,1.1025,0.91079,7.75756,104.343,1.2786
