,AUD,CAD,CHF,EUR,GBP,HKD,JPY,NZD,SGD,USD
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02,1.08,1.23,1.04,1.17,1.33,0.95,1.48,1.02,0.87,0.94
2019-01-03,5.41,2.01,1.85,1.71,3.0,1.66,4.47,2.27,1.59,1.68
2019-01-04,1.69,1.03,0.89,0.91,1.01,0.89,1.52,1.16,0.84,0.87
2019-01-07,0.58,0.75,0.74,0.64,0.59,0.61,0.91,0.6,0.5,0.59
2019-01-08,0.54,0.59,0.49,0.49,0.73,0.47,0.7,0.67,0.42,0.48
2019-01-09,0.73,0.76,0.75,0.79,0.7,0.78,0.85,1.02,0.6,0.79
2019-01-10,0.88,0.65,1.27,0.71,0.75,0.58,0.79,0.61,0.65,0.59
2019-01-11,0.76,0.84,0.62,0.82,1.38,0.63,0.64,0.99,0.57,0.62
2019-01-14,0.61,0.48,0.59,0.47,0.83,0.45,0.72,0.59,0.45,0.45
2019-01-15,0.73,0.8,0.94,0.87,1.74,0.75,1.02,0.77,0.65,0.76
2019-01-16,0.67,0.58,0.59,0.55,0.75,0.51,0.82,1.01,0.51,0.51
2019-01-17,0.99,0.73,0.81,0.62,1.32,0.62,1.07,0.94,0.58,0.63
2019-01-18,0.69,0.64,0.47,0.57,0.93,0.54,0.75,0.66,0.45,0.53
2019-01-21,0.52,0.45,0.46,0.41,0.65,0.41,0.45,0.65,0.38,0.41
2019-01-22,0.74,0.65,0.5,0.47,0.92,0.45,0.69,0.79,0.44,0.45
2019-01-23,0.57,0.7,0.64,0.56,1.13,0.5,0.78,0.88,0.49,0.5
2019-01-24,1.02,0.51,0.56,0.81,0.64,0.55,0.58,0.67,0.46,0.56
2019-01-25,1.08,0.84,0.79,0.77,1.02,0.89,1.04,1.08,0.75,0.91
2019-01-28,0.59,0.66,0.49,0.55,0.63,0.43,0.56,0.67,0.41,0.43
2019-01-29,0.56,0.49,0.59,0.48,1.06,0.46,0.61,0.64,0.46,0.46
2019-01-30,1.3,0.99,0.86,0.71,0.79,0.89,0.81,1.03,0.67,0.88
2019-01-31,0.65,0.51,0.51,0.69,0.56,0.49,0.61,0.71,0.43,0.47
2019-02-01,0.7,0.85,0.57,0.62,0.78,0.53,0.94,0.69,0.58,0.53
2019-02-04,0.46,0.47,0.38,0.36,0.66,0.44,0.53,0.41,0.38,0.45
2019-02-05,1.01,0.55,0.63,0.54,1.02,0.46,0.52,0.63,0.47,0.46
2019-02-06,1.68,0.79,0.69,0.65,0.77,0.76,0.89,1.73,0.67,0.76
2019-02-07,0.59,0.91,0.52,0.56,1.08,0.47,0.62,0.59,0.47,0.47
2019-02-08,0.65,0.73,0.46,0.42,0.51,0.38,0.48,0.59,0.39,0.38
2019-02-11,0.56,0.62,1.14,0.5,0.63,0.58,0.64,0.61,0.48,0.6
2019-02-12,0.61,0.57,0.75,0.58,0.56,0.48,0.54,0.51,0.45,0.47
2019-02-13,0.71,0.63,0.6,0.69,0.82,0.68,0.7,1.75,0.58,0.69
2019-02-14,0.84,0.93,0.65,0.63,0.91,0.6,0.82,0.86,0.55,0.6
2019-02-15,0.77,0.56,0.57,0.66,0.78,0.56,0.66,0.81,0.51,0.56
2019-02-18,0.49,0.37,0.34,0.4,0.45,0.32,0.37,0.71,0.3,0.32
2019-02-19,0.78,0.69,0.6,0.64,1.18,0.67,0.75,0.82,0.56,0.67
2019-02-20,0.49,0.53,0.39,0.39,0.61,0.42,0.5,0.55,0.38,0.42
2019-02-21,1.74,0.79,0.6,0.62,0.76,0.62,0.67,1.08,0.63,0.61
2019-02-22,0.82,0.79,0.53,0.58,0.82,0.61,0.59,1.21,0.54,0.61
2019-02-25,0.73,0.74,0.46,0.47,0.6,0.46,0.71,0.65,0.43,0.45
2019-02-26,0.64,0.61,0.5,0.52,1.23,0.53,0.62,0.51,0.46,0.54
2019-02-27,0.95,0.68,0.67,0.56,1.05,0.57,0.77,0.96,0.54,0.56
2019-02-28,0.93,0.8,0.97,0.66,0.68,0.6,0.76,0.77,0.56,0.61
2019-03-01,0.68,1.27,0.61,0.6,0.8,0.62,0.76,0.67,0.54,0.63
2019-03-04,0.51,0.51,0.49,0.56,0.74,0.42,0.57,0.52,0.39,0.42
2019-03-05,0.54,0.45,0.66,0.48,0.74,0.48,0.48,0.66,0.4,0.48
2019-03-06,1.0,0.87,0.48,0.51,0.61,0.45,0.55,0.69,0.44,0.45
2019-03-07,0.68,0.64,0.79,1.08,0.87,0.61,0.75,0.66,0.52,0.61
2019-03-08,0.69,0.64,0.54,0.56,1.2,0.57,0.8,0.81,0.52,0.57
2019-03-11,0.76,0.58,0.78,0.58,1.65,0.53,0.75,0.76,0.52,0.53
2019-03-12,0.61,0.65,0.66,0.65,2.18,0.6,0.71,0.75,0.58,0.6
2019-03-13,0.75,0.68,0.63,0.6,2.23,0.68,0.7,0.76,0.56,0.68
2019-03-14,0.63,0.47,0.48,0.44,0.89,0.51,0.59,0.64,0.42,0.52
2019-03-15,0.47,0.7,0.47,0.42,0.8,0.44,0.49,0.5,0.39,0.44
2019-03-18,0.55,0.5,0.42,0.42,0.93,0.4,0.48,0.5,0.37,0.4
2019-03-19,0.45,0.71,0.39,0.35,0.54,0.33,0.43,0.46,0.32,0.33
2019-03-20,0.91,0.69,0.79,0.7,1.25,0.89,0.8,0.88,0.67,0.89
2019-03-21,0.87,0.78,0.72,0.72,1.37,0.81,0.83,1.01,0.66,0.81
2019-03-22,0.76,0.81,0.74,1.1,1.21,0.64,1.26,0.73,0.65,0.64
2019-03-25,0.64,0.53,0.46,0.46,0.74,0.44,0.72,0.66,0.41,0.44
2019-03-26,0.68,0.56,0.5,0.62,0.81,0.44,0.75,0.55,0.45,0.44
2019-03-27,1.01,0.71,0.79,0.67,1.01,0.66,0.81,1.84,0.64,0.67
2019-03-28,0.59,0.57,0.53,0.52,1.23,0.54,0.75,0.73,0.48,0.55
2019-03-29,0.6,0.88,0.6,0.54,1.29,0.49,0.61,0.78,0.5,0.49
2019-04-01,0.52,0.78,0.66,0.5,1.17,0.47,0.65,0.56,0.45,0.47
2019-04-02,1.02,0.64,0.55,0.53,1.14,0.5,0.57,0.89,0.48,0.5
2019-04-03,0.91,0.54,0.53,0.52,0.66,0.48,0.67,0.69,0.44,0.48
2019-04-04,0.47,0.4,0.38,0.4,0.91,0.4,0.42,0.65,0.35,0.41
2019-04-05,0.52,0.5,0.39,0.42,0.89,0.41,0.42,0.62,0.37,0.41
2019-04-08,0.54,0.57,0.39,0.48,0.51,0.36,0.48,0.44,0.37,0.39
2019-04-09,0.45,0.43,0.4,0.36,0.65,0.35,0.55,0.37,0.32,0.36
2019-04-10,0.82,0.45,0.6,0.5,0.61,0.46,0.51,0.51,0.39,0.46
2019-04-11,0.54,0.51,0.47,0.41,0.5,0.45,0.52,0.54,0.37,0.49
2019-04-12,0.85,0.52,0.51,0.57,0.6,0.58,0.83,0.78,0.51,0.58
2019-04-15,0.37,0.69,0.41,0.32,0.46,0.31,0.34,0.49,0.28,0.31
2019-04-16,0.62,0.53,0.55,0.42,0.52,0.35,0.41,0.49,0.37,0.34
2019-04-17,0.77,0.8,0.65,0.57,0.57,0.54,0.56,1.56,0.53,0.52
2019-04-18,0.64,0.49,0.56,0.53,0.47,0.51,0.6,0.66,0.42,0.53
2019-04-19,0.22,0.27,0.23,0.18,0.21,0.16,0.16,0.21,0.15,0.16
2019-04-22,0.37,0.49,0.28,0.32,0.26,0.22,0.25,0.29,0.24,0.22
2019-04-23,0.57,0.64,0.61,0.5,0.67,0.57,0.62,0.6,0.5,0.57
2019-04-24,1.15,0.8,0.74,0.68,0.68,0.7,0.72,0.89,0.58,0.7
2019-04-25,0.47,0.39,0.39,0.45,0.43,0.41,0.75,0.67,0.37,0.42
2019-04-26,0.6,0.43,0.47,0.43,0.43,0.5,0.55,0.71,0.42,0.5
2019-04-29,0.36,0.35,0.34,0.39,0.33,0.28,0.4,0.42,0.28,0.28
2019-04-30,0.67,0.72,0.49,0.55,0.97,0.47,0.6,0.53,0.43,0.47
2019-05-01,0.67,0.66,0.68,0.55,0.62,0.58,0.61,0.89,0.49,0.58
2019-05-02,0.44,0.38,0.4,0.37,0.45,0.36,0.44,0.4,0.3,0.34
2019-05-03,0.5,0.5,0.46,0.51,1.19,0.61,0.49,0.55,0.44,0.6
2019-05-06,0.67,0.6,0.54,0.5,0.72,0.43,0.77,0.56,0.46,0.42
2019-05-07,0.95,0.59,0.63,0.54,0.66,0.54,0.93,0.65,0.53,0.55
2019-05-08,0.62,0.5,0.56,0.47,0.85,0.45,0.56,1.24,0.46,0.45
2019-05-09,0.6,0.53,0.86,0.64,0.57,0.47,0.69,0.51,0.54,0.47
2019-05-10,0.58,0.7,0.64,0.41,0.48,0.44,0.64,0.5,0.41,0.44
2019-05-13,0.9,0.63,0.97,0.62,0.79,0.57,1.01,0.69,0.71,0.58
2019-05-14,0.44,0.42,0.5,0.43,0.53,0.35,0.64,0.47,0.4,0.35
2019-05-15,0.56,0.61,0.53,0.5,0.82,0.4,0.72,0.49,0.4,0.4
2019-05-16,0.61,0.54,0.43,0.43,0.51,0.47,0.56,0.62,0.4,0.47
2019-05-17,0.46,0.74,0.44,0.4,0.61,0.44,0.7,0.47,0.48,0.44
